totim,ghb,in-out,percent-discrepancy,rcha,sfr,sto-ss,sto-sy,total,wel
3652.5,-1705053.8,-62074.953,-0.61,9468858.0,-4665023.5,1960.4686,672308.9,-62075.0,-3835125.0
3683.5,-1722998.8,-61933.945,-0.6,9593180.0,-4715950.0,1826.9912,628799.6,-61934.0,-3846791.2
3712.5,-1742129.6,-61840.434,-0.59,9717213.0,-4771583.5,1716.369,591843.44,-61841.0,-3858900.0
3743.5,-1763657.4,-61755.406,-0.58,9842861.0,-4835001.0,1656.2395,571216.25,-61755.0,-3878830.2
3773.5,-1783674.2,-62060.86,-0.58,9944981.0,-4893873.5,1676.9235,577263.8,-62061.0,-3908434.5
3804.5,-1801762.9,-62615.773,-0.58,10023056.0,-4946057.5,1779.2123,610626.44,-62616.0,-3950256.5
3834.5,-1815794.4,-62795.867,-0.58,10072694.0,-4984784.0,1934.3231,662139.94,-62796.0,-3998985.5
3865.5,-1826549.9,-63022.625,-0.57,10105669.0,-5011936.5,2108.7144,720909.75,-63023.0,-4053223.8
3896.5,-1834448.6,-63191.95,-0.57,10134125.0,-5029048.0,2254.7832,770849.9,-63192.0,-4106925.0
3926.5,-1840819.6,-63459.49,-0.57,10171916.0,-5040688.5,2338.271,799967.94,-63459.0,-4156173.8
3957.5,-1847981.5,-63542.65,-0.57,10233591.0,-5053901.0,2339.1711,801323.56,-63542.0,-4198913.5
3987.5,-1857181.8,-63437.492,-0.56,10320437.0,-5073726.0,2256.4023,774292.8,-63437.0,-4229516.0
4018.5,-1870213.8,-63192.53,-0.55,10435514.0,-5105947.5,2110.2253,725635.3,-63193.0,-4250290.5
4049.5,-1886874.5,-63035.152,-0.55,10565820.0,-5150786.5,1945.6442,670506.5,-63035.0,-4263646.5
4077.5,-1904151.0,-62569.246,-0.54,10684139.0,-5199336.5,1822.5652,629013.5,-62569.0,-4274056.5
4108.5,-1924279.9,-62410.17,-0.53,10801081.0,-5257208.0,1756.1362,606113.9,-62411.0,-4289873.0
4138.5,-1942805.5,-62481.324,-0.53,10890345.0,-5310466.0,1778.5352,612713.56,-62482.0,-4314047.0
4169.5,-1959262.1,-63095.867,-0.53,10954425.0,-5356607.0,1883.0496,646860.1,-63096.0,-4350394.5
4199.5,-1971754.4,-63257.36,-0.53,10993775.0,-5389541.5,2036.1919,697727.6,-63257.0,-4395500.0
4230.5,-1981167.4,-63499.047,-0.52,11022578.0,-5411435.0,2199.151,752602.94,-63499.0,-4448277.5
4261.5,-1988248.9,-63780.504,-0.52,11054537.0,-5425000.0,2320.053,793945.06,-63781.0,-4501333.5
4291.5,-1994646.1,-63913.68,-0.52,11102157.0,-5435956.0,2363.1123,809338.8,-63914.0,-4547170.5
4322.5,-2002759.8,-63847.863,-0.52,11177686.0,-5451680.5,2318.3496,795118.1,-63848.0,-4584530.0
4352.5,-2013501.2,-63702.027,-0.51,11277612.0,-5476295.5,2200.1328,755928.5,-63702.0,-4609646.5
4383.5,-2028316.0,-63472.832,-0.51,11401934.0,-5514434.5,2037.1987,701422.1,-63473.0,-4626115.5
