totim,ghb,in-out,percent-discrepancy,rcha,sfr,sto-ss,sto-sy,total,wel
3652.5,-466.8183,-16.9952,-0.61,2592.432,-1277.2137,0.536748,184.0681,-16.995117,-1050.0
3683.5,-578.8712,4.5487,0.11,4010.3787,-1642.7999,-4.3057,-1403.5242,4.548584,-376.329
3712.5,-659.6823,3.2245,0.08,4277.0103,-1918.3896,-3.8146,-1274.3518,3.2246094,-417.5474
3743.5,-694.4435,2.7429,0.07,4053.158,-2045.7281,-1.9397,-665.3923,2.74292,-642.9115
3773.5,-667.2321,-10.1818,-0.28,3403.9983,-1962.4196,0.689493,201.586,-10.181885,-986.8039
3804.5,-583.5026,-17.9005,-0.5,2518.543,-1683.3564,3.2996,1076.2125,-17.90039,-1349.0966
3834.5,-467.7162,-6.0031,-0.18,1654.601,-1290.8706,5.1704,1717.1165,-6.003174,-1624.3041
3865.5,-346.9535,-7.3147,-0.25,1063.7188,-875.8882,5.6255,1895.802,-7.3146973,-1749.6191
3896.5,-254.7957,-5.4621,-0.22,917.939,-551.991,4.7119,1610.9701,-5.461914,-1732.2964
3926.5,-212.3665,-8.9179,-0.4,1259.706,-388.0134,2.7829,970.6034,-8.917969,-1641.6304
3957.5,-231.0284,-2.6826,-0.13,1989.5115,-426.2191,0.0291,43.729095,-2.6826172,-1378.7048
3987.5,-306.6744,3.5052,0.12,2894.8643,-660.8277,-2.759,-901.025,3.505127,-1020.0731
4018.5,-420.3873,7.902,0.21,3712.16,-1039.404,-4.7154,-1569.5963,7.9018555,-670.1548
4049.5,-537.443,5.0767,0.12,4203.4346,-1446.4233,-5.3091,-1778.3495,5.07666,-430.8328
4077.5,-617.0178,16.6396,0.39,4225.648,-1733.9149,-4.3957,-1481.8916,16.639648,-371.7883
4108.5,-649.3206,5.1314,0.14,3772.3313,-1866.8263,-2.1429,-738.6976,5.1313477,-510.2126
4138.5,-617.5187,-2.3717,-0.07,2975.4749,-1775.2623,0.7466,219.9898,-2.3718262,-805.8021
4169.5,-530.862,-19.8239,-0.62,2067.0908,-1488.432,3.3714,1101.5005,-19.823975,-1172.4926
4199.5,-416.4058,-5.3832,-0.18,1311.6655,-1097.8148,5.1047,1695.5851,-5.383301,-1503.518
4230.5,-303.6449,-7.7964,-0.29,929.1498,-706.2341,5.2567,1770.1724,-7.7963867,-1702.4965
4261.5,-228.4385,-9.0792,-0.38,1030.9175,-437.5795,3.9001,1333.6146,-9.079346,-1711.4934
4291.5,-213.238,-4.4392,-0.21,1587.3373,-365.2085,1.4353,513.1236,-4.439209,-1527.889
4322.5,-261.7307,2.123,0.09,2436.402,-507.2315,-1.4439969,-458.7308,2.1230469,-1205.1421
4352.5,-358.0501,4.8612,0.15,3330.896,-820.4995,-3.9406,-1306.321,4.861084,-837.2237
4383.5,-477.8964,7.3935,0.18,4010.3787,-1230.3046,-5.2559,-1758.2709,7.3933105,-531.2575
