time,HEADWATER,TAILWATER,GAGE-1
3652.500000000,-499.7160987782540,-950.6970049320507,1890.685336059721
3653.500000000,-498.2668759215467,-943.1345822252814,1881.830109247420
3654.500000000,-498.0328222905440,-929.2047128865207,1868.042315539073
3655.500000000,-498.6653766737006,-925.1411322985389,1864.619221216777
3656.500000000,-499.1063523652559,-925.4537546838524,1865.277533101541
3657.500000000,-499.7739163678677,-921.0286478048505,1861.599640819581
3658.500000000,-497.5007032485900,-920.6520155000692,1858.908788968788
3659.500000000,-498.5448237260252,-925.7187561575058,1864.818655053626
3660.500000000,-498.3567995117964,-921.7358601646895,1860.740187571124
3661.500000000,-498.6110193555668,-924.6814135342637,1863.816931522539
3662.500000000,-496.1152976480694,-919.6267559621340,1856.390477348170
3663.500000000,-493.5571588305075,-920.9335710940254,1855.039843631896
3664.500000000,-491.8134177040961,-921.2013160593758,1853.522023810917
3665.500000000,-491.9941016911451,-912.6409364382170,1845.372810693573
3666.500000000,-489.7616728603155,-913.6556786011321,1844.000460113288
3667.500000000,-495.5213375791441,-922.0106657839270,1857.860585671761
3668.500000000,-490.1974514330364,-915.2263480970288,1845.980233467293
3669.500000000,-487.2425031695080,-912.7178181654006,1840.536275350622
3670.500000000,-486.8453772003621,-912.9836396013051,1840.372769502829
3671.500000000,-483.8927996539598,-918.8734717884714,1843.140165731939
3672.500000000,-481.5700162561336,-917.3164125934265,1839.282825921568
3673.500000000,-477.7238953053833,-918.9287628385509,1836.997657455723
3674.500000000,-476.2056767448076,-919.8313455318158,1836.317466608285
3675.500000000,-476.1730799292949,-919.4875296879443,1835.983663936587
3676.500000000,-474.4024216624932,-921.3462632657092,1836.005233726636
3677.500000000,-475.6061501529576,-924.9671082476806,1840.737202919677
3678.500000000,-477.0804908679734,-931.3444525000598,1848.443194523720
3679.500000000,-478.2342337726798,-934.8215444128499,1853.055297773785
3680.500000000,-477.6037300903012,-933.6779053993771,1851.403115287533
3681.500000000,-480.6494208473999,-941.8192337611381,1862.364529765371
3682.500000000,-480.7959297394109,-945.1536703525820,1865.836440843504
3683.500000000,-476.1010625361153,-943.0137493053876,1859.169639421932
3684.500000000,-484.0325733246866,-956.1300313745909,1879.866641466708
3685.500000000,-483.0914586188262,-956.2161772240368,1879.230953832713
3686.500000000,-482.9323650574447,-952.3627809851810,1875.334815925404
3687.500000000,-484.0344734536655,-961.6528449470982,1885.454680595358
3688.500000000,-480.6442224856632,-958.2238125281906,1878.831513640379
3689.500000000,-486.5632617832752,-965.0886987219970,1891.418539255104
3690.500000000,-487.7414609974256,-974.5590697150175,1901.921840284516
3691.500000000,-488.2946665293809,-977.0461085082280,1905.057762677303
