totim,ghb,in-out,percent-discrepancy,rcha,sfr,sto-ss,sto-sy,total,wel
3866.5,-430.8692,-0.0026334,-0.0,3401.1882,-2578.8262,1.3485999,321.1965,-0.0024414062,-714.0408
3867.5,-424.0386,0.0043447,0.0,2375.6133,-2547.7969,10.5965,1719.4677,0.0043945312,-1133.8374
3868.5,-427.8379,-0.0031736,-0.0,3528.5786,-2543.771,0.22970009,492.3373,-0.0029296875,-1049.5399
3869.5,-423.0966,0.0049661,0.0,2599.1982,-2524.5176,6.420828,1338.9854,0.0048828125,-996.9851
3870.5,-427.2349,0.037436,0.0,3920.8762,-2528.285,-0.72850007,105.36099,0.037597656,-1069.9513
3871.5,-425.3919,-0.027641,-0.0,3247.3071,-2516.7734,3.0461001,713.64886,-0.02758789,-1021.8644
3872.5,-423.7446,-0.017817,-0.0,3059.601,-2506.226,3.6680999,832.62787,-0.017822266,-965.9443
3873.5,-425.2754,-0.0015061,-0.0,3603.0598,-2506.659,0.28540003,275.9697,-0.0014648438,-947.3821
3874.5,-420.0909,0.0046611,0.0,2572.962,-2477.6506,8.198793,1532.0679,0.0048828125,-1215.4825
3875.5,-421.1302,-0.024201,-0.0,3181.4746,-2467.3127,3.9480999,951.3798,-0.023925781,-1248.3838
3876.5,-418.7464,0.013703,0.0,2772.8655,-2453.5068,3.5571,1092.5599,0.013671875,-996.7157
3877.5,-416.7164,-0.0051723,-0.0,2670.0332,-2441.231,5.7441,1230.5204,-0.005126953,-1048.3553
3878.5,-417.3749,-0.022289,-0.0,3075.9333,-2437.986,3.0856,819.1773,-0.022216797,-1042.8575
3879.5,-409.4148,0.002971,0.0,1968.1605,-2406.8804,10.437895,2021.5424,0.0029296875,-1183.8425
3880.5,-414.0236,0.015642,0.0,3364.792,-2407.4927,0.5941001,601.385,0.01586914,-1145.2391
3881.5,-408.804,0.0039929,0.0,2317.289,-2386.9758,7.4495997,1577.1743,0.00390625,-1106.1292
3882.5,-408.9825,0.0073093,0.0,2716.2346,-2381.5774,3.2487,998.7611,0.0073242188,-927.6774
3883.5,-408.7655,-0.044466,-0.0,2890.73,-2376.415,4.1586,891.434,-0.044433594,-1001.1865
3884.5,-408.6297,-0.015005,-0.0,3047.4983,-2369.402,3.1790001,762.93475,-0.014892578,-1035.5955
3885.5,-406.0838,-0.0023571,-0.0,2597.5273,-2357.7947,4.0692,1081.6783,-0.0024414062,-919.3986
3886.5,-404.4896,0.0032232,0.0,2552.9387,-2350.0168,3.8037,1017.6618,0.0031738281,-819.8947
3887.5,-403.3033,-0.029047,-0.0,2624.2334,-2339.6096,5.8394914,1152.8275,-0.029052734,-1040.0167
3888.5,-398.7889,0.0087746,0.0,2066.4773,-2321.8472,5.5657997,1460.1311,0.0087890625,-811.5297
3889.5,-396.763,-0.05436,-0.0,2180.8965,-2308.084,6.7602,1427.5057,-0.05444336,-910.3695
3890.5,-394.8764,-0.00185,-0.0,2198.2812,-2291.8518,6.376409,1492.9673,-0.0017089844,-1010.8984
