totim,ghb,in-out,percent-discrepancy,rcha,sfr,sto-ss,sto-sy,total,wel
3652.5,-289.1776,-0.2013,-0.01,2479.0261,-1450.4122,0.0776,183.1622,-0.20141602,-922.8774
3653.5,-286.3379,0.0047114,0.0,1878.6096,-1441.3983,2.4297,642.79315,0.0048828125,-796.0913
3654.5,-280.1884,-0.0060291,-0.0,1213.253,-1427.2345,5.6622,1198.7347,-0.0061035156,-710.2332
3655.5,-279.2293,0.1028,0.0,1591.205,-1423.7941,3.2075,785.0745,0.1027832,-676.361
3656.5,-279.9375,-0.017716,-0.0,1961.227,-1424.5809,2.1176,499.46457,-0.017822266,-758.3085
3657.5,-278.1935,0.036427,0.0,1734.9563,-1420.8112,2.8344,678.1081,0.036376953,-716.8575
3658.5,-278.2618,-0.043211,-0.0,1925.0984,-1418.1185,2.77457,603.41034,-0.04321289,-834.9462
3659.5,-280.7756,0.046602,0.0,2452.2688,-1424.2762,-0.63530004,21.849106,0.04663086,-768.3839
3660.5,-279.3531,-0.028358,-0.0,1988.5278,-1420.0522,2.0915,471.1725,-0.028564453,-762.4148
3661.5,-281.0144,0.041254,0.0,2380.495,-1423.3022,-0.10369998,49.1074,0.041503906,-725.1407
3662.5,-279.0272,-0.041168,-0.0,1901.944,-1415.7245,2.4787002,562.4765,-0.041259766,-772.1887
3663.5,-280.1804,-0.04581,-0.0,2252.114,-1414.4424,1.3757,310.45148,-0.045898438,-869.3642
3664.5,-280.6202,-0.080908,-0.0,2270.8662,-1412.989,0.8196,270.0257,-0.08105469,-848.1833
3665.5,-277.1003,-0.0013313,-0.0,1655.716,-1404.6339,3.9829001,862.1427,-0.0014648438,-840.109
3666.5,-278.7687,-0.01215,-0.0,2239.5396,-1403.378,1.8533001,394.7683,-0.012207031,-954.0266
3667.5,-282.0485,0.03076,0.0,2903.001,-1417.5825,-3.1862,-402.35672,0.030761719,-797.7962
3668.5,-279.0417,-0.071334,-0.0,1934.7028,-1405.3729,3.5678918,639.6048,-0.07128906,-893.5321
3669.5,-278.6676,-0.056139,-0.0,2057.7324,-1399.934,2.6436026,585.9944,-0.056152344,-967.8249
3670.5,-278.9727,-0.035875,-0.0,2190.742,-1399.7797,0.6767,328.7068,-0.035888672,-841.4091
3671.5,-280.9638,0.0023157,0.0,2600.52,-1402.7026,-0.72739995,-53.979904,0.0021972656,-862.1437
3672.5,-280.8027,-0.018475,-0.0,2339.07,-1398.8711,1.6638,331.0936,-0.018310547,-992.1722
3673.5,-281.4327,-0.051132,-0.0,2437.0022,-1396.5812,1.2567,290.06073,-0.05126953,-1050.357
3674.5,-282.2856,-0.072519,-0.0,2542.3645,-1396.0079,0.8393,257.2247,-0.072509766,-1122.2075
3675.5,-282.0876,0.025903,0.0,2352.4924,-1395.6504,-0.27429998,196.79741,0.025878906,-871.2517
3676.5,-282.9024,-0.030028,-0.0,2523.63,-1395.715,1.1293,190.16301,-0.030029297,-1036.335
3677.5,-284.3039,0.036002,0.0,2729.719,-1400.598,-1.0669,-73.715,0.036132812,-969.9993
3678.5,-286.3781,0.010361,0.0,3047.652,-1408.4412,-1.7702999,-348.5368,0.010253906,-1002.5155
3679.5,-287.3884,0.053958,0.0,2924.792,-1413.0804,-2.0432,-313.569,0.05419922,-908.6569
3680.5,-286.6625,0.015998,0.0,2475.2004,-1411.2397,0.47409993,121.178795,0.016113281,-898.9351
3681.5,-289.5161,0.0046406,0.0,3258.6895,-1422.4962,-2.3946002,-569.81445,0.004638672,-974.4634
3682.5,-290.4302,0.0071695,0.0,3050.5105,-1426.0044,-2.4633,-446.033,0.007080078,-885.5726
3683.5,-289.0892,-0.047856,-0.0,2448.4448,-1419.106,1.4310999,213.3978,-0.047851562,-955.1265
3684.5,-293.3275,0.027407,0.0,3813.2227,-1440.1675,-5.7522,-1131.9084,0.02734375,-942.0394
3685.5,-292.2912,0.034193,0.0,2723.5474,-1439.2396,-1.0581,-167.58661,0.034179688,-823.3375
3686.5,-291.4346,-0.027677,-0.0,2456.6072,-1435.2847,1.6076,206.24622,-0.02758789,-937.7693
3687.5,-294.6581,0.019034,0.0,3402.742,-1445.7015,-3.0477998,-641.8012,0.018798828,-1017.5143
3688.5,-293.068,-0.051115,-0.0,2536.34,-1438.8401,1.335312,244.574,-0.05126953,-1050.3925
3689.5,-295.8314,0.016269,0.0,3322.1,-1451.7054,-3.710764,-661.2009,0.016113281,-909.6354
3690.5,-298.0326,0.036762,0.0,3585.6233,-1462.3075,-4.3914,-893.09357,0.036621094,-927.7613
3691.5,-298.3049,-0.0067147,-0.0,3120.0027,-1465.3496,-1.6264,-452.2129,-0.0068359375,-902.5156
3692.5,-298.69,-0.016498,-0.0,2992.303,-1463.1664,-0.43989998,-202.04909,-0.016357422,-1027.974
3693.5,-300.72,0.0074226,0.0,3436.5505,-1473.9336,-3.699911,-722.7566,0.0075683594,-935.4331
3694.5,-302.1519,0.010673,0.0,3498.582,-1483.3937,-3.2166998,-739.1123,0.0107421875,-970.6966
3695.5,-305.6973,0.036316,0.0,4697.6973,-1510.5785,-8.2132,-1880.0802,0.036132812,-993.0917
3696.5,-306.3456,-0.0007096,-0.0,3713.1128,-1516.2437,-3.9352417,-901.71484,-0.0007324219,-984.8743
3697.5,-309.5717,0.030088,0.0,4779.592,-1541.4005,-8.833268,-2004.3486,0.029785156,-915.4077
3698.5,-307.9562,-0.011688,-0.0,2993.2158,-1537.7521,-0.94400007,-300.9392,-0.01171875,-845.636
3699.5,-310.9806,-0.001386,-0.0,4005.5974,-1555.3131,-6.013513,-1329.3203,-0.0012207031,-803.9712
3700.5,-311.3637,0.032872,0.0,3358.7434,-1561.0272,-3.505652,-744.7903,0.032958984,-738.0239
3701.5,-309.7741,-0.08237,-0.0,2670.267,-1556.1624,1.3779,37.277298,-0.08251953,-843.0682
3702.5,-310.9699,0.052619,0.0,3035.6365,-1561.9073,-1.3666999,-300.4272,0.052490234,-860.9126
3703.5,-313.7389,0.021673,0.0,3835.2249,-1575.2185,-5.0372,-1091.9464,0.021484375,-849.2622
3704.5,-314.3365,0.0079638,0.0,3408.2944,-1582.0282,-2.7218761,-667.46094,0.008056641,-841.7388
3705.5,-315.2938,0.049425,0.0,3388.5657,-1589.2771,-3.095798,-700.71173,0.049316406,-780.1378
3706.5,-317.6159,0.064365,0.0,3943.5667,-1605.7821,-6.0236,-1311.6846,0.064453125,-702.3962
3707.5,-320.2839,-0.0074381,-0.0,4609.6523,-1627.8417,-7.2902,-1845.0901,-0.0073242188,-809.1539
3708.5,-319.8172,-0.019693,-0.0,3343.4622,-1628.3739,-2.1293,-577.2891,-0.01977539,-815.8723
3709.5,-321.5315,0.031906,0.0,3642.7185,-1641.0814,-5.0814,-1029.7229,0.03173828,-645.2692
3710.5,-325.3536,0.04025,0.0,5266.9175,-1677.6311,-10.507666,-2541.1746,0.040039062,-712.21
3711.5,-326.4695,-0.020977,-0.0,4241.535,-1684.541,-5.0194,-1345.4365,-0.020996094,-880.0895
3712.5,-325.7599,0.0016849,0.0,3215.9592,-1680.9824,-1.1368,-374.2626,0.0017089844,-833.8156
3713.5,-328.8297,0.023589,0.0,4352.1475,-1699.4642,-6.6266184,-1511.5471,0.023925781,-805.6559
3714.5,-330.1802,0.014775,0.0,4080.1238,-1710.8774,-5.207259,-1233.3036,0.0146484375,-800.5405
3715.5,-333.0489,0.005517,0.0,5017.039,-1737.2128,-8.615525,-2118.426,0.0053710938,-819.7302
3716.5,-332.4467,-0.0020797,-0.0,3505.942,-1733.224,-1.4453,-508.43753,-0.0021972656,-930.3905
3717.5,-333.7767,0.043882,0.0,3771.1472,-1741.1571,-4.092035,-888.1706,0.043945312,-803.907
3718.5,-335.8866,0.02214,0.0,4280.83,-1755.4186,-5.5945,-1338.3756,0.021972656,-845.5325
3719.5,-337.6819,0.022179,0.0,4448.5806,-1770.2313,-5.8976197,-1479.568,0.021972656,-855.1799
3720.5,-338.9562,0.048284,0.0,4212.579,-1785.3285,-6.0442224,-1352.856,0.048339844,-729.3462
3721.5,-338.5445,-0.005817,-0.0,3395.5598,-1784.7472,-2.321,-586.5437,-0.005859375,-683.4092
3722.5,-342.3226,0.022494,0.0,5063.4907,-1813.3855,-9.359969,-2207.2112,0.022460938,-691.1892
3723.5,-343.2444,0.0094604,0.0,4249.5156,-1824.9531,-5.6443,-1397.014,0.009277344,-678.6501
3724.5,-345.343,0.011666,0.0,4613.6177,-1843.8264,-6.571,-1666.9972,0.01171875,-750.8684
3725.5,-346.9309,0.034371,0.0,4501.969,-1857.8959,-6.6911488,-1585.9421,0.03466797,-704.4747
3726.5,-348.7342,0.0096131,0.0,4591.185,-1872.6305,-6.826911,-1661.9794,0.009765625,-701.0045
3727.5,-348.7044,0.013846,0.0,3718.1946,-1874.8324,-2.7969,-780.0131,0.013916016,-711.834
3728.5,-350.2689,0.0090602,0.0,4063.1355,-1882.7228,-4.0917,-1056.3499,0.009033203,-769.6931
3729.5,-352.6138,0.032596,0.0,4742.386,-1901.7504,-7.075765,-1707.5175,0.032714844,-773.3964
3730.5,-354.6074,0.085521,0.0,5004.432,-1924.7675,-7.7005253,-1944.2338,0.0859375,-773.0374
3731.5,-353.2965,-0.068367,-0.0,3390.7214,-1913.8842,-0.3937,-254.3641,-0.068115234,-868.8515
3732.5,-356.6873,0.022325,0.0,5169.732,-1936.3505,-6.9388,-1844.8765,0.022460938,-1024.8566
3733.5,-359.0068,0.028985,0.0,5865.514,-1969.7406,-11.3315,-2606.698,0.029296875,-918.7083
3734.5,-359.7462,0.015175,0.0,4480.3105,-1974.1292,-5.7668,-1364.1948,0.015136719,-776.4585
3735.5,-361.46,0.0017319,0.0,4663.8813,-1985.6051,-5.8870997,-1457.5704,0.001953125,-853.357
3736.5,-362.8119,0.034931,0.0,4688.7534,-1997.9799,-5.0823,-1409.2452,0.03515625,-913.5993
3737.5,-364.5297,0.016567,0.0,4859.9604,-2013.477,-7.190304,-1659.7426,0.016601562,-815.0045
3738.5,-365.61,0.013944,0.0,4617.288,-2023.9504,-5.347715,-1386.9358,0.014160156,-835.4303
3739.5,-365.3383,-0.044341,-0.0,3801.1887,-2021.0233,-2.5213,-635.26526,-0.044433594,-777.0848
3740.5,-367.4377,-0.0095925,-0.0,4638.498,-2034.1787,-5.0812,-1339.7104,-0.009765625,-892.0995
3741.5,-369.8405,0.020453,0.0,5606.5845,-2064.3982,-10.115383,-2383.518,0.020507812,-778.6919
3742.5,-370.9972,0.02779,0.0,5010.2915,-2079.3088,-6.5383,-1748.7649,0.027832031,-804.6544
3743.5,-372.5052,0.014871,0.0,5158.0347,-2093.7537,-6.6959,-1778.2556,0.0146484375,-906.8092
3744.5,-374.2371,0.0090867,0.0,5313.065,-2111.7937,-8.784761,-2031.7921,0.009277344,-786.4479
3745.5,-375.317,0.028004,0.0,4917.6836,-2124.5815,-6.112442,-1607.2035,0.028320312,-804.4413
3746.5,-377.0494,0.0090282,0.0,5065.8735,-2139.3042,-7.0639,-1704.0394,0.0087890625,-838.4078
3747.5,-377.5722,0.027962,0.0,4428.43,-2142.1575,-4.0754,-1052.97,0.027832031,-851.6272
3748.5,-378.1121,0.041137,0.0,4122.511,-2145.8096,-3.243147,-791.8208,0.041015625,-803.4842
3749.5,-380.9296,0.044913,0.0,6101.7,-2181.54,-10.1133995,-2618.2498,0.044921875,-910.8222
3750.5,-382.4509,0.0087837,0.0,5241.2275,-2196.0322,-8.084746,-1886.8594,0.0087890625,-767.7915
3751.5,-383.9728,0.089483,0.0,5188.2876,-2213.3555,-7.40023,-1854.2742,0.08935547,-729.1953
3752.5,-385.6182,0.010621,0.0,5306.9194,-2228.2944,-7.0916,-1836.0522,0.0107421875,-849.8526
3753.5,-386.1528,0.07352,0.0,4500.0796,-2231.0615,-4.2922,-1062.2712,0.07373047,-816.2278
3754.5,-386.1797,-0.060578,-0.0,3943.2117,-2227.068,-1.6962001,-486.1712,-0.060546875,-842.157
3755.5,-388.016,0.0056781,0.0,4611.453,-2238.5098,-5.203296,-1203.0781,0.0053710938,-776.6402
3756.5,-388.5186,-0.011303,-0.0,4254.9565,-2240.0325,-2.2977,-720.17377,-0.011230469,-903.9453
3757.5,-391.0357,0.050445,0.0,5578.3574,-2268.6484,-9.32565,-2154.809,0.05078125,-754.4881
3758.5,-392.8518,0.027615,0.0,6190.913,-2297.8215,-9.880099,-2612.0598,0.02734375,-878.2719
3759.5,-393.4916,-0.036601,-0.0,4706.026,-2297.8372,-3.7308002,-1005.45074,-0.036621094,-1005.5525
3760.5,-394.6554,0.055543,0.0,4765.587,-2302.959,-5.1671,-1207.2495,0.055664062,-855.5005
3761.5,-395.9247,0.056854,0.0,5025.63,-2311.071,-4.6715,-1312.9021,0.057128906,-1001.0036
3762.5,-397.4009,0.015874,0.0,5242.771,-2324.1167,-6.2679,-1507.2673,0.015625,-1007.7023
3763.5,-397.6992,0.043831,0.0,4564.4995,-2324.1165,-3.2738001,-861.7525,0.043945312,-977.6139
3764.5,-398.9827,-0.038755,-0.0,4859.4814,-2329.359,-4.3312,-1101.9523,-0.0390625,-1024.8954
3765.5,-400.4092,-2.5533e-05,-0.0,5320.388,-2345.1665,-5.7735,-1494.8969,0.0,-1074.1418
3766.5,-401.0447,-0.0066446,-0.0,4723.8345,-2349.5984,-4.822733,-1046.5281,-0.0068359375,-921.8471
3767.5,-403.0055,0.026587,0.0,6065.606,-2377.462,-8.8245,-2267.5352,0.026367188,-1008.7524
3768.5,-403.3972,-0.040377,-0.0,4704.609,-2376.1877,-3.8871,-956.53723,-0.040039062,-964.6399
3769.5,-405.1791,0.048396,0.0,5590.059,-2396.2817,-6.978356,-1781.3186,0.048339844,-1000.2526
3770.5,-405.6204,-0.011863,-0.0,4865.655,-2397.4124,-3.467,-1019.33514,-0.01171875,-1039.8315
3771.5,-406.606,0.029335,0.0,4833.7427,-2402.5042,-5.15643,-1095.807,0.029296875,-923.6396
3772.5,-407.5557,0.031411,0.0,4891.38,-2411.3657,-4.2725997,-1113.6935,0.03173828,-954.4612
3773.5,-407.4325,-0.0075438,-0.0,4389.684,-2407.6409,-1.4813001,-571.5578,-0.0073242188,-1001.5794
3774.5,-408.7808,0.048585,0.0,4873.064,-2412.9958,-4.344,-1009.1235,0.048339844,-1037.7712
3775.5,-410.1644,0.012605,0.0,5219.3916,-2426.2668,-6.6166,-1499.9972,0.012207031,-876.3339
3776.5,-411.3329,0.020838,0.0,5337.2227,-2442.7695,-6.0439997,-1570.3027,0.020996094,-906.7525
3777.5,-411.431,-0.023227,-0.0,4513.292,-2440.1782,-2.5966,-696.0717,-0.0234375,-963.038
3778.5,-413.6479,0.035328,0.0,5952.576,-2472.0383,-9.463593,-2187.1458,0.03515625,-870.2453
3779.5,-414.2268,0.010121,0.0,4948.6016,-2474.2427,-3.8481002,-1129.924,0.010253906,-926.35
3780.5,-415.5327,0.058827,0.0,5238.198,-2487.6335,-5.7296,-1420.4012,0.05908203,-908.8425
3781.5,-417.3633,0.0079462,0.0,6221.5527,-2519.3208,-10.409283,-2450.7317,0.0078125,-823.7197
3782.5,-418.2574,-0.02906,-0.0,5163.243,-2524.49,-4.8370004,-1318.4084,-0.028808594,-897.2794
3783.5,-418.1942,-0.019699,-0.0,4419.11,-2518.1147,-1.9690001,-541.1226,-0.01953125,-939.7291
3784.5,-419.9198,0.0096032,0.0,5178.537,-2530.3274,-4.9299,-1231.6808,0.009765625,-991.6696
3785.5,-419.4236,-0.01762,-0.0,4332.0474,-2521.319,-0.8556,-364.161,-0.017578125,-1026.3058
3786.5,-421.6637,0.011485,0.0,5676.375,-2545.8733,-8.355731,-1863.4161,0.011230469,-837.055
3787.5,-422.994,0.0090637,0.0,5472.142,-2556.8005,-6.2295,-1570.7614,0.009277344,-915.3478
3788.5,-423.3565,0.0036155,0.0,4937.538,-2561.8276,-3.2338,-978.14386,0.0034179688,-970.9724
3789.5,-425.1292,0.037554,0.0,5935.771,-2588.513,-8.809121,-2054.9314,0.037597656,-858.3504
3790.5,-425.9284,0.019712,0.0,5114.191,-2595.8093,-5.59396,-1312.5339,0.01953125,-774.3055
3791.5,-426.6828,-0.051363,-0.0,4916.786,-2599.0215,-3.4099,-943.117,-0.05126953,-944.6059
3792.5,-428.1763,0.0073286,0.0,5521.6714,-2612.9204,-6.4611,-1599.7203,0.0073242188,-874.386
3793.5,-429.6182,0.035663,0.0,5841.4556,-2634.254,-8.226812,-1972.4951,0.03564453,-796.8259
3794.5,-428.7087,-0.0072238,-0.0,4290.0977,-2625.0527,-1.0089,-402.90167,-0.0073242188,-832.4326
3795.5,-430.6583,-0.0044141,-0.0,5199.0044,-2639.7422,-5.894726,-1372.5045,-0.0043945312,-750.209
3796.5,-431.882,0.0020879,0.0,5519.1567,-2655.3994,-6.1974,-1625.5527,0.001953125,-800.1233
3797.5,-430.685,0.0015594,0.0,4182.4062,-2648.3425,-0.77290004,-313.4474,0.001953125,-789.1567
3798.5,-432.058,0.055276,0.0,4692.5938,-2652.719,-3.7603998,-846.2759,0.05517578,-757.7252
3799.5,-433.6029,0.025681,0.0,5174.93,-2664.0952,-5.152698,-1265.5796,0.025390625,-806.4742
3800.5,-432.4572,-0.019606,-0.0,4142.6494,-2656.7073,-0.3628,-242.4384,-0.01953125,-810.7031
3801.5,-434.8564,0.048739,0.0,5621.003,-2678.3325,-6.3882003,-1634.901,0.048828125,-866.4762
3802.5,-434.252,-0.03456,-0.0,4441.3047,-2673.2979,-1.9949,-514.7867,-0.03466797,-817.0079
3803.5,-433.5354,-0.045551,-0.0,3988.4868,-2666.6326,-0.27849996,-105.27489,-0.045410156,-782.811
3804.5,-436.1986,0.019865,0.0,5275.449,-2680.5798,-5.3863997,-1279.3412,0.020019531,-873.9234
3805.5,-436.9578,0.037811,0.0,4947.2534,-2685.9624,-4.6095643,-1046.2675,0.037597656,-773.4184
3806.5,-437.9684,0.050866,0.0,5072.0776,-2695.0134,-4.2992997,-1115.8174,0.05078125,-818.9279
3807.5,-438.0088,-0.030356,-0.0,4600.3555,-2695.6973,-2.4706,-648.69653,-0.030273438,-815.5127
3808.5,-439.7375,0.025542,0.0,5409.3887,-2710.0566,-5.6763,-1411.1832,0.025390625,-842.7094
3809.5,-440.1039,-0.015159,-0.0,4900.977,-2716.1611,-4.037885,-987.581,-0.015136719,-753.1082
3810.5,-439.7374,0.019284,0.0,4398.182,-2713.641,-1.5700998,-470.5371,0.019042969,-772.6771
3811.5,-439.9895,-0.0049255,-0.0,4423.935,-2713.42,-1.7513999,-504.32837,-0.0048828125,-764.4511
3812.5,-439.8195,0.0024269,0.0,4231.296,-2710.1455,-1.0227,-311.53357,0.0024414062,-768.7723
3813.5,-442.168,0.032853,0.0,5506.338,-2728.3943,-6.1763997,-1505.6193,0.033203125,-823.9469
3814.5,-441.201,-0.047378,-0.0,4362.3477,-2725.8179,-1.0476999,-374.0613,-0.04736328,-820.2669
3815.5,-441.3576,-0.008032,-0.0,4438.963,-2721.5547,-0.9489,-386.0243,-0.008300781,-889.0852
3816.5,-442.2259,0.0067557,0.0,4684.2485,-2728.519,-3.439493,-721.3691,0.0068359375,-788.6879
3817.5,-439.2924,0.01925,0.0,3560.4607,-2714.6223,2.6344,370.43158,0.01928711,-779.5925
3818.5,-440.4602,0.012372,0.0,4172.27,-2712.6458,-0.65680003,-177.17381,0.012207031,-841.3212
3819.5,-443.261,0.026162,0.0,5685.8384,-2735.1123,-7.4848,-1682.9235,0.025878906,-817.0308
3820.5,-442.6419,-0.036391,-0.0,4454.263,-2729.8901,-1.5652001,-452.3167,-0.036621094,-827.8855
3821.5,-442.4977,-0.052791,-0.0,4245.5503,-2727.6206,-1.1001,-275.1347,-0.052734375,-799.2501
3822.5,-444.8242,-0.0044631,-0.0,5257.6943,-2744.6682,-5.658664,-1264.4607,-0.0043945312,-798.087
3823.5,-443.7002,-0.01785,-0.0,4257.17,-2734.8657,0.7545999,-107.7921,-0.018066406,-971.5842
3824.5,-444.5146,0.059506,0.0,4535.0103,-2740.0737,-2.9978771,-551.8183,0.059570312,-795.5459
3825.5,-446.7565,0.035229,0.0,5765.729,-2760.3628,-6.4791,-1612.591,0.03515625,-939.5049
3826.5,-447.2385,0.01347,0.0,5200.06,-2764.3184,-3.1984,-956.0362,0.013183594,-1029.255
3827.5,-446.2457,-0.044393,-0.0,4326.121,-2756.363,-1.2791001,-255.50029,-0.044433594,-866.7771
3828.5,-447.7138,-0.053075,-0.0,4898.3765,-2759.8809,-2.9103,-705.7107,-0.053222656,-982.2139
3829.5,-448.9957,-0.048756,-0.0,5357.8735,-2767.532,-4.1038003,-1065.583,-0.048828125,-1071.708
3830.5,-448.9848,0.016048,0.0,5013.7427,-2770.182,-2.1492,-711.2163,0.016113281,-1081.1943
3831.5,-449.1301,0.02643,0.0,4711.539,-2771.168,-2.6032,-494.0136,0.026367188,-994.5978
3832.5,-448.7717,0.0086481,0.0,4517.323,-2763.3596,0.03429997,-186.99309,0.0087890625,-1118.2241
3833.5,-447.3488,-0.014654,-0.0,3978.413,-2751.1482,1.5969,303.9577,-0.0146484375,-1085.4855
3834.5,-448.973,0.012781,0.0,4799.142,-2761.0173,-3.1609,-608.95465,0.0126953125,-977.0231
3835.5,-449.1013,0.0060925,0.0,4635.6577,-2758.9456,-1.1825,-352.2449,0.005859375,-1074.1772
3836.5,-448.7277,-0.014796,-0.0,4387.666,-2754.832,-0.2959,-122.76581,-0.015136719,-1061.0593
3837.5,-449.0866,0.015533,0.0,4567.79,-2753.6106,-0.84050006,-260.4648,0.015136719,-1103.7719
3838.5,-446.2541,0.012744,0.0,3665.211,-2739.4636,3.1413,526.594,0.0126953125,-1009.216
3839.5,-448.2286,0.040797,0.0,4531.114,-2745.7053,-3.0776,-437.03113,0.040527344,-897.0307
3840.5,-448.5104,0.0094738,0.0,4555.9834,-2745.8916,-0.95369995,-353.8478,0.009765625,-1006.77
3841.5,-441.6036,0.0052854,0.0,2775.1584,-2718.548,7.2500997,1329.0494,0.0053710938,-951.301
3842.5,-442.0563,-0.026052,-0.0,3250.0552,-2704.603,3.8408003,910.4695,-0.025878906,-1017.7319
3843.5,-441.1659,-0.016248,-0.0,3301.223,-2692.2273,3.5678,801.2938,-0.016601562,-972.7075
3844.5,-442.5838,-0.018307,-0.0,3863.1748,-2690.801,0.30400002,251.16452,-0.018554688,-981.277
3845.5,-443.1812,0.00069719,0.0,4014.1646,-2690.2734,-0.79800004,5.982498,0.00048828125,-885.8934
3846.5,-442.0133,-0.024474,-0.0,3683.111,-2681.875,2.449,395.1614,-0.024414062,-956.8578
3847.5,-442.701,0.06223,0.0,4012.996,-2682.0881,-0.83079994,-50.951202,0.06201172,-836.3628
3848.5,-442.8617,-0.020892,-0.0,3983.819,-2681.2368,-0.47959995,-26.300903,-0.020996094,-832.9606
3849.5,-437.7633,0.003986,0.0,2880.1685,-2662.4292,7.108442,1178.2323,0.00390625,-965.3123
3850.5,-441.0936,0.080312,0.0,4015.2026,-2667.9612,-1.9837,-69.634094,0.080078125,-834.4496
3851.5,-443.7172,0.029405,0.0,4992.972,-2683.7273,-4.834,-1027.6381,0.029296875,-833.0264
3852.5,-441.3773,-0.023052,-0.0,3726.006,-2674.781,1.8162999,231.1586,-0.022949219,-842.8458
3853.5,-442.3532,0.010943,0.0,4098.6187,-2677.9448,-1.0591,-139.3926,0.0107421875,-837.858
3854.5,-441.3268,-0.026117,-0.0,3796.275,-2670.2935,2.3788,313.4573,-0.025878906,-1000.5169
3855.5,-441.8786,-0.0034448,-0.0,4006.3684,-2669.6262,-0.73359996,-2.4170074,-0.0034179688,-891.7166
3856.5,-438.6126,0.0085484,0.0,3212.3987,-2653.842,4.61,805.1009,0.0087890625,-929.6466
3857.5,-439.586,0.019001,0.0,3658.5789,-2650.1594,-0.022400022,248.32211,0.018798828,-817.1141
3858.5,-439.5473,-0.017908,-0.0,3715.71,-2646.7197,0.9096,215.42639,-0.017822266,-845.7968
3859.5,-438.0342,-0.016904,-0.0,3412.4292,-2637.63,2.8269,532.9215,-0.016845703,-872.5302
3860.5,-436.6457,0.0082257,0.0,3233.9175,-2625.7131,3.343,725.70325,0.008300781,-900.5967
3861.5,-432.2978,0.015186,0.0,2676.3828,-2607.9954,6.975,1303.237,0.015136719,-946.2868
3862.5,-433.7458,-0.0044867,-0.0,3251.152,-2602.4272,1.368,625.30255,-0.0043945312,-841.6537
3863.5,-429.4105,0.005484,0.0,2632.5288,-2585.006,6.8293,1279.5564,0.0053710938,-904.4926
3864.5,-427.1509,-0.00018757,-0.0,2608.8262,-2569.0745,6.137902,1326.1744,-0.00024414062,-944.9133
3865.5,-432.7884,0.037317,0.0,4385.6655,-2584.0308,-4.43762,-544.7721,0.037109375,-819.5993
