time,TRGW-2-2-15,TRGW-2-2-9,TRGW-2-3-8,TRGW-2-9-1,TRGW-2-13-10,TRGW-2-15-16,TRGW-2-21-10,TRGW-2-22-15,TRGW-2-24-4,TRGW-2-26-6,TRGW-2-29-15,TRGW-2-33-7,TRGW-2-34-10,TRGW-0-2-15,TRGW-0-2-9,TRGW-0-3-8,TRGW-0-9-1,TRGW-0-13-10,TRGW-0-15-16,TRGW-0-21-10,TRGW-0-22-15,TRGW-0-24-4,TRGW-0-26-6,TRGW-0-29-15,TRGW-0-33-7,TRGW-0-34-10
3652.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3653.5,-0.001049850000001129,-0.0007697499999963497,-0.0007899599999987572,-0.001892499999996744,-0.00010765000000390046,-0.0006079899999988925,-0.0006225200000002928,-0.0007197300000001405,-0.0018151499999987664,-0.0018135400000005575,-0.0014524600000029864,-0.002336209999995731,0.0016350599999981341,-0.0010738599999982057,-0.0007592099999982338,-0.0007908199999988597,-0.0018177899999969327,-0.00018570000000295295,-0.0009444900000019629,-0.0008244099999998866,-0.0009971699999979933,-0.001680430000000399,-0.00213976999999943,-0.0015080800000006889,-0.0026285000000001446,0.00033126999999666396
3654.5,-0.0027628300000017703,-0.001564599999994698,-0.0016085399999994365,-0.004153399999999863,-0.0006521299999988628,-0.0015066200000006802,-0.0009457000000026028,-0.0015830600000015238,-0.005256930000001603,-0.005314760000004526,-0.004455139999997471,-0.008146889999999019,-0.0024496899999988386,-0.002735819999998057,-0.0015471600000012131,-0.0016024299999983782,-0.0038578099999995175,-0.0006276000000013937,-0.0021988899999954015,-0.0014192800000003558,-0.002619729999999265,-0.0048034300000026064,-0.006252350000004014,-0.0046200100000035604,-0.00861082000000124,-0.0022668200000026673
3655.5,-0.004104189999999619,-0.002381559999996341,-0.0024555800000030104,-0.006299099999999669,-0.0010601299999990488,-0.002131469999994806,-0.0013267200000015578,-0.002134619999999643,-0.00789652999999646,-0.0070200700000029315,-0.006364359999999181,-0.01141697999999991,-0.004634429999995859,-0.004160159999997859,-0.002358499999999708,-0.0024406799999994178,-0.005951209999999207,-0.0010455900000039264,-0.003205829999998855,-0.001913379999997744,-0.0033010599999983015,-0.007473330000003386,-0.008387040000002344,-0.006548100000003387,-0.012300469999999564,-0.004352980000000173
3656.5,-0.0049010500000008506,-0.0032090300000007232,-0.00332393000000053,-0.008175309999998603,-0.0018843100000012214,-0.0025390499999957683,-0.001613660000003847,-0.0023741099999980975,-0.009816849999999988,-0.008760240000000863,-0.007280590000000586,-0.013231539999999598,-0.00523674000000085,-0.004968429999998136,-0.003182869999996285,-0.003301579999998694,-0.007928649999996651,-0.0017533000000042875,-0.003631800000000851,-0.002265269999995212,-0.003399930000000495,-0.009463500000002512,-0.009656669999998257,-0.007472380000002943,-0.014172150000000272,-0.005292470000000549
3657.5,-0.005945199999999318,-0.004064759999998557,-0.004219710000000987,-0.010214069999996411,-0.0026524600000001897,-0.002984219999994764,-0.001700769999999352,-0.0025489999999948054,-0.01217882999999631,-0.010568280000001096,-0.008704989999998247,-0.01565271999999851,-0.006653669999998613,-0.006044379999998739,-0.004032479999999339,-0.004188720000001922,-0.00993899000000198,-0.002504020000003493,-0.004297069999999792,-0.002533859999999777,-0.00375492999999949,-0.011811130000005221,-0.011604660000003264,-0.00890987000000365,-0.016886519999999905,-0.006699310000001901
3658.5,-0.00670038999999889,-0.004934089999999003,-0.005136520000000644,-0.012113079999998888,-0.0037004400000029136,-0.003362070000001438,-0.001695000000005109,-0.0025399099999958707,-0.014314569999996252,-0.013703689999999824,-0.009620519999998578,-0.01802351999999985,-0.007440169999995305,-0.006804680000001895,-0.004897989999996355,-0.005098160000002849,-0.011890880000002824,-0.00346637000000527,-0.004675219999995761,-0.0026543299999985948,-0.003749470000002475,-0.013924729999999386,-0.013805449999999553,-0.009827270000002386,-0.018937120000003915,-0.007597030000006555
3659.5,-0.00670693,-0.005745449999999153,-0.0060340200000013056,-0.013515489999996078,-0.004395350000002907,-0.0032457699999994816,-0.0015252100000040514,-0.0022084900000010066,-0.015101250000000732,-0.012738420000005135,-0.00924847000000284,-0.0168756499999958,-0.006980399999996223,-0.006797320000003992,-0.005719800000001385,-0.005998580000003528,-0.013388730000002624,-0.004236840000004349,-0.004371030000001497,-0.0023093899999935275,-0.003089090000003125,-0.014911830000002624,-0.013496940000003121,-0.009447450000003244,-0.018209509999998374,-0.007288290000005304
3660.5,-0.007352199999999698,-0.00662751000000128,-0.006960110000001407,-0.015334019999997395,-0.004843690000001288,-0.0035044599999949355,-0.0019088499999995179,-0.002580459999997231,-0.016952510000002974,-0.015171200000004603,-0.00997208999999799,-0.018850940000000094,-0.007516909999999655,-0.007455159999999239,-0.006590259999995851,-0.006918269999999893,-0.015230070000001206,-0.004777440000005129,-0.004723349999999016,-0.002599649999993403,-0.0033686399999979244,-0.016691579999999817,-0.015376390000000129,-0.010183130000001483,-0.019849409999999068,-0.00785483000000653
3661.5,-0.007442369999999698,-0.007466090000001202,-0.007867849999996679,-0.01679163000000017,-0.004917120000001773,-0.0033442599999986555,-0.0015864300000032472,-0.002274539999994829,-0.01779413999999946,-0.014462110000003747,-0.009761329999996349,-0.01844468999999549,-0.008974150000000236,-0.007537140000003717,-0.007435129999997514,-0.007828940000003115,-0.016733850000001382,-0.0049844500000020275,-0.004518799999999601,-0.002356859999999017,-0.00299648000000019,-0.01766683000000313,-0.015272680000002481,-0.009962090000001922,-0.01957582000000002,-0.008539040000002274
