   2.483429E-01    2.072367E-01    1.910988E-01    2.061459E-01    2.269333E-01    2.285218E-01    2.149371E-01    2.043633E-01    2.163375E-01    2.334523E-01    2.330225E-01    2.168464E-01    2.057564E-01    2.172465E-01    2.342034E-01    2.368825E-01    2.204410E-01    2.087878E-01    2.204410E-01    2.368825E-01    2.368825E-01    2.204410E-01    2.087878E-01    2.201228E-01    2.368825E-01    2.368825E-01    2.204410E-01    2.087878E-01    2.204410E-01    2.368825E-01    2.368825E-01    2.204410E-01    2.087878E-01    2.204410E-01    2.368825E-01    2.368825E-01    2.204410E-01    2.087878E-01    2.204410E-01    2.368825E-01    2.368825E-01    2.204410E-01    2.087878E-01    2.204410E-01    2.368825E-01    2.342034E-01    2.172465E-01    2.057564E-01    2.168464E-01    2.330225E-01    2.334523E-01    2.163375E-01    2.043633E-01    2.149371E-01    2.285218E-01    2.269333E-01    2.061459E-01    1.910988E-01    2.072367E-01    2.483429E-01
   2.072367E-01    1.410457E-01    1.074460E-01    1.502391E-01    1.935322E-01    1.942266E-01    1.543147E-01    1.192274E-01    1.548103E-01    1.949418E-01    1.951709E-01    1.550099E-01    1.196506E-01    1.551670E-01    1.952094E-01    1.952094E-01    1.567844E-01    1.211004E-01    1.567844E-01    1.966451E-01    1.952094E-01    1.567844E-01    1.211004E-01    1.567844E-01    1.966451E-01    1.952094E-01    1.567844E-01    1.211004E-01    1.567844E-01    1.966451E-01    1.952094E-01    1.567844E-01    1.211004E-01    1.567844E-01    1.966451E-01    1.952094E-01    1.567844E-01    1.211004E-01    1.567844E-01    1.952094E-01    1.952094E-01    1.567844E-01    1.211004E-01    1.567844E-01    1.952094E-01    1.952094E-01    1.551670E-01    1.196506E-01    1.550099E-01    1.951709E-01    1.949418E-01    1.548103E-01    1.192274E-01    1.543147E-01    1.942266E-01    1.935322E-01    1.502391E-01    1.074460E-01    1.410457E-01    2.072367E-01
   1.910988E-01    1.074460E-01    0.000000E+00    1.261857E-01    1.870619E-01    1.866431E-01    1.253738E-01    0.000000E+00    1.236051E-01    1.834745E-01    1.834319E-01    1.234077E-01    0.000000E+00    1.233350E-01    1.832102E-01    1.832102E-01    1.236979E-01    0.000000E+00    1.236979E-01    1.832102E-01    1.832102E-01    1.236979E-01    0.000000E+00    1.236979E-01    1.832102E-01    1.832102E-01    1.236979E-01    0.000000E+00    1.236979E-01    1.832102E-01    1.832102E-01    1.236979E-01    0.000000E+00    1.236979E-01    1.832102E-01    1.832102E-01    1.236979E-01    0.000000E+00    1.236979E-01    1.832102E-01    1.832102E-01    1.236979E-01    0.000000E+00    1.236979E-01    1.832102E-01    1.832102E-01    1.233350E-01    0.000000E+00    1.234077E-01    1.834319E-01    1.834745E-01    1.236051E-01    0.000000E+00    1.253738E-01    1.866431E-01    1.870619E-01    1.261857E-01    0.000000E+00    1.074460E-01    1.910988E-01
   2.061459E-01    1.502391E-01    1.261857E-01    1.686057E-01    2.085487E-01    2.083778E-01    1.700922E-01    1.356357E-01    1.670691E-01    2.031486E-01    2.028083E-01    1.658747E-01    1.331789E-01    1.656189E-01    2.023387E-01    2.023387E-01    1.656189E-01    1.326654E-01    1.656189E-01    2.023387E-01    2.023387E-01    1.656189E-01    1.326654E-01    1.656189E-01    2.023387E-01    2.023387E-01    1.656189E-01    1.326654E-01    1.656189E-01    2.023387E-01    2.023387E-01    1.656189E-01    1.326654E-01    1.656189E-01    2.023387E-01    2.023387E-01    1.656189E-01    1.326654E-01    1.656189E-01    2.023387E-01    2.023387E-01    1.656189E-01    1.326654E-01    1.656189E-01    2.023387E-01    2.023387E-01    1.656189E-01    1.331789E-01    1.658747E-01    2.028083E-01    2.031486E-01    1.670691E-01    1.356357E-01    1.700922E-01    2.083778E-01    2.085487E-01    1.686057E-01    1.261857E-01    1.502391E-01    2.061459E-01
   2.269333E-01    1.935322E-01    1.870619E-01    2.085487E-01    2.310384E-01    2.318261E-01    2.133847E-01    1.997739E-01    2.098607E-01    2.258811E-01    2.253513E-01    2.078066E-01    1.961246E-01    2.075963E-01    2.247673E-01    2.247673E-01    2.075963E-01    1.954064E-01    2.075963E-01    2.247673E-01    2.247673E-01    2.075963E-01    1.954064E-01    2.075963E-01    2.247673E-01    2.247673E-01    2.075963E-01    1.954064E-01    2.075963E-01    2.247673E-01    2.247673E-01    2.075963E-01    1.954064E-01    2.075963E-01    2.247673E-01    2.247673E-01    2.075963E-01    1.954064E-01    2.075963E-01    2.247673E-01    2.247673E-01    2.075963E-01    1.954064E-01    2.075963E-01    2.247673E-01    2.247673E-01    2.075963E-01    1.961246E-01    2.078066E-01    2.253513E-01    2.261816E-01    2.098607E-01    1.997739E-01    2.133847E-01    2.318261E-01    2.310384E-01    2.085487E-01    1.870619E-01    1.935322E-01    2.269333E-01
   2.285218E-01    1.942266E-01    1.866431E-01    2.085720E-01    2.318261E-01    2.326854E-01    2.130697E-01    1.989436E-01    2.095703E-01    2.267155E-01    2.263396E-01    2.079502E-01    1.953685E-01    2.074249E-01    2.253870E-01    2.253870E-01    2.074249E-01    1.954583E-01    2.074249E-01    2.253870E-01    2.253870E-01    2.074249E-01    1.954583E-01    2.074249E-01    2.253870E-01    2.253870E-01    2.074249E-01    1.954583E-01    2.074249E-01    2.253870E-01    2.253870E-01    2.074249E-01    1.954583E-01    2.074249E-01    2.253870E-01    2.253870E-01    2.074249E-01    1.954583E-01    2.074249E-01    2.253870E-01    2.253870E-01    2.074249E-01    1.954583E-01    2.074249E-01    2.253870E-01    2.253870E-01    2.074249E-01    1.953685E-01    2.079502E-01    2.263396E-01    2.267155E-01    2.095703E-01    1.989436E-01    2.130697E-01    2.326854E-01    2.318261E-01    2.085720E-01    1.866431E-01    1.942266E-01    2.301111E-01
   2.149371E-01    1.543147E-01    1.253738E-01    1.700922E-01    2.133847E-01    2.130697E-01    1.715491E-01    1.340932E-01    1.678878E-01    2.066425E-01    2.063901E-01    1.671049E-01    1.320515E-01    1.668719E-01    2.058503E-01    2.058503E-01    1.668719E-01    1.320515E-01    1.668719E-01    2.058503E-01    2.058503E-01    1.668719E-01    1.320515E-01    1.668719E-01    2.061010E-01    2.058503E-01    1.668719E-01    1.320515E-01    1.668719E-01    2.061010E-01    2.058503E-01    1.668719E-01    1.320515E-01    1.668719E-01    2.061010E-01    2.058503E-01    1.668719E-01    1.320515E-01    1.668719E-01    2.061010E-01    2.061010E-01    1.668719E-01    1.320515E-01    1.668719E-01    2.061010E-01    2.061010E-01    1.668719E-01    1.320515E-01    1.671049E-01    2.063901E-01    2.066425E-01    1.678878E-01    1.340932E-01    1.715491E-01    2.133329E-01    2.133847E-01    1.700922E-01    1.253738E-01    1.551149E-01    2.149371E-01
   2.043633E-01    1.192274E-01    0.000000E+00    1.356357E-01    1.997739E-01    1.989436E-01    1.340932E-01    0.000000E+00    1.302767E-01    1.921180E-01    1.920105E-01    1.300950E-01    0.000000E+00    1.299605E-01    1.918373E-01    1.918373E-01    1.299605E-01    0.000000E+00    1.299605E-01    1.918373E-01    1.918373E-01    1.299605E-01    0.000000E+00    1.299605E-01    1.918373E-01    1.918373E-01    1.299605E-01    0.000000E+00    1.299605E-01    1.918373E-01    1.918373E-01    1.299605E-01    0.000000E+00    1.299605E-01    1.918373E-01    1.918373E-01    1.299605E-01    0.000000E+00    1.299605E-01    1.918373E-01    1.918373E-01    1.299605E-01    0.000000E+00    1.299605E-01    1.918373E-01    1.918373E-01    1.299605E-01    0.000000E+00    1.300950E-01    1.920105E-01    1.921180E-01    1.302767E-01    0.000000E+00    1.340932E-01    1.989436E-01    1.997739E-01    1.356357E-01    0.000000E+00    1.192274E-01    2.043633E-01
   2.163375E-01    1.548103E-01    1.236051E-01    1.670691E-01    2.098607E-01    2.095703E-01    1.678878E-01    1.302767E-01    1.642927E-01    2.031134E-01    2.029229E-01    1.635843E-01    1.285271E-01    1.635843E-01    2.028254E-01    2.028254E-01    1.635843E-01    1.285271E-01    1.635843E-01    2.028254E-01    2.028254E-01    1.635777E-01    1.285271E-01    1.635843E-01    2.028254E-01    2.028254E-01    1.635843E-01    1.285271E-01    1.635843E-01    2.028254E-01    2.028254E-01    1.635843E-01    1.285271E-01    1.635843E-01    2.028254E-01    2.028254E-01    1.635843E-01    1.285271E-01    1.635843E-01    2.028254E-01    2.028254E-01    1.635843E-01    1.285271E-01    1.635843E-01    2.028254E-01    2.028254E-01    1.635843E-01    1.285271E-01    1.635843E-01    2.029229E-01    2.032062E-01    1.642927E-01    1.302767E-01    1.678878E-01    2.095703E-01    2.098607E-01    1.669051E-01    1.236051E-01    1.548103E-01    2.163375E-01
   2.334523E-01    1.949418E-01    1.834745E-01    2.031486E-01    2.258811E-01    2.267155E-01    2.066425E-01    1.921180E-01    2.031134E-01    2.207949E-01    2.205005E-01    2.020325E-01    1.895853E-01    2.020325E-01    2.203145E-01    2.203145E-01    2.020325E-01    1.895853E-01    2.020325E-01    2.203145E-01    2.203145E-01    2.020325E-01    1.895853E-01    2.020325E-01    2.203145E-01    2.203145E-01    2.020325E-01    1.895853E-01    2.020325E-01    2.203145E-01    2.203145E-01    2.020325E-01    1.895853E-01    2.020325E-01    2.203145E-01    2.203145E-01    2.020325E-01    1.895853E-01    2.020325E-01    2.203145E-01    2.203145E-01    2.020325E-01    1.895853E-01    2.020325E-01    2.203145E-01    2.203145E-01    2.020325E-01    1.895853E-01    2.020325E-01    2.205005E-01    2.207949E-01    2.031134E-01    1.921180E-01    2.066425E-01    2.267155E-01    2.258811E-01    2.031486E-01    1.834745E-01    1.949418E-01    2.334523E-01
