totim,ghb,in-out,percent-discrepancy,rcha,sfr,sto-ss,sto-sy,total,wel
3652.5,-1056221.2,-735.2438,-0.01,9054643.0,-5297630.0,283.40747,668999.75,-736.0,-3370809.8
3653.5,-1056507.6,-735.2391,-0.01,9056521.0,-5299071.5,285.83716,669642.56,-736.0,-3371606.0
3654.5,-1056787.8,-735.2451,-0.01,9057735.0,-5300499.0,291.4995,670841.3,-735.0,-3372316.0
3655.5,-1057067.0,-735.1423,-0.01,9059326.0,-5301922.5,294.7068,671626.4,-735.0,-3372992.5
3656.5,-1057347.0,-735.16,-0.01,9061287.0,-5303347.5,296.82446,672125.8,-736.0,-3373750.8
3657.5,-1057625.1,-735.1236,-0.01,9063022.0,-5304768.0,299.65894,672803.94,-735.0,-3374467.8
3658.5,-1057903.4,-735.1668,-0.01,9064947.0,-5306186.5,302.43335,673407.3,-735.0,-3375302.5
3659.5,-1058184.1,-735.1202,-0.01,9067399.0,-5307610.0,301.79834,673429.2,-736.0,-3376071.0
3660.5,-1058463.5,-735.1486,-0.01,9069388.0,-5309030.5,303.8899,673900.3,-735.0,-3376833.5
3661.5,-1058744.5,-735.1073,-0.01,9071769.0,-5310453.5,303.7859,673949.44,-735.0,-3377558.5
3662.5,-1059023.6,-735.1485,-0.01,9073670.0,-5311869.5,306.26465,674511.94,-735.0,-3378330.8
3663.5,-1059303.8,-735.1943,-0.01,9075923.0,-5313284.0,307.64038,674822.4,-735.0,-3379200.0
3664.5,-1059584.4,-735.2752,-0.01,9078193.0,-5314697.0,308.45996,675092.44,-735.0,-3380048.2
3665.5,-1059861.5,-735.2765,-0.01,9079849.0,-5316101.5,312.44287,675954.56,-735.0,-3380888.5
3666.5,-1060140.2,-735.2887,-0.01,9082089.0,-5317505.0,314.2964,676349.4,-736.0,-3381842.5
3667.5,-1060422.2,-735.2579,-0.01,9084992.0,-5318922.5,311.1101,675946.94,-735.0,-3382640.2
3668.5,-1060701.4,-735.3293,-0.01,9086926.0,-5320328.0,314.67773,676586.56,-735.0,-3383533.8
3669.5,-1060980.0,-735.3854,-0.01,9088984.0,-5321728.0,317.32153,677172.56,-735.0,-3384501.5
3670.5,-1061259.0,-735.4213,-0.01,9091175.0,-5323128.0,317.99805,677501.25,-736.0,-3385343.0
3671.5,-1061540.0,-735.419,-0.01,9093775.0,-5324530.5,317.27075,677447.25,-736.0,-3386205.0
3672.5,-1061820.8,-735.4374,-0.01,9096114.0,-5325929.0,318.93457,677778.4,-735.0,-3387197.2
