time,HEADWATER,TAILWATER,GAGE-1
3652.5,0.0,0.0,0.0
3653.5,1.4492228567072516,7.562422706769439,-8.855226812300998
3654.5,1.6832764877099748,21.492292045530007,-22.64302052064818
3655.5,1.0507221045533583,25.55587263351208,-26.06611484294399
3656.5,0.6097464129981063,25.24325024819848,-25.407802958180127
3657.5,-0.05781758961370542,29.668357127200466,-29.085695240140012
3658.5,2.215395529663965,30.044989431981662,-31.776547090933036
3659.5,1.1712750522287934,24.978248774545023,-25.866681006095178
3660.5,1.3592992664575831,28.961144767361247,-29.94514848859717
3661.5,1.1050794226871972,26.01559139778726,-26.86840453718196
3662.5,3.600801130184607,31.07024896991686,-34.294858711551115
3663.5,6.1589399477464895,29.763433838025435,-35.64549242782505
3664.5,7.902681074157897,29.495688872675032,-37.163312248804004
3665.5,7.721997087108889,38.05606849383389,-45.312525366148066
3666.5,9.954425917938465,37.04132633091888,-46.68487594643307
3667.5,4.194761199109905,28.686339148123807,-32.824750387959966
3668.5,9.518647345217573,35.470656835022055,-44.70510259242815
3669.5,12.473595608745995,37.97918676665029,-50.1490607090991
3670.5,12.870721577891857,37.71336533074566,-50.31256655689208
3671.5,15.82329912429418,31.823533143579425,-47.54517032778199
3672.5,18.146082522120366,33.38059233862441,-51.40251013815305
3673.5,21.9922034728707,31.76824209350002,-53.687678603998165
3674.5,23.51042203344639,30.865659400235018,-54.367869451436036
3675.5,23.543018848959093,31.209475244106443,-54.70167212313413
3676.5,25.313677115760754,29.350741666341605,-54.68010233308496
3677.5,24.109948625296397,25.72989668437026,-49.94813314004409
3678.5,22.635607910280555,19.352552431991057,-42.2421415360011
3679.5,21.481865005574207,15.875460519200828,-37.63003828593605
3680.5,22.112368687952767,17.019099532673636,-39.28222077218811
3681.5,19.066677930854098,8.877771170912865,-28.320806294350177
3682.5,18.920169038843085,5.543334579468819,-24.848895216216988
3683.5,23.61503624213867,7.683255626663254,-31.515696637789006
3684.5,15.68352545356737,-5.433026442539926,-10.818694593013106
3685.5,16.62464015942777,-5.51917229198591,-11.454382227007954
3686.5,16.783733720809266,-1.6657760531301165,-15.350520134317094
3687.5,15.681625324588481,-10.955840015047329,-5.230655464363053
3688.5,19.071876292590787,-7.526807596139747,-11.853822419342123
3689.5,13.15283699497877,-14.391693789946203,0.7332031953828846
3690.5,11.974637780828402,-23.86206478296674,11.236504224794999
3691.5,11.421432248873089,-26.349103576177185,14.372426617581823
3692.5,15.074256488446395,-27.89507690970754,12.289843789455972
3693.5,11.597802753283759,-35.09003746855035,22.836614691799014
3694.5,7.653067794319497,-40.59185788795355,32.22978440097404
3695.5,-3.9968094050400396,-56.160067205779114,59.381452167961015
3696.5,-4.652125143834837,-61.16324594743014,64.98610699592086
