time,TRGW_0_13_10,TRGW_0_15_16,TRGW_0_21_10,TRGW_0_22_15,TRGW_0_24_4,TRGW_0_26_6,TRGW_0_29_15,TRGW_0_2_15,TRGW_0_2_9,TRGW_0_33_7,TRGW_0_34_10,TRGW_0_3_8,TRGW_0_9_1
1.0,0.001435080000000255,0.0005039600000031896,0.0014612200000030384,-0.00028148999999899615,0.001338420000003282,0.001092260000000067,-0.001619140000002517,-0.005177850000002593,0.004168120000002773,0.0010445400000023142,0.0011607900000001337,0.003665050000002168,0.0014071499999985804
32.0,0.0035777900000013574,0.0021249799999978336,0.004287710000006939,-0.015196359999997355,-0.00010605000000651899,-5.140000000380951e-05,-0.020383509999994942,-0.02591732999999863,0.004601559999997562,-0.0006226799999993204,0.0014512500000023465,0.004145800000003419,0.003442679999999143
61.0,0.001542440000001477,0.0025702100000017936,0.007214309999994839,-0.016074379999999167,0.0028580500000003894,0.005703259999997101,-0.01958794999999469,-0.02099048000000181,0.003736220000000401,0.002503400000001932,0.004947870000002297,0.0026463699999936807,0.0022086200000046574
92.0,0.00542533999999506,0.003985649999997065,0.002531400000002293,-0.018362600000003226,0.004522870000002399,0.0024102699999986044,-0.021445470000003297,-0.03474365999999662,0.005514249999997389,0.0010095900000024471,0.0034325800000019058,0.004970190000001651,-8.600000001024455e-06
122.0,0.0062513700000010886,0.0030301399999999035,0.005349540000004538,-0.01978548000000302,0.008407070000004069,0.00627418999999918,-0.026975339999999903,-0.03959598000000142,0.006484340000000088,0.004570399999998642,0.008485550000003172,0.0029278099999956453,0.0045293800000010265
153.0,0.004287179999998614,0.002659669999999892,0.004289639999996098,-0.010823759999993854,0.007018590000001268,0.004738500000001977,-0.014649940000005301,-0.02594900999999794,0.003115569999998513,0.0052559200000033,0.006648800000000676,0.0027854999999945562,0.006577339999999765
183.0,0.003744300000001033,0.001869100000000401,0.002968930000001535,-0.006220700000000079,0.009141300000003127,0.006662859999998716,-0.008977590000000646,-0.016666000000000736,0.0034452599999994504,0.0033046699999985663,0.004098790000000463,0.003165490000000659,0.003185379999997906
214.0,0.0025037600000032967,0.0014723500000002332,0.0031665299999943386,-0.0004672199999973259,0.005098779999997305,0.0034769800000020723,-0.002878129999999146,-0.005223299999997266,0.0028787299999990523,0.0035557200000013722,0.003934899999997299,0.0026774099999968826,0.0026523300000036443
245.0,0.001348390000003974,0.002018430000006788,0.0014846700000035185,0.0005295899999993026,0.004473730000000842,0.006122780000005434,-0.002446220000003052,-0.002575790000001632,0.0018507700000043315,0.0030348000000017805,0.002971709999997074,0.002399529999998151,0.0013885099999981776
275.0,0.0011112899999972115,0.002132610000003865,0.007576159999999277,-0.004148889999996186,0.003749020000000769,0.007252219999998033,-0.006532329999998865,-0.007969709999997576,0.002777600000001712,0.0018452400000015245,0.0023431600000023423,0.0014974600000030591,0.0009951299999997332
306.0,0.002396430000004557,0.0019133300000007125,0.00237753999999768,-0.0019973800000059327,0.0034826600000030794,0.0023342499999969846,-0.0034580800000014733,-0.0017843000000041798,0.002172709999996414,0.0017799900000028401,0.004072650000004785,0.0026535200000026293,0.0031842100000005757
336.0,0.000824700000002565,0.0010094900000012785,0.003743840000005605,-0.0018103199999970343,0.005403880000002914,0.0010870099999991112,-0.0031917100000029563,-0.002478009999997255,0.0023758800000024394,0.0009163399999962962,0.001288160000001426,0.0018037099999972384,0.0034688000000002717
367.0,0.0011031299999970656,0.0013509899999988306,-0.0002731399999973405,-0.010799710000000573,0.0011361500000006686,-0.0009280900000021575,-0.011291050000004077,-0.018895940000000166,0.001247900000002744,0.003708849999995323,0.0016082799999992403,0.0006874200000055453,0.004176739999998347
398.0,0.005648720000003493,0.000355050000003132,0.004417869999997492,-0.015773770000002685,0.00771869999999808,0.003894889999997986,-0.02573067000000151,-0.027006100000001254,0.004001800000004607,0.0037488700000025688,0.00682025000000408,0.003402199999996469,0.0029815799999965975
426.0,0.002745619999998894,0.0014132000000017797,0.0022418299999955593,-0.0153290900000016,0.0029624299999966297,0.0020746200000019144,-0.023215110000002426,-0.022214009999999007,0.003735489999996844,0.005024429999998858,0.012825470000002781,0.0026169100000004164,0.0024978799999999524
457.0,0.0012626600000018584,0.0014530999999990968,0.0046450500000005945,-0.016646870000002423,0.004732019999998727,0.008335479999999507,-0.02077661999999947,-0.03171577000000525,0.0032416399999988244,0.0016853000000054408,0.0032337899999959063,0.004124939999996968,0.0004846900000003984
487.0,0.0030606199999994033,0.002839500000000328,0.006526610000001654,-0.016936870000002102,0.008852820000001316,0.002288500000005911,-0.021100199999999347,-0.030537410000000875,0.0032799000000025558,0.0018060599999998317,0.002951610000003768,0.0024940999999998326,0.0019663100000002487
518.0,0.0027527200000037055,0.0017953999999988923,0.003959760000000756,-0.007152040000001136,0.0053618299999982355,0.0036038800000000037,-0.010763870000005227,-0.017858070000002613,0.0029285799999954065,0.0041104499999988775,0.006616279999995811,0.0028999199999972802,0.0030734899999984577
548.0,0.001964399999998534,0.001440789999996639,0.0017796400000023027,-0.006952800000000536,0.0076776199999955,0.0059904899999949635,-0.011067169999996906,-0.017821300000001372,0.00374401000000546,0.005440720000002841,0.010104550000001211,0.00502741000000384,0.0016757399999960398
579.0,0.00263444999999507,0.0019432500000036157,0.0026957700000025397,-0.002722710000000461,0.00457176999999831,0.003191510000000619,-0.0047471200000046565,-0.0072259800000011865,0.003419059999998808,0.0039285599999985266,0.005329299999999648,0.0029693799999961357,0.0026638499999975807
610.0,0.002977659999999105,0.0013327699999976517,0.0026841899999965335,-0.0003039699999973777,0.004249800000003745,0.003091600000004746,-0.002204850000005365,0.00021711999999496356,0.002180449999997336,0.0025123099999930787,0.0029532000000003222,0.002016079999997089,0.001987709999994536
640.0,0.0013633799999936969,0.0008176600000027179,0.0018027700000047275,0.000682169999997484,0.004357339999998544,0.0027410300000028087,-0.0004193400000005454,0.0031952599999982567,0.002330729999997061,0.0026692399999959093,0.0026414100000025087,0.002228190000003849,0.0017598800000016013
671.0,0.0023174399999987827,0.0012646200000006047,0.006161820000002649,-0.005628310000005854,0.0025853200000014454,0.0014133999999970115,-0.00555770999999794,-0.0020883299999994165,0.0020212200000031544,0.0004913699999988808,0.0012519600000047149,0.0013883000000021184,0.0017964399999996772
701.0,0.00040694999999857373,0.001176059999998813,0.008776700000005633,-0.0058356899999978395,0.005422889999998404,0.0035231299999978205,-0.008710540000002709,-0.0074392900000006534,0.0005382399999973586,0.004384539999996662,0.0012960600000013756,0.0006841900000011947,0.0032542400000039606
732.0,0.004577509999997176,0.0017332900000042173,0.005187360000000751,-0.01458338999999853,0.008320410000003164,0.004700819999996497,-0.019657199999997488,-0.023235840000005226,0.0009402499999993097,0.004531819999996856,-0.001507949999997038,0.003243609999998398,0.001789289999997834
