site,time,value
GAGE-1,3806.317635270541,1677.4760327311576
GAGE-1,3807.7825651302605,1761.6770391124119
GAGE-1,3809.24749498998,1837.5380511710505
GAGE-1,3810.7124248496993,1745.0755971934984
GAGE-1,3812.177354709419,1733.134069239624
GAGE-1,3813.642284569138,2006.1319434733757
GAGE-1,3815.107214428858,1434.8542703402231
GAGE-1,3816.572144288577,1433.505264536168
GAGE-1,3818.0370741482966,1580.5074450269908
GAGE-1,3819.5020040080162,1679.6573907472355
GAGE-1,3820.9669338677354,1807.2036851367566
GAGE-1,3822.431863727455,1570.524414001823
GAGE-1,3823.896793587174,1651.0316554472554
GAGE-1,3825.361723446894,1680.3607574517807
GAGE-1,3826.826653306613,1621.1124514983912
GAGE-1,3828.2915831663327,1531.9953403350214
GAGE-1,3829.7565130260523,1740.4115850870985
GAGE-1,3831.2214428857715,1752.0268498162616
GAGE-1,3832.686372745491,1666.3132207207502
GAGE-1,3834.1513026052103,1600.7647459148704
GAGE-1,3835.61623246493,1432.3086396446422
GAGE-1,3837.081162324649,1647.4067418705865
GAGE-1,3838.5460921843687,1605.1128800712238
GAGE-1,3840.0110220440883,1483.2642235607361
GAGE-1,3841.4759519038075,1412.1324845759125
GAGE-1,3842.940881763527,1288.9371381875853
GAGE-1,3844.4058116232463,1379.8934086925824
GAGE-1,3845.870741482966,1386.350882214653
GAGE-1,3847.3356713426856,1445.6512117422465
GAGE-1,3848.800601202405,1353.040407358393
GAGE-1,3850.2655310621244,1708.4625107214215
GAGE-1,3851.7304609218436,1315.906415804602
GAGE-1,3853.195390781563,1286.3828239316533
GAGE-1,3854.6603206412824,1131.5717753096249
GAGE-1,3856.125250501002,1277.1185085798254
GAGE-1,3857.590180360721,1111.9695338677695
GAGE-1,3859.055110220441,1273.1180434661535
GAGE-1,3860.5200400801605,1259.1197737454222
GAGE-1,3861.9849699398796,1365.4691035307956
GAGE-1,3863.4498997995993,1066.121118345782
GAGE-1,3864.9148296593185,1104.8641002558618
GAGE-1,3866.379759519038,1193.8109783529867
GAGE-1,3867.8446893787577,1060.0343180184182
GAGE-1,3869.309619238477,826.6549980107973
GAGE-1,3870.7745490981965,974.8041847613321
GAGE-1,3872.2394789579157,1015.3966280761437
GAGE-1,3873.7044088176353,1148.6872027707414
GAGE-1,3875.1693386773545,1024.708690828145
GAGE-1,3876.634268537074,946.5687830458089
GAGE-1,3878.099198396794,871.23297115347
GAGE-1,3879.564128256513,998.8297624865459
GAGE-1,3881.0290581162326,960.6257111327096
GAGE-1,3882.4939879759518,845.417751076105
GAGE-1,3883.9589178356714,1065.340214442056
GAGE-1,3885.4238476953906,858.9914676440352
GAGE-1,3886.88877755511,861.9445330658405
GAGE-1,3888.35370741483,587.2720512098621
GAGE-1,3889.818637274549,824.5788332332421
GAGE-1,3891.2835671342687,781.9633906228903
GAGE-1,3892.748496993988,887.5707167685548
GAGE-1,3894.2134268537075,826.4886361736533
GAGE-1,3895.678356713427,721.6758864927867
GAGE-1,3897.1432865731463,721.0474719443705
GAGE-1,3898.608216432866,871.014150280851
GAGE-1,3900.073146292585,644.7176007425455
GAGE-1,3901.5380761523047,581.9541933778993
GAGE-1,3903.003006012024,591.4251150664775
GAGE-1,3904.4679358717435,822.9325526769416
GAGE-1,3905.9328657314627,574.584786735303
GAGE-1,3907.3977955911823,546.0396747753531
GAGE-1,3908.862725450902,828.8028613114304
GAGE-1,3910.327655310621,585.9560672933236
GAGE-1,3911.7925851703408,604.5428827035885
GAGE-1,3913.25751503006,652.181997263146
GAGE-1,3914.7224448897796,934.382855001683
GAGE-1,3916.187374749499,517.5508133837977
GAGE-1,3917.6523046092184,626.2885839516875
GAGE-1,3919.117234468938,651.693658103306
GAGE-1,3920.582164328657,729.1144591293366
GAGE-1,3922.047094188377,703.5680993693945
GAGE-1,3923.512024048096,568.6652191768687
GAGE-1,3924.9769539078156,522.2973598938064
GAGE-1,3926.441883767535,474.65419795458934
GAGE-1,3927.9068136272545,552.925759764921
GAGE-1,3929.371743486974,345.8298949755626
GAGE-1,3930.8366733466933,428.6916811719195
GAGE-1,3932.301603206413,685.7835890894671
GAGE-1,3933.766533066132,379.3941881352802
GAGE-1,3935.2314629258517,433.85293092648476
GAGE-1,3936.6963927855713,618.8527315278017
GAGE-1,3938.1613226452905,474.97030876638894
GAGE-1,3939.62625250501,393.14298487224437
GAGE-1,3941.0911823647293,580.2802758138434
GAGE-1,3942.556112224449,487.905578542008
GAGE-1,3944.0210420841686,384.40079143519273
GAGE-1,3945.4859719438878,598.7339094110044
GAGE-1,3946.9509018036074,544.8444008049539
GAGE-1,3948.4158316633266,342.56786503353266
GAGE-1,3949.880761523046,354.0836869577767
GAGE-1,3951.3456913827654,189.370407382687
GAGE-1,3952.810621242485,410.23340928803395
GAGE-1,3954.275551102204,561.5925308410909
GAGE-1,3955.740480961924,619.2699824348317
GAGE-1,3957.2054108216435,372.7323351658952
GAGE-1,3958.6703406813626,432.95333496443016
GAGE-1,3960.1352705410823,609.9576536821019
GAGE-1,3961.6002004008014,757.0968672465923
GAGE-1,3963.065130260521,321.9718733913956
GAGE-1,3964.5300601202407,682.5793624062128
GAGE-1,3965.99498997996,553.9426539749503
GAGE-1,3967.4599198396795,520.7086541375617
GAGE-1,3968.9248496993987,719.2818896085747
GAGE-1,3970.3897795591183,353.9008655593659
GAGE-1,3971.8547094188375,480.43631552913087
GAGE-1,3973.319639278557,552.8013015550871
GAGE-1,3974.7845691382763,604.1304858220147
GAGE-1,3976.249498997996,743.2595720598174
GAGE-1,3977.7144288577156,427.3998123935522
GAGE-1,3979.1793587174348,437.96280235805534
GAGE-1,3980.6442885771544,678.7914610022594
GAGE-1,3982.1092184368736,555.4611646017025
GAGE-1,3983.574148296593,561.0549424247276
GAGE-1,3985.039078156313,773.1384449286892
GAGE-1,3986.504008016032,515.4054214949347
GAGE-1,3987.9689378757516,570.8383084039872
GAGE-1,3989.433867735471,533.3924749333701
GAGE-1,3990.8987975951904,716.4052200525498
GAGE-1,3992.36372745491,378.9371615726564
GAGE-1,3993.8286573146293,558.6049842786207
GAGE-1,3995.293587174349,707.1410741635001
GAGE-1,3996.758517034068,558.5948760108306
GAGE-1,3998.2234468937877,675.1798984812866
GAGE-1,3999.688376753507,685.8045744038271
GAGE-1,4001.1533066132265,622.1538240974337
GAGE-1,4002.6182364729457,742.934972157093
GAGE-1,4004.0831663326653,1015.4252478616415
GAGE-1,4005.548096192385,769.8605050792736
GAGE-1,4007.013026052104,905.0351745626601
GAGE-1,4008.4779559118238,792.2528379548298
GAGE-1,4009.942885771543,766.6234417855104
GAGE-1,4011.4078156312626,1123.2423646442523
GAGE-1,4012.872745490982,934.9698223653936
GAGE-1,4014.3376753507014,849.4381194270546
GAGE-1,4015.802605210421,851.6862965720984
GAGE-1,4017.26753507014,981.6434284222607
GAGE-1,4018.73246492986,781.6425001442851
GAGE-1,4020.197394789579,829.4476183396782
GAGE-1,4021.6623246492986,796.2959710435994
GAGE-1,4023.127254509018,854.9800088925585
GAGE-1,4024.5921843687374,1017.6351011279976
GAGE-1,4026.057114228457,873.0589789897688
GAGE-1,4027.5220440881762,1117.9354551862484
GAGE-1,4028.986973947896,928.969706386489
GAGE-1,4030.451903807615,975.8359638173004
GAGE-1,4031.9168336673347,1313.3170742443722
GAGE-1,4033.3817635270543,821.9107356714599
GAGE-1,4034.8466933867735,988.6733250098287
GAGE-1,4036.311623246493,911.4444660899737
GAGE-1,4037.7765531062123,1254.005549791903
GAGE-1,4039.241482965932,927.7596193976779
GAGE-1,4040.706412825651,1151.8400933000603
GAGE-1,4042.1713426853707,1087.0285307179365
GAGE-1,4043.6362725450904,1137.8802915397544
GAGE-1,4045.1012024048096,1395.0692275853687
GAGE-1,4046.566132264529,1326.6849286877966
GAGE-1,4048.0310621242484,1255.912734899095
GAGE-1,4049.495991983968,1111.3167791919527
GAGE-1,4050.960921843687,1293.0061644402851
GAGE-1,4052.425851703407,1314.1673162025606
GAGE-1,4053.8907815631264,1108.0577654280703
GAGE-1,4055.3557114228456,1302.0900942469368
GAGE-1,4056.8206412825652,1309.9507394310615
GAGE-1,4058.2855711422844,1120.7210507987859
GAGE-1,4059.750501002004,1419.2539256797356
GAGE-1,4061.2154308617237,1329.0185039581863
GAGE-1,4062.680360721443,1483.8634069485672
GAGE-1,4064.1452905811625,1373.8373912592199
GAGE-1,4065.6102204408817,1371.2108205308186
GAGE-1,4067.0751503006013,1421.9457627933773
GAGE-1,4068.5400801603205,1431.4816799743107
GAGE-1,4070.00501002004,1622.9211519690361
GAGE-1,4071.4699398797593,1584.1471714194602
GAGE-1,4072.934869739479,1181.0880440502062
GAGE-1,4074.3997995991986,1281.5631562906103
GAGE-1,4075.8647294589177,1379.0365674215639
GAGE-1,4077.3296593186374,1537.2303652172452
GAGE-1,4078.7945891783565,1638.873310459286
GAGE-1,4080.259519038076,1538.0270891643802
GAGE-1,4081.724448897796,1447.977035521649
GAGE-1,4083.189378757515,1747.148591356806
GAGE-1,4084.6543086172346,1521.255718543927
GAGE-1,4086.119238476954,1559.3818175717895
GAGE-1,4087.5841683366734,1378.7278462301265
GAGE-1,4089.0490981963926,1569.7175283038116
GAGE-1,4090.5140280561122,1937.184525288621
GAGE-1,4091.9789579158314,1408.6285385453684
GAGE-1,4093.443887775551,1595.0937200926537
GAGE-1,4094.9088176352707,1276.133828049735
GAGE-1,4096.37374749499,1498.158393239866
GAGE-1,4097.838677354709,1680.0443062364502
GAGE-1,4099.303607214429,1534.91958803957
GAGE-1,4100.768537074148,1503.7534878378847
GAGE-1,4102.233466933868,1704.2407077199316
GAGE-1,4103.698396793588,1779.4662747000075
GAGE-1,4105.163326653306,1620.7228780172854
GAGE-1,4106.628256513026,1776.7038502869586
GAGE-1,4108.093186372746,1455.7226888028342
GAGE-1,4109.558116232465,1670.7367231380638
GAGE-1,4111.023046092185,1770.3355811264425
GAGE-1,4112.4879759519035,1672.3545832269413
GAGE-1,4113.952905811623,1883.4676325667074
GAGE-1,4115.417835671343,1719.9671893971617
GAGE-1,4116.882765531062,1394.625224284723
GAGE-1,4118.347695390781,1696.8632214044708
GAGE-1,4119.812625250501,1702.791556613709
GAGE-1,4121.27755511022,1548.7543663120805
GAGE-1,4122.74248496994,1529.5698391782446
GAGE-1,4124.20741482966,1594.5967241322387
GAGE-1,4125.672344689378,1644.520861770415
GAGE-1,4127.137274549098,1688.8221525673741
GAGE-1,4128.602204408818,1550.1235151830613
GAGE-1,4130.067134268537,1821.7263174884267
GAGE-1,4131.532064128257,1576.974513568278
GAGE-1,4132.996993987976,1687.602960046578
GAGE-1,4134.461923847695,1532.81516504795
GAGE-1,4135.926853707415,1605.0093963182965
GAGE-1,4137.391783567135,1528.4009327921158
GAGE-1,4138.856713426854,1514.2625444541488
GAGE-1,4140.321643286573,1506.2062615384555
GAGE-1,4141.7865731462925,1651.6642477928915
GAGE-1,4143.251503006012,1466.9108976965263
GAGE-1,4144.716432865732,1576.7690214117488
GAGE-1,4146.1813627254505,1539.551690865968
GAGE-1,4147.64629258517,1416.4153259703112
GAGE-1,4149.11122244489,1450.1448584499974
GAGE-1,4150.576152304609,1464.644716932209
GAGE-1,4152.041082164329,1047.4955411863675
GAGE-1,4153.506012024048,1503.9047680092128
GAGE-1,4154.970941883767,1350.7486550128529
GAGE-1,4156.435871743487,1364.4210750404459
GAGE-1,4157.900801603207,1302.8830548127837
GAGE-1,4159.365731462925,1701.9507198154402
GAGE-1,4160.830661322645,1673.2682948516035
GAGE-1,4162.295591182365,1415.4030759435639
GAGE-1,4163.760521042084,1322.8928159415439
GAGE-1,4165.225450901804,1321.0231726244785
GAGE-1,4166.690380761524,1581.19611927055
GAGE-1,4168.155310621242,1513.9812055867274
GAGE-1,4169.620240480962,1412.8529248246016
GAGE-1,4171.0851703406815,1494.8967949746102
GAGE-1,4172.550100200401,1327.651208914371
GAGE-1,4174.01503006012,1295.360222025019
GAGE-1,4175.4799599198395,1184.2197692292698
GAGE-1,4176.944889779559,1401.411318817778
GAGE-1,4178.409819639279,1174.493521598394
GAGE-1,4179.874749498998,1412.125669011823
GAGE-1,4181.339679358717,1260.440241956409
GAGE-1,4182.804609218437,1356.1963400582213
GAGE-1,4184.269539078156,1457.615183531919
GAGE-1,4185.734468937876,1090.5441922147018
GAGE-1,4187.199398797595,1199.6591453386768
GAGE-1,4188.664328657314,1029.4406915594727
GAGE-1,4190.129258517034,1195.720027839289
GAGE-1,4191.594188376754,1138.9110250263523
GAGE-1,4193.059118236473,1051.142230649059
GAGE-1,4194.524048096192,1081.0064102169815
GAGE-1,4195.988977955912,790.86441462176
GAGE-1,4197.453907815631,1239.0455369654137
GAGE-1,4198.918837675351,1133.1822161778036
GAGE-1,4200.38376753507,1069.976844134919
GAGE-1,4201.848697394789,1077.0301712260648
GAGE-1,4203.313627254509,886.99661064537
GAGE-1,4204.7785571142285,829.8701232007306
GAGE-1,4206.243486973948,912.3043430356048
GAGE-1,4207.708416833668,871.4151125851432
GAGE-1,4209.1733466933865,1008.2538212674878
GAGE-1,4210.638276553106,936.3907332138848
GAGE-1,4212.103206412826,1026.4736051585553
GAGE-1,4213.568136272545,836.6472845934899
GAGE-1,4215.033066132264,632.3544884968743
GAGE-1,4216.497995991984,1071.979674414326
GAGE-1,4217.962925851703,1265.6503395040754
GAGE-1,4219.427855711423,775.3550149286202
GAGE-1,4220.892785571143,859.0990509661129
GAGE-1,4222.357715430861,1030.835368664
GAGE-1,4223.822645290581,925.1443894334094
GAGE-1,4225.287575150301,905.7342343607853
GAGE-1,4226.75250501002,856.6866501543295
GAGE-1,4228.217434869739,1020.6363787997104
GAGE-1,4229.682364729459,1106.7837093321837
GAGE-1,4231.147294589178,876.2195008228393
GAGE-1,4232.612224448898,803.7864540998545
GAGE-1,4234.0771543086175,607.7639626909801
GAGE-1,4235.542084168337,695.6293349657358
GAGE-1,4237.007014028056,804.5718054133631
GAGE-1,4238.4719438877755,789.5697272178456
GAGE-1,4239.936873747495,950.9805946529082
GAGE-1,4241.401803607215,688.9472154381848
GAGE-1,4242.8667334669335,856.6088512664454
GAGE-1,4244.331663326653,601.1306461737126
GAGE-1,4245.796593186373,617.9660796809666
GAGE-1,4247.261523046092,784.8472621972905
GAGE-1,4248.726452905812,778.2235155470789
GAGE-1,4250.191382765531,492.85876197260774
GAGE-1,4251.65631262525,721.5710573058096
GAGE-1,4253.12124248497,859.5545994277202
GAGE-1,4254.58617234469,666.5218247615409
GAGE-1,4256.051102204408,684.36137910372
GAGE-1,4257.516032064128,804.4855750939372
GAGE-1,4258.980961923848,776.9735449674085
GAGE-1,4260.445891783567,490.4326573012057
GAGE-1,4261.910821643287,753.5808464828524
GAGE-1,4263.375751503006,399.4682589059388
GAGE-1,4264.840681362725,458.6391222049016
GAGE-1,4266.305611222445,709.0118174412394
GAGE-1,4267.7705410821645,585.5888024531764
GAGE-1,4269.235470941884,696.170624633518
GAGE-1,4270.700400801603,196.96449088042885
GAGE-1,4272.1653306613225,752.1891285573515
GAGE-1,4273.630260521042,493.1382943367644
GAGE-1,4275.095190380762,564.1618076749688
GAGE-1,4276.560120240481,521.0928438769116
GAGE-1,4278.0250501002,359.6852235252942
GAGE-1,4279.48997995992,598.0504084367601
GAGE-1,4280.954909819639,399.5846746402246
GAGE-1,4282.419839679359,555.1203636458375
GAGE-1,4283.884769539078,244.71807691266923
GAGE-1,4285.349699398797,473.90064238537525
GAGE-1,4286.814629258517,609.290613704819
GAGE-1,4288.279559118237,605.8975228938841
GAGE-1,4289.744488977956,493.7521755115841
GAGE-1,4291.209418837675,328.54378328443306
GAGE-1,4292.674348697395,675.1359812839405
GAGE-1,4294.139278557114,525.2615541841631
GAGE-1,4295.604208416834,671.1987653996407
GAGE-1,4297.069138276553,680.694630163478
GAGE-1,4298.534068136272,470.9813293364156
GAGE-1,4299.998997995992,281.49136152045065
GAGE-1,4301.4639278557115,419.1891260444377
GAGE-1,4302.928857715431,359.6591109447944
GAGE-1,4304.393787575151,673.4807258747187
GAGE-1,4305.8587174348695,349.5724276453566
GAGE-1,4307.323647294589,705.6882233189439
GAGE-1,4308.788577154309,656.2031101210765
GAGE-1,4310.253507014028,623.2426380713713
GAGE-1,4311.718436873747,382.87038466313186
GAGE-1,4313.183366733467,658.8612287925525
GAGE-1,4314.648296593186,220.98994518874287
GAGE-1,4316.113226452906,609.996153400204
GAGE-1,4317.578156312626,297.0698903808142
GAGE-1,4319.043086172344,321.8951028261807
GAGE-1,4320.508016032064,328.5780407907241
GAGE-1,4321.972945891784,560.6337112459324
GAGE-1,4323.437875751503,402.68966086136516
GAGE-1,4324.902805611222,586.1220502747069
GAGE-1,4326.367735470942,764.7658871901613
GAGE-1,4327.832665330661,486.94305703011344
GAGE-1,4329.297595190381,606.801857049241
GAGE-1,4330.7625250501005,837.8928942546722
GAGE-1,4332.22745490982,641.7539410824045
GAGE-1,4333.692384769539,586.7128983249523
GAGE-1,4335.1573146292585,636.7136920412989
GAGE-1,4336.622244488978,546.3339973391055
GAGE-1,4338.087174348698,636.6287550439001
GAGE-1,4339.5521042084165,674.1796626177284
GAGE-1,4341.017034068136,617.8744016824177
GAGE-1,4342.481963927856,604.2402925883177
GAGE-1,4343.946893787575,787.3911956579528
GAGE-1,4345.411823647295,727.6409511644779
GAGE-1,4346.876753507014,841.9473129114605
GAGE-1,4348.341683366733,862.73913978452
GAGE-1,4349.806613226453,841.1997329811646
GAGE-1,4351.271543086173,675.5265803536092
GAGE-1,4352.736472945891,867.9916266884273
GAGE-1,4354.201402805611,984.7357012197688
GAGE-1,4355.666332665331,1062.8398499251102
GAGE-1,4357.13126252505,1020.2493733815147
GAGE-1,4358.59619238477,1109.4349972008938
GAGE-1,4360.061122244489,980.9509849561196
GAGE-1,4361.526052104208,1104.9826778507806
GAGE-1,4362.990981963928,1191.7812741737587
GAGE-1,4364.4559118236475,1086.5563695341662
GAGE-1,4365.920841683366,1116.6489391153848
GAGE-1,4367.385771543086,1237.422760863759
GAGE-1,4368.8507014028055,1061.9183653120356
GAGE-1,4370.315631262525,1157.3920665048022
GAGE-1,4371.780561122245,1198.7717420359338
GAGE-1,4373.245490981964,1014.5212538488211
GAGE-1,4374.710420841683,1186.8557178381789
GAGE-1,4376.175350701403,1474.0407617207713
GAGE-1,4377.640280561122,1205.9304408742296
GAGE-1,4379.105210420842,1382.246949961134
GAGE-1,4380.570140280561,1204.0205558132259
GAGE-1,4382.03507014028,1121.7029667937509
GAGE-1,4383.5,1417.717909276838
TRGW-2-2-15,3652.5,34.49654855
TRGW-2-2-15,3683.5,34.5524332
TRGW-2-2-15,3712.5,34.67368755
TRGW-2-2-15,3743.5,34.72524779
TRGW-2-2-15,3773.5,34.71256935
TRGW-2-2-15,3804.5,34.6654803
TRGW-2-2-15,3834.5,34.55452002
TRGW-2-2-15,3865.5,34.42021717
TRGW-2-2-15,3896.5,34.25300548
TRGW-2-2-15,3926.5,34.16136244
TRGW-2-2-15,3957.5,34.14207514
TRGW-2-2-15,3987.5,34.19131597
TRGW-2-2-15,4018.5,34.26780714
TRGW-2-2-15,4049.5,34.37708007
TRGW-2-2-15,4077.5,34.47072242
TRGW-2-2-15,4108.5,34.55196691
TRGW-2-2-15,4138.5,34.50402151
TRGW-2-2-15,4169.5,34.45137513
TRGW-2-2-15,4199.5,34.36283394
TRGW-2-2-15,4230.5,34.27571143
TRGW-2-2-15,4261.5,34.18585304
TRGW-2-2-15,4291.5,34.13412987
TRGW-2-2-15,4322.5,34.17216932
TRGW-2-2-15,4352.5,34.2705583
TRGW-2-2-15,4383.5,34.44098052
TRGW-2-2-9,3652.5,34.61377264
TRGW-2-2-9,3683.5,34.66642836
TRGW-2-2-9,3712.5,34.8008397
TRGW-2-2-9,3743.5,34.85990417
TRGW-2-2-9,3773.5,34.85350417
TRGW-2-2-9,3804.5,34.80474788
TRGW-2-2-9,3834.5,34.68177425
TRGW-2-2-9,3865.5,34.53477088
TRGW-2-2-9,3896.5,34.35523398
TRGW-2-2-9,3926.5,34.25062992
TRGW-2-2-9,3957.5,34.2192236
TRGW-2-2-9,3987.5,34.28089391
TRGW-2-2-9,4018.5,34.35095604
TRGW-2-2-9,4049.5,34.46599415
TRGW-2-2-9,4077.5,34.56622092
TRGW-2-2-9,4108.5,34.65572384
TRGW-2-2-9,4138.5,34.60480552
TRGW-2-2-9,4169.5,34.55336095
TRGW-2-2-9,4199.5,34.46134792
TRGW-2-2-9,4230.5,34.35994558
TRGW-2-2-9,4261.5,34.2593725
TRGW-2-2-9,4291.5,34.20340212
TRGW-2-2-9,4322.5,34.2505421
TRGW-2-2-9,4352.5,34.3541763
TRGW-2-2-9,4383.5,34.54074352
TRGW-2-3-8,3652.5,34.64248986523102
TRGW-2-3-8,3653.9649298597196,34.65809248295522
TRGW-2-3-8,3655.429859719439,34.50282136775478
TRGW-2-3-8,3656.8947895791584,34.679684516567264
TRGW-2-3-8,3658.3597194388776,34.77585181591352
