time,HEADWATER,TAILWATER,GAGE-1
3652.500000000,440.76751913054312,43.894885705197950,18.139289865116481
3683.500000000,441.53361686040967,43.155940919744396,18.095454688457252
3712.500000000,397.15430472666299,75.702319762624086,32.050380611336180
3743.500000000,350.71893198557092,109.79715733406881,46.589128311495614
3773.500000000,336.46990654670810,120.31458273246363,50.985955185839615
3804.500000000,356.30401993875159,106.01578442343128,44.469202665277770
3834.500000000,412.28960308495289,64.926877626731994,26.917825375331738
3865.500000000,469.79998619389551,22.420665258348293,9.1942657966761487
3896.500000000,488.15764477194614,8.6505946980057757,3.6817425654396274
3926.500000000,492.17889347818033,5.3521842846659951,2.7906081753972245
3957.500000000,493.17796885122692,4.5039469274597010,2.5752825096327925
3987.500000000,493.12603958972369,4.6323770003562359,2.4750106612252409
4018.500000000,491.43026945463578,6.2231339240872430,2.6161154755772742
4049.500000000,487.36659097305869,9.8339926188248938,3.1771121080126363
4077.500000000,477.41518622146111,17.214597128283771,6.3292287006078141
4108.500000000,458.94743152654195,30.980935937884979,11.933356402169998
4138.500000000,435.01298924710153,48.251953455284990,19.790722296214390
4169.500000000,401.30630452856138,73.037179581747040,30.305909875829144
4199.500000000,436.33619152690011,47.435415263640479,19.189394833700732
4230.500000000,478.14201200998508,16.361295912478369,6.4802065413518264
4261.500000000,489.28040831597565,7.7913966325997563,3.3517079039304676
4291.500000000,492.78911754265312,4.7820976668884185,2.7288480609248822
4322.500000000,493.87446675651256,3.9330005476658769,2.4259852323176290
4352.500000000,493.83220382074984,4.0858981043490061,2.2687269855090619
4383.500000000,491.52104712884363,6.2332127262392234,2.4876007972887137
