obsnme,obsval,weight,obgnme,oname,otype,usecol,time,i,j,totim,observed
oname:hds_otype:lst_usecol:trgw-0-13-10_time:3652.5,34.32687165,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,hds,lst,trgw-0-13-10,3652.5,,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:3683.5,34.44095011,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,hds,lst,trgw-0-13-10,3683.5,,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:3712.5,34.53481142,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,hds,lst,trgw-0-13-10,3712.5,,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:3743.5,34.58287511,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,hds,lst,trgw-0-13-10,3743.5,,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:3773.5,34.56176423,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,hds,lst,trgw-0-13-10,3773.5,,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:3804.5,34.4733321,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,hds,lst,trgw-0-13-10,3804.5,,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:3834.5,34.34322934,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,hds,lst,trgw-0-13-10,3834.5,,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:3865.5,34.19952566,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,hds,lst,trgw-0-13-10,3865.5,,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:3896.5,34.08179625,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,hds,lst,trgw-0-13-10,3896.5,,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:3926.5,34.01759245,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,hds,lst,trgw-0-13-10,3926.5,,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:3957.5,34.02259904,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,hds,lst,trgw-0-13-10,3957.5,,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:3987.5,34.09696931,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,hds,lst,trgw-0-13-10,3987.5,,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:4018.5,34.22284819,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,hds,lst,trgw-0-13-10,4018.5,,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:4049.5,34.36114354,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,hds,lst,trgw-0-13-10,4049.5,,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:4077.5,34.4624656,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,hds,lst,trgw-0-13-10,4077.5,,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:4108.5,34.51365367,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,hds,lst,trgw-0-13-10,4108.5,,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:4138.5,34.49078576,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,hds,lst,trgw-0-13-10,4138.5,,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:4169.5,34.3996194,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,hds,lst,trgw-0-13-10,4169.5,,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:4199.5,34.27000609,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,hds,lst,trgw-0-13-10,4199.5,,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:4230.5,34.1337846,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,hds,lst,trgw-0-13-10,4230.5,,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:4261.5,34.03484296,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,hds,lst,trgw-0-13-10,4261.5,,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:4291.5,34.00266335,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,hds,lst,trgw-0-13-10,4291.5,,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:4322.5,34.04474131,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,hds,lst,trgw-0-13-10,4322.5,,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:4352.5,34.1475333,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,hds,lst,trgw-0-13-10,4352.5,,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:4383.5,34.28576426,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,hds,lst,trgw-0-13-10,4383.5,,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:3652.5,34.18602688,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,hds,lst,trgw-0-15-16,3652.5,,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:3683.5,34.28926795,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,hds,lst,trgw-0-15-16,3683.5,,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:3712.5,34.36978514,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,hds,lst,trgw-0-15-16,3712.5,,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:3743.5,34.40758123,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,hds,lst,trgw-0-15-16,3743.5,,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:3773.5,34.38490252,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,hds,lst,trgw-0-15-16,3773.5,,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:3804.5,34.30530245,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,hds,lst,trgw-0-15-16,3804.5,,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:3834.5,34.19210652,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,hds,lst,trgw-0-15-16,3834.5,,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:3865.5,34.07049003,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,hds,lst,trgw-0-15-16,3865.5,,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:3896.5,33.97400009,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,hds,lst,trgw-0-15-16,3896.5,,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:3926.5,33.92464587,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,hds,lst,trgw-0-15-16,3926.5,,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:3957.5,33.93558927,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,hds,lst,trgw-0-15-16,3957.5,,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:3987.5,34.00496305,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,hds,lst,trgw-0-15-16,3987.5,,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4018.5,34.11593285,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,hds,lst,trgw-0-15-16,4018.5,,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4049.5,34.23426932,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,hds,lst,trgw-0-15-16,4049.5,,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4077.5,34.31803365,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,hds,lst,trgw-0-15-16,4077.5,,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4108.5,34.35712509,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,hds,lst,trgw-0-15-16,4108.5,,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4138.5,34.33214761,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,hds,lst,trgw-0-15-16,4138.5,,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4169.5,34.25012251,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,hds,lst,trgw-0-15-16,4169.5,,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4199.5,34.13700007,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,hds,lst,trgw-0-15-16,4199.5,,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4230.5,34.02135904,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,hds,lst,trgw-0-15-16,4230.5,,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4261.5,33.94020149,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,hds,lst,trgw-0-15-16,4261.5,,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4291.5,33.91772129,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,hds,lst,trgw-0-15-16,4291.5,,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4322.5,33.95958738,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,hds,lst,trgw-0-15-16,4322.5,,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4352.5,34.05187439,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,hds,lst,trgw-0-15-16,4352.5,,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4383.5,34.17148995,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,hds,lst,trgw-0-15-16,4383.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3652.5,34.34208049,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,hds,lst,trgw-0-2-15,3652.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3683.5,34.40679926,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,hds,lst,trgw-0-2-15,3683.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3712.5,34.46350903,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,hds,lst,trgw-0-2-15,3712.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3743.5,34.49612693,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,hds,lst,trgw-0-2-15,3743.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3773.5,34.48829062,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,hds,lst,trgw-0-2-15,3773.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3804.5,34.43872981,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,hds,lst,trgw-0-2-15,3804.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3834.5,34.36102782,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,hds,lst,trgw-0-2-15,3834.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3865.5,34.27162703,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,hds,lst,trgw-0-2-15,3865.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3896.5,34.19562234,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,hds,lst,trgw-0-2-15,3896.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3926.5,34.15237584,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,hds,lst,trgw-0-2-15,3926.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3957.5,34.15090989,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,hds,lst,trgw-0-2-15,3957.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3987.5,34.19134732,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,hds,lst,trgw-0-2-15,3987.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4018.5,34.26370084,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,hds,lst,trgw-0-2-15,4018.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4049.5,34.34514139,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,hds,lst,trgw-0-2-15,4049.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4077.5,34.40604978,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,hds,lst,trgw-0-2-15,4077.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4108.5,34.43887173,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,hds,lst,trgw-0-2-15,4108.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4138.5,34.42800955,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,hds,lst,trgw-0-2-15,4138.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4169.5,34.37608111,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,hds,lst,trgw-0-2-15,4169.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4199.5,34.30008316,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,hds,lst,trgw-0-2-15,4199.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4230.5,34.21846327,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,hds,lst,trgw-0-2-15,4230.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4261.5,34.15774383,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,hds,lst,trgw-0-2-15,4261.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4291.5,34.13600636,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,hds,lst,trgw-0-2-15,4291.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4322.5,34.15817853,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,hds,lst,trgw-0-2-15,4322.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4352.5,34.21700105,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,hds,lst,trgw-0-2-15,4352.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4383.5,34.2981842,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,hds,lst,trgw-0-2-15,4383.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3652.5,34.6994061,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,hds,lst,trgw-0-2-9,3652.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3683.5,34.78021735,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,hds,lst,trgw-0-2-9,3683.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3712.5,34.86359877,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,hds,lst,trgw-0-2-9,3712.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3743.5,34.92103282,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,hds,lst,trgw-0-2-9,3743.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3773.5,34.9223361,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,hds,lst,trgw-0-2-9,3773.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3804.5,34.85932138,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,hds,lst,trgw-0-2-9,3804.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3834.5,34.74748287,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,hds,lst,trgw-0-2-9,3834.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3865.5,34.60878404,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,hds,lst,trgw-0-2-9,3865.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3896.5,34.48157763,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,hds,lst,trgw-0-2-9,3896.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3926.5,34.39920749,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,hds,lst,trgw-0-2-9,3926.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3957.5,34.37797824,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,hds,lst,trgw-0-2-9,3957.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3987.5,34.42278781,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,hds,lst,trgw-0-2-9,3987.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4018.5,34.52219558,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,hds,lst,trgw-0-2-9,4018.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4049.5,34.64425506,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,hds,lst,trgw-0-2-9,4049.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4077.5,34.74257486,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,hds,lst,trgw-0-2-9,4077.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4108.5,34.80572332,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,hds,lst,trgw-0-2-9,4108.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4138.5,34.80448972,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,hds,lst,trgw-0-2-9,4138.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4169.5,34.73912616,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,hds,lst,trgw-0-2-9,4169.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4199.5,34.63079189,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,hds,lst,trgw-0-2-9,4199.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4230.5,34.50561494,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,hds,lst,trgw-0-2-9,4230.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4261.5,34.40391628,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,hds,lst,trgw-0-2-9,4261.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4291.5,34.356177,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,hds,lst,trgw-0-2-9,4291.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4322.5,34.37358509,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,hds,lst,trgw-0-2-9,4322.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4352.5,34.45053304,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,hds,lst,trgw-0-2-9,4352.5,,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4383.5,34.56865584,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,hds,lst,trgw-0-2-9,4383.5,,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3652.5,34.2065887,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,hds,lst,trgw-0-21-10,3652.5,,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3683.5,34.32575788,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,hds,lst,trgw-0-21-10,3683.5,,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3712.5,34.42407312,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,hds,lst,trgw-0-21-10,3712.5,,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3743.5,34.4741903,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,hds,lst,trgw-0-21-10,3743.5,,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3773.5,34.45220657,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,hds,lst,trgw-0-21-10,3773.5,,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3804.5,34.3598328,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,hds,lst,trgw-0-21-10,3804.5,,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3834.5,34.22428028,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,hds,lst,trgw-0-21-10,3834.5,,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3865.5,34.07509911,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,hds,lst,trgw-0-21-10,3865.5,,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3896.5,33.95352117,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,hds,lst,trgw-0-21-10,3896.5,,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3926.5,33.88775636,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,hds,lst,trgw-0-21-10,3926.5,,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3957.5,33.89408942,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,hds,lst,trgw-0-21-10,3957.5,,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3987.5,33.97278061,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,hds,lst,trgw-0-21-10,3987.5,,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4018.5,34.10499749,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,hds,lst,trgw-0-21-10,4018.5,,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4049.5,34.25008215,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,hds,lst,trgw-0-21-10,4049.5,,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4077.5,34.35645775,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,hds,lst,trgw-0-21-10,4077.5,,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4108.5,34.41044772,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,hds,lst,trgw-0-21-10,4108.5,,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4138.5,34.38687349,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,hds,lst,trgw-0-21-10,4138.5,,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4169.5,34.2921041,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,hds,lst,trgw-0-21-10,4169.5,,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4199.5,34.15681723,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,hds,lst,trgw-0-21-10,4199.5,,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4230.5,34.01470629,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,hds,lst,trgw-0-21-10,4230.5,,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4261.5,33.91121532,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,hds,lst,trgw-0-21-10,4261.5,,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4291.5,33.87750279,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,hds,lst,trgw-0-21-10,4291.5,,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4322.5,33.92146126,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,hds,lst,trgw-0-21-10,4322.5,,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4352.5,34.02889151,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,hds,lst,trgw-0-21-10,4352.5,,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4383.5,34.17325797,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,hds,lst,trgw-0-21-10,4383.5,,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3652.5,34.02549973,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,hds,lst,trgw-0-22-15,3652.5,,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3683.5,34.11634606,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,hds,lst,trgw-0-22-15,3683.5,,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3712.5,34.18301597,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,hds,lst,trgw-0-22-15,3712.5,,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3743.5,34.21273146,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,hds,lst,trgw-0-22-15,3743.5,,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3773.5,34.1917123,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,hds,lst,trgw-0-22-15,3773.5,,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3804.5,34.12304863,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,hds,lst,trgw-0-22-15,3804.5,,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3834.5,34.02684661,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,hds,lst,trgw-0-22-15,3834.5,,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3865.5,33.92463849,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,hds,lst,trgw-0-22-15,3865.5,,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3896.5,33.84431931,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,hds,lst,trgw-0-22-15,3896.5,,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3926.5,33.80408742,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,hds,lst,trgw-0-22-15,3926.5,,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3957.5,33.8158576,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,hds,lst,trgw-0-22-15,3957.5,,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3987.5,33.87719677,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,hds,lst,trgw-0-22-15,3987.5,,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:4018.5,33.97274886,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,hds,lst,trgw-0-22-15,4018.5,,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:4049.5,34.07322294,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,hds,lst,trgw-0-22-15,4049.5,,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:4077.5,34.14326421,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,hds,lst,trgw-0-22-15,4077.5,,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:4108.5,34.17476072,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,hds,lst,trgw-0-22-15,4108.5,,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:4138.5,34.15178596,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,hds,lst,trgw-0-22-15,4138.5,,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:4169.5,34.08105071,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,hds,lst,trgw-0-22-15,4169.5,,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:4199.5,33.98445164,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,hds,lst,trgw-0-22-15,4199.5,,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:4230.5,33.88662583,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,hds,lst,trgw-0-22-15,4230.5,,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:4261.5,33.81861776,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,hds,lst,trgw-0-22-15,4261.5,,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:4291.5,33.80123205,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,hds,lst,trgw-0-22-15,4291.5,,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:4322.5,33.8390352,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,hds,lst,trgw-0-22-15,4322.5,,,,
