name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
hk1,0.69897,0.75,-0.80103,2.19897,0.978507,0.360901,0.256705,1.70031
hk2,0.69897,0.75,-0.80103,2.19897,1.69897,0.346332,1.00631,2.39163
hk3,0.69897,0.75,-0.80103,2.19897,0.773587,0.584829,-0.396072,1.94325
