 pp_0000  625.0 9375.0 1.0                                                                     9.969276E-01
 pp_0001  1625.0 9375.0 1.0                                                                     1.000819E+00
 pp_0002  2625.0 9375.0 1.0                                                                      9.978477E-01
 pp_0003  3625.0 9375.0 1.0                                                                      9.976115E-01
 pp_0004  625.0 8375.0 1.0                                                                     9.952470E-01
 pp_0005  1625.0 8375.0 1.0                                                                     1.001880E+00
 pp_0006  2625.0 8375.0 1.0                                                                      9.447871E-01
 pp_0007  3625.0 8375.0 1.0                                                                      9.991833E-01
 pp_0008  625.0 7375.0 1.0                                                                      9.989642E-01
 pp_0009  2625.0 7375.0 1.0                                                                       1.066133E+00
 pp_0010  3625.0 7375.0 1.0                                                                       1.007933E+00
 pp_0011  625.0 6375.0 1.0                                                                      1.013611E+00
 pp_0012  2625.0 6375.0 1.0                                                                       1.005285E+00
 pp_0013  3625.0 6375.0 1.0                                                                       1.092457E+00
 pp_0014  625.0 5375.0 1.0                                                                      9.835407E-01
 pp_0015  2625.0 5375.0 1.0                                                                       9.967813E-01
 pp_0016  3625.0 5375.0 1.0                                                                       9.959560E-01
 pp_0017  625.0 4375.0 1.0                                                                      9.997735E-01
 pp_0018  1625.0 4375.0 1.0                                                                      9.968289E-01
 pp_0019  2625.0 4375.0 1.0                                                                       9.965467E-01
 pp_0020  3625.0 4375.0 1.0                                                                       1.108520E+00
 pp_0021  625.0 3375.0 1.0                                                                      9.919606E-01
 pp_0022  1625.0 3375.0 1.0                                                                      9.999959E-01
 pp_0023  2625.0 3375.0 1.0                                                                       9.675662E-01
 pp_0024  3625.0 3375.0 1.0                                                                       1.029274E+00
 pp_0025  625.0 2375.0 1.0                                                                      9.774941E-01
 pp_0026  1625.0 2375.0 1.0                                                                      9.963191E-01
 pp_0027  2625.0 2375.0 1.0                                                                       9.831224E-01
 pp_0028  3625.0 2375.0 1.0                                                                       1.005063E+00
 pp_0029  1625.0 1375.0 1.0                                                                      9.957070E-01
 pp_0030  2625.0 1375.0 1.0                                                                       9.934460E-01
 pp_0031  3625.0 1375.0 1.0                                                                       9.972742E-01
