 pp_0000  625.0 9375.0 1.0                                                                     9.177030E-01
 pp_0001  1625.0 9375.0 1.0                                                                     8.646535E-01
 pp_0002  2625.0 9375.0 1.0                                                                      1.118981E+00
 pp_0003  3625.0 9375.0 1.0                                                                      9.511333E-01
 pp_0004  625.0 8375.0 1.0                                                                     9.618886E-01
 pp_0005  1625.0 8375.0 1.0                                                                     9.054072E-01
 pp_0006  2625.0 8375.0 1.0                                                                      8.797824E-01
 pp_0007  3625.0 8375.0 1.0                                                                      8.952065E-01
 pp_0008  625.0 7375.0 1.0                                                                      8.410304E-01
 pp_0009  2625.0 7375.0 1.0                                                                       9.457771E-01
 pp_0010  3625.0 7375.0 1.0                                                                       9.790877E-01
 pp_0011  625.0 6375.0 1.0                                                                      9.224356E-01
 pp_0012  2625.0 6375.0 1.0                                                                       9.489624E-01
 pp_0013  3625.0 6375.0 1.0                                                                       9.340974E-01
 pp_0014  625.0 5375.0 1.0                                                                      9.444301E-01
 pp_0015  2625.0 5375.0 1.0                                                                       1.018824E+00
 pp_0016  3625.0 5375.0 1.0                                                                       1.012374E+00
 pp_0017  625.0 4375.0 1.0                                                                      9.531226E-01
 pp_0018  1625.0 4375.0 1.0                                                                      9.572726E-01
 pp_0019  2625.0 4375.0 1.0                                                                       9.121964E-01
 pp_0020  3625.0 4375.0 1.0                                                                       9.437472E-01
 pp_0021  625.0 3375.0 1.0                                                                      9.357805E-01
 pp_0022  1625.0 3375.0 1.0                                                                      7.110598E-01
 pp_0023  2625.0 3375.0 1.0                                                                       9.788192E-01
 pp_0024  3625.0 3375.0 1.0                                                                       7.817278E-01
 pp_0025  625.0 2375.0 1.0                                                                      8.372329E-01
 pp_0026  1625.0 2375.0 1.0                                                                      9.075481E-01
 pp_0027  2625.0 2375.0 1.0                                                                       9.247396E-01
 pp_0028  3625.0 2375.0 1.0                                                                       1.108775E+00
 pp_0029  1625.0 1375.0 1.0                                                                      9.414856E-01
 pp_0030  2625.0 1375.0 1.0                                                                       1.036954E+00
 pp_0031  3625.0 1375.0 1.0                                                                       9.472449E-01
