 pp_0000  625.0 9375.0 1.0                                                                    1.027267E+00
 pp_0001  1625.0 9375.0 1.0                                                                    9.994705E-01
 pp_0002  2625.0 9375.0 1.0                                                                     1.033646E+00
 pp_0003  3625.0 9375.0 1.0                                                                     1.097933E+00
 pp_0004  625.0 8375.0 1.0                                                                    1.057108E+00
 pp_0005  1625.0 8375.0 1.0                                                                    9.924493E-01
 pp_0006  2625.0 8375.0 1.0                                                                     9.743786E-01
 pp_0007  3625.0 8375.0 1.0                                                                     1.063571E+00
 pp_0008  625.0 7375.0 1.0                                                                     1.060119E+00
 pp_0009  2625.0 7375.0 1.0                                                                      9.684279E-01
 pp_0010  3625.0 7375.0 1.0                                                                      9.998850E-01
 pp_0011  625.0 6375.0 1.0                                                                     9.887732E-01
 pp_0012  2625.0 6375.0 1.0                                                                      1.028660E+00
 pp_0013  3625.0 6375.0 1.0                                                                      9.756707E-01
 pp_0014  625.0 5375.0 1.0                                                                     9.836335E-01
 pp_0015  2625.0 5375.0 1.0                                                                      9.913880E-01
 pp_0016  3625.0 5375.0 1.0                                                                      1.091785E+00
 pp_0017  625.0 4375.0 1.0                                                                     9.995745E-01
 pp_0018  1625.0 4375.0 1.0                                                                     9.279667E-01
 pp_0019  2625.0 4375.0 1.0                                                                      1.018583E+00
 pp_0020  3625.0 4375.0 1.0                                                                      1.026375E+00
 pp_0021  625.0 3375.0 1.0                                                                     1.119592E+00
 pp_0022  1625.0 3375.0 1.0                                                                     8.868750E-01
 pp_0023  2625.0 3375.0 1.0                                                                      1.088878E+00
 pp_0024  3625.0 3375.0 1.0                                                                      1.019641E+00
 pp_0025  625.0 2375.0 1.0                                                                     9.894408E-01
 pp_0026  1625.0 2375.0 1.0                                                                     9.024648E-01
 pp_0027  2625.0 2375.0 1.0                                                                      1.037574E+00
 pp_0028  3625.0 2375.0 1.0                                                                      9.613569E-01
 pp_0029  1625.0 1375.0 1.0                                                                     1.035376E+00
 pp_0030  2625.0 1375.0 1.0                                                                      9.661576E-01
 pp_0031  3625.0 1375.0 1.0                                                                      1.003861E+00
