totim,ghb,in-out,percent-discrepancy,rcha,sfr,sto-ss,sto-sy,total,wel
3652.5,-514.1656,12.7376,0.45,2687.6157,-1512.9163,0.498196,170.8178,12.737549,-819.1125
3683.5,-572.332,13.0846,0.39,3356.7441,-1685.0079,-2.395,-751.6298,13.084717,-332.2946
3712.5,-648.458,10.6571,0.25,4195.523,-1918.6438,-3.6979,-1222.0604,10.657227,-392.0056
3743.5,-672.6405,4.2495,0.12,3649.4092,-2005.2184,-1.4584,-489.9461,4.2492676,-475.8964
3773.5,-692.3595,-2.8389,-0.07,4011.2546,-2066.3762,-1.1868014,-423.8071,-2.8391113,-830.364
3804.5,-629.8556,-11.6422,-0.33,2663.3616,-1883.3914,2.5654,826.9095,-11.64209,-991.2319
3834.5,-524.1046,-20.0052,-0.61,1592.5334,-1554.0007,5.1369,1682.9397,-20.005127,-1222.5101
3865.5,-383.7302,-4.2007,-0.12,1143.8881,-1086.9543,7.0762,2303.3599,-4.2006836,-1987.8405
3896.5,-275.8688,-4.7546,-0.17,882.5,-736.7871,5.6517,1909.1113,-4.7546387,-1789.3617
3926.5,-213.1548,-4.7655,-0.15,1889.5591,-501.1883,3.918,1278.5461,-4.765625,-2462.4456
3957.5,-193.2395,4.2596,0.16,2179.5098,-428.2059,1.4227617,512.8295,4.2595215,-2068.0571
3987.5,-237.9014,19.4441,0.74,2593.2385,-567.355,-1.783389,-526.04193,19.444092,-1240.7128
4018.5,-299.368,17.2985,0.67,2585.5557,-763.7847,-2.6604,-834.7018,17.298584,-667.7421
4049.5,-440.8154,5.6804,0.14,4203.4346,-1199.2037,-6.424,-2120.478,5.680664,-430.8328
4077.5,-536.9989,5.4331,0.13,4225.648,-1512.7994,-5.3949,-1793.2332,5.4331055,-371.7883
4108.5,-585.3732,11.4466,0.3,3772.3313,-1682.8497,-2.8917,-979.5575,11.446533,-510.2126
4138.5,-569.6501,-5.1569,-0.17,2975.4749,-1646.6154,0.22230001,41.2135,-5.1569824,-805.8021
4169.5,-496.6169,-18.061,-0.59,2067.0908,-1424.0083,3.1321,1004.8339,-18.061035,-1172.4926
4199.5,-392.4014,-3.8266,-0.13,1311.6655,-1093.6451,5.0982,1668.9742,-3.8266602,-1503.518
4230.5,-284.9069,-5.8038,-0.21,929.1498,-747.0328,5.3998,1794.0826,-5.803711,-1702.4965
4261.5,-209.7275,-6.8701,-0.28,1030.9175,-498.461,4.0808,1377.8135,-6.870117,-1711.4934
4291.5,-190.291,-0.9508,-0.04,1587.3373,-421.3246,1.5575,549.6589,-0.95092773,-1527.889
4322.5,-231.1828,11.8631,0.49,2436.402,-532.2918,-1.4520864,-454.4701,11.863037,-1205.1421
4352.5,-321.1406,3.7321,0.11,3330.896,-806.3099,-4.1516,-1358.3383,3.7319336,-837.2237
4383.5,-437.1732,6.6147,0.17,4010.3787,-1175.9622,-5.611,-1853.7603,6.614502,-531.2575
