totim,ghb,in-out,percent-discrepancy,rcha,sfr,sto-ss,sto-sy,total,wel
3652.5,-1877989.9,46523.91,0.45,9816517.0,-5525926.5,1819.6722,623912.0,46524.0,-2991808.2
3683.5,-1895732.1,46929.53,0.45,9920576.0,-5578161.5,1745.4258,600611.5,46930.0,-3002109.5
3712.5,-1914537.5,47238.59,0.44,10042246.0,-5633802.5,1638.1855,565171.75,47239.0,-3013477.5
3743.5,-1935389.2,47370.324,0.44,10155378.0,-5695964.0,1592.9767,549983.4,47371.0,-3028230.2
3773.5,-1956160.1,47285.16,0.43,10275715.0,-5757955.5,1557.3729,537269.2,47286.0,-3053141.2
3804.5,-1975685.6,46924.25,0.43,10358279.0,-5816340.5,1636.9012,562903.4,46924.0,-3083869.5
3834.5,-1991408.8,46324.098,0.42,10406055.0,-5862960.5,1791.0096,613391.56,46324.0,-3120544.8
3865.5,-2003304.4,46193.875,0.41,10441516.0,-5896656.0,2010.372,684795.75,46194.0,-3182167.8
3896.5,-2011856.2,46046.48,0.41,10468874.0,-5919496.5,2185.5737,743978.2,46046.0,-3237638.0
3926.5,-2018251.0,45903.516,0.4,10525560.0,-5934532.0,2303.1128,782334.56,45904.0,-3311511.2
3957.5,-2024241.4,46035.566,0.4,10593125.0,-5947806.5,2347.2197,798232.25,46036.0,-3375621.2
3987.5,-2031378.4,46618.887,0.4,10670922.0,-5964827.0,2293.7178,782451.0,46619.0,-3412842.5
4018.5,-2040658.9,47155.14,0.41,10751074.0,-5988504.5,2211.2463,756575.25,47155.0,-3433542.5
4049.5,-2054324.1,47331.234,0.4,10881381.0,-6025680.0,2012.1038,690840.4,47332.0,-3446898.2
4077.5,-2069360.1,47483.363,0.4,10999699.0,-6068038.0,1861.0465,640629.9,47484.0,-3457308.5
4108.5,-2087506.6,47838.207,0.4,11116641.0,-6120206.5,1771.4028,610263.6,47838.0,-3473125.0
4138.5,-2104596.2,47683.5,0.39,11205906.0,-6169605.0,1778.0701,611500.0,47683.0,-3497299.0
4169.5,-2119991.2,47123.61,0.39,11269985.0,-6213749.0,1875.1655,642649.9,47124.0,-3533646.2
4199.5,-2131763.2,47008.81,0.38,11309335.0,-6246558.5,2028.1104,692719.06,47009.0,-3578752.0
4230.5,-2140595.5,46828.89,0.38,11338139.0,-6269716.5,2195.5037,748335.7,46829.0,-3631529.2
4261.5,-2147097.0,46615.918,0.37,11370097.0,-6285169.0,2322.0073,791047.9,46616.0,-3684585.5
4291.5,-2152805.8,46587.39,0.37,11417718.0,-6297808.5,2368.7327,807537.6,46588.0,-3730422.2
4322.5,-2159972.2,46955.15,0.37,11493246.0,-6314309.5,2323.7168,793449.0,46955.0,-3767781.8
4352.5,-2169606.5,47067.113,0.37,11593173.0,-6338499.0,2199.1675,752698.9,47067.0,-3792898.2
4383.5,-2183159.0,47272.168,0.37,11717495.0,-6374954.0,2025.227,695232.4,47272.0,-3809367.2
