 pp_0000  625.0 9375.0 1.0                                                                    8.297623E-01
 pp_0001  1875.0 9375.0 1.0                                                                    9.645751E-01
 pp_0002  3125.0 9375.0 1.0                                                                     1.035533E+00
 pp_0003  4375.0 9375.0 1.0                                                                     9.413978E-01
 pp_0004  625.0 8125.0 1.0                                                                    9.070073E-01
 pp_0005  1875.0 8125.0 1.0                                                                    1.071046E+00
 pp_0006  3125.0 8125.0 1.0                                                                     8.144335E-01
 pp_0007  4375.0 8125.0 1.0                                                                     1.026564E+00
 pp_0008  625.0 6875.0 1.0                                                                     9.802706E-01
 pp_0009  3125.0 6875.0 1.0                                                                      8.822759E-01
 pp_0010  4375.0 6875.0 1.0                                                                      9.751776E-01
 pp_0011  625.0 5625.0 1.0                                                                     1.126327E+00
 pp_0012  3125.0 5625.0 1.0                                                                      9.492238E-01
 pp_0013  4375.0 5625.0 1.0                                                                      9.561349E-01
 pp_0014  625.0 4375.0 1.0                                                                     9.641049E-01
 pp_0015  1875.0 4375.0 1.0                                                                     1.256884E+00
 pp_0016  3125.0 4375.0 1.0                                                                      9.409992E-01
 pp_0017  4375.0 4375.0 1.0                                                                      9.209528E-01
 pp_0018  625.0 3125.0 1.0                                                                     1.010907E+00
 pp_0019  1875.0 3125.0 1.0                                                                     8.233796E-01
 pp_0020  3125.0 3125.0 1.0                                                                      9.141541E-01
 pp_0021  4375.0 3125.0 1.0                                                                      9.044077E-01
 pp_0022  625.0 1875.0 1.0                                                                     1.081453E+00
 pp_0023  1875.0 1875.0 1.0                                                                     9.118490E-01
 pp_0024  3125.0 1875.0 1.0                                                                      1.043552E+00
 pp_0025  4375.0 1875.0 1.0                                                                      9.916177E-01
 pp_0026  1875.0 625.0 1.0                                                                     1.201116E+00
 pp_0027  3125.0 625.0 1.0                                                                      1.005656E+00
 pp_0028  4375.0 625.0 1.0                                                                      1.047762E+00
