name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
pname:npf_k_layer1_pp_inst:0_ptype:pp_pstyle:m_i:2_j:2_zone:1.0,0,0.23299,-0.46598,0.46598,-0.0549896,0.227265,-0.50952,0.399541
pname:npf_k_layer1_pp_inst:0_ptype:pp_pstyle:m_i:2_j:6_zone:1.0,0,0.23299,-0.46598,0.46598,-0.0684874,0.223387,-0.515262,0.378287
pname:npf_k_layer1_pp_inst:0_ptype:pp_pstyle:m_i:2_j:10_zone:1.0,0,0.23299,-0.46598,0.46598,0.0167916,0.221625,-0.426458,0.460041
pname:npf_k_layer1_pp_inst:0_ptype:pp_pstyle:m_i:2_j:14_zone:1.0,0,0.23299,-0.46598,0.46598,-0.00797768,0.226627,-0.461232,0.445277
pname:npf_k_layer1_pp_inst:0_ptype:pp_pstyle:m_i:6_j:2_zone:1.0,0,0.23299,-0.46598,0.46598,-0.0492078,0.227121,-0.50345,0.405034
pname:npf_k_layer1_pp_inst:0_ptype:pp_pstyle:m_i:6_j:6_zone:1.0,0,0.23299,-0.46598,0.46598,0.0394293,0.223932,-0.408434,0.487293
pname:npf_k_layer1_pp_inst:0_ptype:pp_pstyle:m_i:6_j:10_zone:1.0,0,0.23299,-0.46598,0.46598,0.0209391,0.221732,-0.422524,0.464402
pname:npf_k_layer1_pp_inst:0_ptype:pp_pstyle:m_i:6_j:14_zone:1.0,0,0.23299,-0.46598,0.46598,-0.0366188,0.22364,-0.483898,0.41066
pname:npf_k_layer1_pp_inst:0_ptype:pp_pstyle:m_i:10_j:2_zone:1.0,0,0.23299,-0.46598,0.46598,-0.0209898,0.226776,-0.474542,0.432562
pname:npf_k_layer1_pp_inst:0_ptype:pp_pstyle:m_i:10_j:10_zone:1.0,0,0.23299,-0.46598,0.46598,-0.0161039,0.224252,-0.464609,0.432401
pname:npf_k_layer1_pp_inst:0_ptype:pp_pstyle:m_i:10_j:14_zone:1.0,0,0.23299,-0.46598,0.46598,0.00407827,0.224849,-0.445621,0.453777
pname:npf_k_layer1_pp_inst:0_ptype:pp_pstyle:m_i:14_j:2_zone:1.0,0,0.23299,-0.46598,0.46598,-0.0121613,0.226556,-0.465274,0.440951
pname:npf_k_layer1_pp_inst:0_ptype:pp_pstyle:m_i:14_j:10_zone:1.0,0,0.23299,-0.46598,0.46598,0.019384,0.224045,-0.428706,0.467474
pname:npf_k_layer1_pp_inst:0_ptype:pp_pstyle:m_i:14_j:14_zone:1.0,0,0.23299,-0.46598,0.46598,0.0406664,0.223188,-0.405711,0.487043
pname:npf_k_layer1_pp_inst:0_ptype:pp_pstyle:m_i:18_j:2_zone:1.0,0,0.23299,-0.46598,0.46598,-0.0182523,0.226067,-0.470386,0.433881
pname:npf_k_layer1_pp_inst:0_ptype:pp_pstyle:m_i:18_j:10_zone:1.0,0,0.23299,-0.46598,0.46598,0.0241469,0.223239,-0.422332,0.470626
pname:npf_k_layer1_pp_inst:0_ptype:pp_pstyle:m_i:18_j:14_zone:1.0,0,0.23299,-0.46598,0.46598,0.0344054,0.221861,-0.409317,0.478128
pname:npf_k_layer1_pp_inst:0_ptype:pp_pstyle:m_i:22_j:2_zone:1.0,0,0.23299,-0.46598,0.46598,-0.0558167,0.224243,-0.504303,0.39267
pname:npf_k_layer1_pp_inst:0_ptype:pp_pstyle:m_i:22_j:6_zone:1.0,0,0.23299,-0.46598,0.46598,-0.0168178,0.222273,-0.461364,0.427728
pname:npf_k_layer1_pp_inst:0_ptype:pp_pstyle:m_i:22_j:10_zone:1.0,0,0.23299,-0.46598,0.46598,0.00977399,0.220772,-0.43177,0.451318
pname:npf_k_layer1_pp_inst:0_ptype:pp_pstyle:m_i:22_j:14_zone:1.0,0,0.23299,-0.46598,0.46598,0.0642385,0.215533,-0.366828,0.495305
pname:npf_k_layer1_pp_inst:0_ptype:pp_pstyle:m_i:26_j:2_zone:1.0,0,0.23299,-0.46598,0.46598,-0.0136631,0.225123,-0.463908,0.436582
pname:npf_k_layer1_pp_inst:0_ptype:pp_pstyle:m_i:26_j:6_zone:1.0,0,0.23299,-0.46598,0.46598,-0.00853559,0.21569,-0.439915,0.422844
pname:npf_k_layer1_pp_inst:0_ptype:pp_pstyle:m_i:26_j:10_zone:1.0,0,0.23299,-0.46598,0.46598,0.0104928,0.224033,-0.437573,0.458559
pname:npf_k_layer1_pp_inst:0_ptype:pp_pstyle:m_i:26_j:14_zone:1.0,0,0.23299,-0.46598,0.46598,0.1488,0.211982,-0.275164,0.572765
pname:npf_k_layer1_pp_inst:0_ptype:pp_pstyle:m_i:30_j:2_zone:1.0,0,0.23299,-0.46598,0.46598,0.0484802,0.222956,-0.397431,0.494391
pname:npf_k_layer1_pp_inst:0_ptype:pp_pstyle:m_i:30_j:6_zone:1.0,0,0.23299,-0.46598,0.46598,-0.0065459,0.218551,-0.443648,0.430556
pname:npf_k_layer1_pp_inst:0_ptype:pp_pstyle:m_i:30_j:10_zone:1.0,0,0.23299,-0.46598,0.46598,0.0452738,0.222102,-0.39893,0.489477
pname:npf_k_layer1_pp_inst:0_ptype:pp_pstyle:m_i:30_j:14_zone:1.0,0,0.23299,-0.46598,0.46598,0.00501607,0.226132,-0.447248,0.45728
pname:npf_k_layer1_pp_inst:0_ptype:pp_pstyle:m_i:34_j:6_zone:1.0,0,0.23299,-0.46598,0.46598,-0.0176345,0.217079,-0.451793,0.416525
pname:npf_k_layer1_pp_inst:0_ptype:pp_pstyle:m_i:34_j:10_zone:1.0,0,0.23299,-0.46598,0.46598,-0.098803,0.22426,-0.547324,0.349718
pname:npf_k_layer1_pp_inst:0_ptype:pp_pstyle:m_i:34_j:14_zone:1.0,0,0.23299,-0.46598,0.46598,0.00167249,0.227628,-0.453583,0.456928
pname:npf_k_layer1_cn_inst:0_ptype:cn_pstyle:m,0,0.23299,-0.46598,0.46598,0.0085399,0.226323,-0.444107,0.461187
pname:npf_k_layer2_pp_inst:0_ptype:pp_pstyle:m_i:2_j:2_zone:1.0,0,0.23299,-0.46598,0.46598,-0.0152157,0.229283,-0.473781,0.443349
pname:npf_k_layer2_pp_inst:0_ptype:pp_pstyle:m_i:2_j:6_zone:1.0,0,0.23299,-0.46598,0.46598,-0.0386528,0.226461,-0.491575,0.41427
pname:npf_k_layer2_pp_inst:0_ptype:pp_pstyle:m_i:2_j:10_zone:1.0,0,0.23299,-0.46598,0.46598,0.0138511,0.229036,-0.44422,0.471922
pname:npf_k_layer2_pp_inst:0_ptype:pp_pstyle:m_i:2_j:14_zone:1.0,0,0.23299,-0.46598,0.46598,0.0465032,0.227842,-0.40918,0.502186
pname:npf_k_layer2_pp_inst:0_ptype:pp_pstyle:m_i:6_j:2_zone:1.0,0,0.23299,-0.46598,0.46598,-0.0765869,0.226344,-0.529274,0.3761
pname:npf_k_layer2_pp_inst:0_ptype:pp_pstyle:m_i:6_j:6_zone:1.0,0,0.23299,-0.46598,0.46598,0.0170224,0.228317,-0.439612,0.473656
pname:npf_k_layer2_pp_inst:0_ptype:pp_pstyle:m_i:6_j:10_zone:1.0,0,0.23299,-0.46598,0.46598,0.0406925,0.223784,-0.406876,0.488261
pname:npf_k_layer2_pp_inst:0_ptype:pp_pstyle:m_i:6_j:14_zone:1.0,0,0.23299,-0.46598,0.46598,-0.00126322,0.222559,-0.446381,0.443855
pname:npf_k_layer2_pp_inst:0_ptype:pp_pstyle:m_i:10_j:2_zone:1.0,0,0.23299,-0.46598,0.46598,-0.0658327,0.229933,-0.525698,0.394033
pname:npf_k_layer2_pp_inst:0_ptype:pp_pstyle:m_i:10_j:10_zone:1.0,0,0.23299,-0.46598,0.46598,0.0177465,0.225784,-0.433822,0.469315
pname:npf_k_layer2_pp_inst:0_ptype:pp_pstyle:m_i:10_j:14_zone:1.0,0,0.23299,-0.46598,0.46598,0.0784763,0.225036,-0.371595,0.528548
pname:npf_k_layer2_pp_inst:0_ptype:pp_pstyle:m_i:14_j:2_zone:1.0,0,0.23299,-0.46598,0.46598,0.0215056,0.227904,-0.434303,0.477314
pname:npf_k_layer2_pp_inst:0_ptype:pp_pstyle:m_i:14_j:10_zone:1.0,0,0.23299,-0.46598,0.46598,-0.0580941,0.225462,-0.509017,0.392829
pname:npf_k_layer2_pp_inst:0_ptype:pp_pstyle:m_i:14_j:14_zone:1.0,0,0.23299,-0.46598,0.46598,0.0160682,0.224808,-0.433547,0.465683
pname:npf_k_layer2_pp_inst:0_ptype:pp_pstyle:m_i:18_j:2_zone:1.0,0,0.23299,-0.46598,0.46598,0.0111609,0.223247,-0.435332,0.457654
pname:npf_k_layer2_pp_inst:0_ptype:pp_pstyle:m_i:18_j:10_zone:1.0,0,0.23299,-0.46598,0.46598,0.0546841,0.226981,-0.399279,0.508647
pname:npf_k_layer2_pp_inst:0_ptype:pp_pstyle:m_i:18_j:14_zone:1.0,0,0.23299,-0.46598,0.46598,-0.0573709,0.225275,-0.50792,0.393178
pname:npf_k_layer2_pp_inst:0_ptype:pp_pstyle:m_i:22_j:2_zone:1.0,0,0.23299,-0.46598,0.46598,0.0376179,0.224787,-0.411956,0.487192
pname:npf_k_layer2_pp_inst:0_ptype:pp_pstyle:m_i:22_j:6_zone:1.0,0,0.23299,-0.46598,0.46598,0.0265272,0.220403,-0.41428,0.467334
pname:npf_k_layer2_pp_inst:0_ptype:pp_pstyle:m_i:22_j:10_zone:1.0,0,0.23299,-0.46598,0.46598,-0.0104567,0.223995,-0.458447,0.437533
pname:npf_k_layer2_pp_inst:0_ptype:pp_pstyle:m_i:22_j:14_zone:1.0,0,0.23299,-0.46598,0.46598,-0.00389123,0.227731,-0.459353,0.45157
pname:npf_k_layer2_pp_inst:0_ptype:pp_pstyle:m_i:26_j:2_zone:1.0,0,0.23299,-0.46598,0.46598,0.0203166,0.22547,-0.430623,0.471256
pname:npf_k_layer2_pp_inst:0_ptype:pp_pstyle:m_i:26_j:6_zone:1.0,0,0.23299,-0.46598,0.46598,-0.0312943,0.220432,-0.472158,0.40957
pname:npf_k_layer2_pp_inst:0_ptype:pp_pstyle:m_i:26_j:10_zone:1.0,0,0.23299,-0.46598,0.46598,0.0445461,0.226315,-0.408084,0.497177
