time,HEADWATER,TAILWATER,GAGE_1
1.0,0.0,0.0,0.0
32.0,-133.73105286874988,-89.92358431839398,274.6710883065339
61.0,-104.08712844160391,-120.55845779337096,287.73452573033
92.0,-158.23222257746602,-79.39818566706799,246.4953141775468
122.0,-195.21113209424493,-127.84215277674707,311.7166140304089
153.0,-56.48168666723586,-8.007059498557055,59.64756325724966
183.0,228.7767727416101,185.68503326868313,-430.276376534418
214.0,382.8767912735052,264.78803019761995,-692.908078805378
245.0,641.6457842108214,567.0533414836291,-1262.2742740668562
275.0,714.5753395656044,689.616943800326,-1467.1661169826432
306.0,738.1207729884309,748.4578841362872,-1512.9468238235181
336.0,614.3085873525744,591.4153679510221,-1174.514117751809
367.0,578.5249266663363,459.02497276011013,-1005.9840937384902
398.0,337.1790917001331,259.22734727256807,-543.630637199511
426.0,60.63523601165116,16.76345637012514,-22.029724525935308
457.0,71.41498897081806,3.8729039281240603,-45.6643963048582
487.0,161.40453874933814,11.134950651721056,-164.37281159723625
518.0,346.69103565965906,232.78241104338804,-575.99594190775
548.0,527.5859623293061,430.3397167156031,-999.3945861073689
579.0,630.6904757422519,566.7809859096021,-1253.8507751491322
610.0,851.4064801219699,708.046368535346,-1613.02932594156
640.0,842.5176172948003,740.0068349817386,-1625.2594231056032
671.0,677.441442488098,692.0449718033201,-1325.489454080528
701.0,548.5532198332929,470.62634238187206,-1020.688537935866
732.0,493.6640186897657,478.4195321971231,-925.8466594428482
