time,HEADWATER,TAILWATER,GAGE_1
1.000000000000,-1483.515557629774,-1731.963983546384,3301.305389946442
32.00000000000,-1617.246610498524,-1821.887567864778,3575.976478252976
61.00000000000,-1587.602686071378,-1852.522441339755,3589.039915676772
92.00000000000,-1641.747780207240,-1811.362169213452,3547.800704123989
122.0000000000,-1678.726689724019,-1859.806136323131,3613.022003976851
153.0000000000,-1539.997244297010,-1739.971043044941,3360.952953203692
183.0000000000,-1254.738784888164,-1546.278950277701,2871.029013412024
214.0000000000,-1100.638766356269,-1467.175953348764,2608.397311141064
245.0000000000,-841.8697734189527,-1164.910642062755,2039.031115879586
275.0000000000,-768.9402180641697,-1042.347039746058,1834.139272963799
306.0000000000,-745.3947846413432,-983.5060994100968,1788.358566122924
336.0000000000,-869.2069702771997,-1140.548615595362,2126.791272194633
367.0000000000,-904.9906309634378,-1272.939010786274,2295.321296207952
398.0000000000,-1146.336465929641,-1472.736636273816,2757.674752746931
426.0000000000,-1422.880321618123,-1715.200527176259,3279.275665420507
457.0000000000,-1412.100568658956,-1728.091079618260,3255.640993641584
487.0000000000,-1322.111018880436,-1720.829032894663,3136.932578349206
518.0000000000,-1136.824521970115,-1499.181572502996,2725.309448038692
548.0000000000,-955.9295953004681,-1301.624266830781,2301.910803839073
579.0000000000,-852.8250818875222,-1165.182997636782,2047.454614797310
610.0000000000,-632.1090775078042,-1023.917615011038,1688.276064004882
640.0000000000,-640.9979403349738,-991.9571485646454,1676.045966840839
671.0000000000,-806.0741151416761,-1039.919011743064,1975.815935865914
701.0000000000,-934.9623377964811,-1261.337641164512,2280.616852010576
732.0000000000,-989.8515389400085,-1253.544451349261,2375.458730503594
