,sidx,idx_strs,pargp3,parval1_3,3
0,"(1, 39, 8)",idx0:1_idx1:39_idx2:8,ghbheadcn,0.0,                                           7.499817E-02
1,"(2, 39, 13)",idx0:2_idx1:39_idx2:13,ghbheadcn,0.0,                                           7.499817E-02
2,"(1, 39, 11)",idx0:1_idx1:39_idx2:11,ghbheadcn,0.0,                                           7.499817E-02
3,"(1, 39, 14)",idx0:1_idx1:39_idx2:14,ghbheadcn,0.0,                                           7.499817E-02
4,"(0, 39, 9)",idx0:0_idx1:39_idx2:9,ghbheadcn,0.0,                                           7.499817E-02
5,"(2, 39, 5)",idx0:2_idx1:39_idx2:5,ghbheadcn,0.0,                                           7.499817E-02
6,"(0, 39, 6)",idx0:0_idx1:39_idx2:6,ghbheadcn,0.0,                                           7.499817E-02
7,"(0, 39, 12)",idx0:0_idx1:39_idx2:12,ghbheadcn,0.0,                                           7.499817E-02
8,"(2, 39, 11)",idx0:2_idx1:39_idx2:11,ghbheadcn,0.0,                                           7.499817E-02
9,"(2, 39, 8)",idx0:2_idx1:39_idx2:8,ghbheadcn,0.0,                                           7.499817E-02
10,"(2, 39, 14)",idx0:2_idx1:39_idx2:14,ghbheadcn,0.0,                                           7.499817E-02
11,"(1, 39, 6)",idx0:1_idx1:39_idx2:6,ghbheadcn,0.0,                                           7.499817E-02
12,"(1, 39, 9)",idx0:1_idx1:39_idx2:9,ghbheadcn,0.0,                                           7.499817E-02
13,"(1, 39, 12)",idx0:1_idx1:39_idx2:12,ghbheadcn,0.0,                                           7.499817E-02
14,"(0, 39, 7)",idx0:0_idx1:39_idx2:7,ghbheadcn,0.0,                                           7.499817E-02
15,"(2, 39, 9)",idx0:2_idx1:39_idx2:9,ghbheadcn,0.0,                                           7.499817E-02
16,"(0, 39, 10)",idx0:0_idx1:39_idx2:10,ghbheadcn,0.0,                                           7.499817E-02
17,"(2, 39, 6)",idx0:2_idx1:39_idx2:6,ghbheadcn,0.0,                                           7.499817E-02
18,"(2, 39, 12)",idx0:2_idx1:39_idx2:12,ghbheadcn,0.0,                                           7.499817E-02
19,"(0, 39, 13)",idx0:0_idx1:39_idx2:13,ghbheadcn,0.0,                                           7.499817E-02
20,"(1, 39, 10)",idx0:1_idx1:39_idx2:10,ghbheadcn,0.0,                                           7.499817E-02
21,"(1, 39, 7)",idx0:1_idx1:39_idx2:7,ghbheadcn,0.0,                                           7.499817E-02
22,"(1, 39, 13)",idx0:1_idx1:39_idx2:13,ghbheadcn,0.0,                                           7.499817E-02
23,"(0, 39, 5)",idx0:0_idx1:39_idx2:5,ghbheadcn,0.0,                                           7.499817E-02
24,"(2, 39, 10)",idx0:2_idx1:39_idx2:10,ghbheadcn,0.0,                                           7.499817E-02
25,"(2, 39, 7)",idx0:2_idx1:39_idx2:7,ghbheadcn,0.0,                                           7.499817E-02
26,"(0, 39, 8)",idx0:0_idx1:39_idx2:8,ghbheadcn,0.0,                                           7.499817E-02
27,"(0, 39, 14)",idx0:0_idx1:39_idx2:14,ghbheadcn,0.0,                                           7.499817E-02
28,"(1, 39, 5)",idx0:1_idx1:39_idx2:5,ghbheadcn,0.0,                                           7.499817E-02
29,"(0, 39, 11)",idx0:0_idx1:39_idx2:11,ghbheadcn,0.0,                                           7.499817E-02
