,sidx,idx_strs,xy,x,y,pargp9,parval1_9,9
21,"(36, 36, 15)",idx0:36_idx1:36_idx2:15,"(3875.0, 875.0)",3875.0,875.0,sfrcondgr,1.0,                                                                   6.358229E-01
22,"(21, 21, 15)",idx0:21_idx1:21_idx2:15,"(3875.0, 4625.0)",3875.0,4625.0,sfrcondgr,1.0,                                                                   9.861095E-01
23,"(38, 38, 15)",idx0:38_idx1:38_idx2:15,"(3875.0, 375.0)",3875.0,375.0,sfrcondgr,1.0,                                                                   9.800144E-01
24,"(2, 2, 15)",idx0:2_idx1:2_idx2:15,"(3875.0, 9375.0)",3875.0,9375.0,sfrcondgr,1.0,                                                                 1.033176E+00
25,"(6, 6, 15)",idx0:6_idx1:6_idx2:15,"(3875.0, 8375.0)",3875.0,8375.0,sfrcondgr,1.0,                                                                 1.157694E+00
26,"(28, 28, 15)",idx0:28_idx1:28_idx2:15,"(3875.0, 2875.0)",3875.0,2875.0,sfrcondgr,1.0,                                                                   9.601359E-01
27,"(25, 25, 15)",idx0:25_idx1:25_idx2:15,"(3875.0, 3625.0)",3875.0,3625.0,sfrcondgr,1.0,                                                                   1.310912E+00
28,"(32, 32, 15)",idx0:32_idx1:32_idx2:15,"(3875.0, 1875.0)",3875.0,1875.0,sfrcondgr,1.0,                                                                   6.997638E-01
29,"(29, 29, 15)",idx0:29_idx1:29_idx2:15,"(3875.0, 2625.0)",3875.0,2625.0,sfrcondgr,1.0,                                                                   9.300790E-01
30,"(7, 7, 15)",idx0:7_idx1:7_idx2:15,"(3875.0, 8125.0)",3875.0,8125.0,sfrcondgr,1.0,                                                                 1.018774E+00
31,"(11, 11, 15)",idx0:11_idx1:11_idx2:15,"(3875.0, 7125.0)",3875.0,7125.0,sfrcondgr,1.0,                                                                   1.012070E+00
32,"(33, 33, 15)",idx0:33_idx1:33_idx2:15,"(3875.0, 1625.0)",3875.0,1625.0,sfrcondgr,1.0,                                                                   6.213192E-01
33,"(30, 30, 15)",idx0:30_idx1:30_idx2:15,"(3875.0, 2375.0)",3875.0,2375.0,sfrcondgr,1.0,                                                                   1.086225E+00
34,"(37, 37, 15)",idx0:37_idx1:37_idx2:15,"(3875.0, 625.0)",3875.0,625.0,sfrcondgr,1.0,                                                                   1.051892E+00
35,"(15, 15, 15)",idx0:15_idx1:15_idx2:15,"(3875.0, 6125.0)",3875.0,6125.0,sfrcondgr,1.0,                                                                   6.435785E-01
36,"(34, 34, 15)",idx0:34_idx1:34_idx2:15,"(3875.0, 1375.0)",3875.0,1375.0,sfrcondgr,1.0,                                                                   1.396302E+00
37,"(24, 24, 15)",idx0:24_idx1:24_idx2:15,"(3875.0, 3875.0)",3875.0,3875.0,sfrcondgr,1.0,                                                                   6.675437E-01
38,"(26, 26, 15)",idx0:26_idx1:26_idx2:15,"(3875.0, 3375.0)",3875.0,3375.0,sfrcondgr,1.0,                                                                   9.109677E-01
39,"(4, 4, 15)",idx0:4_idx1:4_idx2:15,"(3875.0, 8875.0)",3875.0,8875.0,sfrcondgr,1.0,                                                                 1.029059E+00
