,sidx,idx_strs,xy,x,y,pargp9,parval1_9,9
0,"(20, 20, 15)",idx0:20_idx1:20_idx2:15,"(3875.0, 4875.0)",3875.0,4875.0,sfrcondgr,1.0,                                                                   1.067052E+00
1,"(0, 0, 15)",idx0:0_idx1:0_idx2:15,"(3875.0, 9875.0)",3875.0,9875.0,sfrcondgr,1.0,                                                                 1.049911E+00
2,"(12, 12, 15)",idx0:12_idx1:12_idx2:15,"(3875.0, 6875.0)",3875.0,6875.0,sfrcondgr,1.0,                                                                   1.032140E+00
3,"(9, 9, 15)",idx0:9_idx1:9_idx2:15,"(3875.0, 7625.0)",3875.0,7625.0,sfrcondgr,1.0,                                                                 9.356360E-01
4,"(13, 13, 15)",idx0:13_idx1:13_idx2:15,"(3875.0, 6625.0)",3875.0,6625.0,sfrcondgr,1.0,                                                                   9.627329E-01
5,"(35, 35, 15)",idx0:35_idx1:35_idx2:15,"(3875.0, 1125.0)",3875.0,1125.0,sfrcondgr,1.0,                                                                   9.852681E-01
6,"(16, 16, 15)",idx0:16_idx1:16_idx2:15,"(3875.0, 5875.0)",3875.0,5875.0,sfrcondgr,1.0,                                                                   9.474513E-01
7,"(39, 39, 15)",idx0:39_idx1:39_idx2:15,"(3875.0, 125.0)",3875.0,125.0,sfrcondgr,1.0,                                                                   1.076577E+00
8,"(17, 17, 15)",idx0:17_idx1:17_idx2:15,"(3875.0, 5625.0)",3875.0,5625.0,sfrcondgr,1.0,                                                                   9.519011E-01
9,"(5, 5, 15)",idx0:5_idx1:5_idx2:15,"(3875.0, 8625.0)",3875.0,8625.0,sfrcondgr,1.0,                                                                 1.098820E+00
10,"(3, 3, 15)",idx0:3_idx1:3_idx2:15,"(3875.0, 9125.0)",3875.0,9125.0,sfrcondgr,1.0,                                                                 1.581109E+00
11,"(31, 31, 15)",idx0:31_idx1:31_idx2:15,"(3875.0, 2125.0)",3875.0,2125.0,sfrcondgr,1.0,                                                                   1.003338E+00
12,"(14, 14, 15)",idx0:14_idx1:14_idx2:15,"(3875.0, 6375.0)",3875.0,6375.0,sfrcondgr,1.0,                                                                   1.073990E+00
13,"(18, 18, 15)",idx0:18_idx1:18_idx2:15,"(3875.0, 5375.0)",3875.0,5375.0,sfrcondgr,1.0,                                                                   1.024228E+00
14,"(22, 22, 15)",idx0:22_idx1:22_idx2:15,"(3875.0, 4375.0)",3875.0,4375.0,sfrcondgr,1.0,                                                                   7.811018E-01
15,"(19, 19, 15)",idx0:19_idx1:19_idx2:15,"(3875.0, 5125.0)",3875.0,5125.0,sfrcondgr,1.0,                                                                   1.007834E+00
16,"(23, 23, 15)",idx0:23_idx1:23_idx2:15,"(3875.0, 4125.0)",3875.0,4125.0,sfrcondgr,1.0,                                                                   8.442205E-01
17,"(1, 1, 15)",idx0:1_idx1:1_idx2:15,"(3875.0, 9625.0)",3875.0,9625.0,sfrcondgr,1.0,                                                                 1.015168E+00
18,"(8, 8, 15)",idx0:8_idx1:8_idx2:15,"(3875.0, 7875.0)",3875.0,7875.0,sfrcondgr,1.0,                                                                 1.108069E+00
19,"(27, 27, 15)",idx0:27_idx1:27_idx2:15,"(3875.0, 3125.0)",3875.0,3125.0,sfrcondgr,1.0,                                                                   7.453643E-01
20,"(10, 10, 15)",idx0:10_idx1:10_idx2:15,"(3875.0, 7375.0)",3875.0,7375.0,sfrcondgr,1.0,                                                                   1.018071E+00
