,sidx,idx_strs,pargp4,parval1_4,4
0,"(1, 39, 8)",idx0:1_idx1:39_idx2:8,ghbcondcn,1.0,                                           7.612522E-01
1,"(2, 39, 13)",idx0:2_idx1:39_idx2:13,ghbcondcn,1.0,                                           7.612522E-01
2,"(1, 39, 11)",idx0:1_idx1:39_idx2:11,ghbcondcn,1.0,                                           7.612522E-01
3,"(1, 39, 14)",idx0:1_idx1:39_idx2:14,ghbcondcn,1.0,                                           7.612522E-01
4,"(0, 39, 9)",idx0:0_idx1:39_idx2:9,ghbcondcn,1.0,                                           7.612522E-01
5,"(2, 39, 5)",idx0:2_idx1:39_idx2:5,ghbcondcn,1.0,                                           7.612522E-01
6,"(0, 39, 6)",idx0:0_idx1:39_idx2:6,ghbcondcn,1.0,                                           7.612522E-01
7,"(0, 39, 12)",idx0:0_idx1:39_idx2:12,ghbcondcn,1.0,                                           7.612522E-01
8,"(2, 39, 11)",idx0:2_idx1:39_idx2:11,ghbcondcn,1.0,                                           7.612522E-01
9,"(2, 39, 8)",idx0:2_idx1:39_idx2:8,ghbcondcn,1.0,                                           7.612522E-01
10,"(2, 39, 14)",idx0:2_idx1:39_idx2:14,ghbcondcn,1.0,                                           7.612522E-01
11,"(1, 39, 6)",idx0:1_idx1:39_idx2:6,ghbcondcn,1.0,                                           7.612522E-01
12,"(1, 39, 9)",idx0:1_idx1:39_idx2:9,ghbcondcn,1.0,                                           7.612522E-01
13,"(1, 39, 12)",idx0:1_idx1:39_idx2:12,ghbcondcn,1.0,                                           7.612522E-01
14,"(0, 39, 7)",idx0:0_idx1:39_idx2:7,ghbcondcn,1.0,                                           7.612522E-01
15,"(2, 39, 9)",idx0:2_idx1:39_idx2:9,ghbcondcn,1.0,                                           7.612522E-01
16,"(0, 39, 10)",idx0:0_idx1:39_idx2:10,ghbcondcn,1.0,                                           7.612522E-01
17,"(2, 39, 6)",idx0:2_idx1:39_idx2:6,ghbcondcn,1.0,                                           7.612522E-01
18,"(2, 39, 12)",idx0:2_idx1:39_idx2:12,ghbcondcn,1.0,                                           7.612522E-01
19,"(0, 39, 13)",idx0:0_idx1:39_idx2:13,ghbcondcn,1.0,                                           7.612522E-01
20,"(1, 39, 10)",idx0:1_idx1:39_idx2:10,ghbcondcn,1.0,                                           7.612522E-01
21,"(1, 39, 7)",idx0:1_idx1:39_idx2:7,ghbcondcn,1.0,                                           7.612522E-01
22,"(1, 39, 13)",idx0:1_idx1:39_idx2:13,ghbcondcn,1.0,                                           7.612522E-01
23,"(0, 39, 5)",idx0:0_idx1:39_idx2:5,ghbcondcn,1.0,                                           7.612522E-01
24,"(2, 39, 10)",idx0:2_idx1:39_idx2:10,ghbcondcn,1.0,                                           7.612522E-01
25,"(2, 39, 7)",idx0:2_idx1:39_idx2:7,ghbcondcn,1.0,                                           7.612522E-01
26,"(0, 39, 8)",idx0:0_idx1:39_idx2:8,ghbcondcn,1.0,                                           7.612522E-01
27,"(0, 39, 14)",idx0:0_idx1:39_idx2:14,ghbcondcn,1.0,                                           7.612522E-01
28,"(1, 39, 5)",idx0:1_idx1:39_idx2:5,ghbcondcn,1.0,                                           7.612522E-01
29,"(0, 39, 11)",idx0:0_idx1:39_idx2:11,ghbcondcn,1.0,                                           7.612522E-01
