time,HEADWATER,TAILWATER,GAGE-1
3652.5,-1037.371400158656,-1372.896030008479,2413.196025066733
3683.5,-1395.329347439218,-1984.566246302522,3441.245013920512
3712.5,-1269.690343471673,-2085.806109018143,3419.887468210193
3743.5,-1534.803656705138,-1731.84871498999,3358.971076827244
3773.5,-1306.090291132855,-1818.097392618494,3140.888166492602
3804.5,-1062.434907934919,-1530.675262708464,2587.05312330886
3834.5,-576.0689684715459,-1231.935517770519,1783.730633863925
3865.5,-260.6068023169373,-946.1994259004014,1157.56721103947
3896.5,-74.57801099323218,-845.7340030904267,874.7598720626016
3926.5,-58.99403666994212,-686.7745238970225,719.5148543211776
3957.5,-312.3408461695763,-775.9820594138158,1084.243940938942
3987.5,-480.7635045853954,-1092.950654072516,1583.232874808166
4018.5,-633.5396053442396,-1272.222317481623,1950.016165532174
4049.5,-846.0230269979456,-1211.152310074732,2153.558082356566
4077.5,-1032.987038338612,-1328.9471666984,2457.09757458696
4108.5,-1042.600377804582,-1509.637049398771,2633.952215435289
4138.5,-956.5161208669386,-1499.912729910598,2476.390203962597
4169.5,-629.04819466282,-1191.562680899697,1804.41271216547
4199.5,-434.6608289476713,-1135.453028710751,1521.175301416306
4230.5,-347.117377177792,-893.7085381355566,1182.123593017267
4261.5,-235.9015212974603,-741.4677496695222,935.0600261506804
4291.5,-99.13269188316826,-679.9361000117113,759.5725994294214
4322.5,-720.9728348356174,-670.8109477826088,1425.485143954925
4352.5,-883.8377939172944,-1046.189189327662,1980.046470166027
4383.5,-1089.892436784665,-1104.171692222242,2275.282647941732
