time,TRGW-0-2-15,TRGW-0-2-9,TRGW-0-3-8,TRGW-0-9-1,TRGW-0-13-10,TRGW-0-15-16,TRGW-0-21-10,TRGW-0-22-15,TRGW-0-24-4,TRGW-0-26-6,TRGW-0-29-15,TRGW-0-33-7,TRGW-0-34-10
3652.500000000,34.66590481,36.76451059,37.01892942,39.03583436,35.28076206,34.43067837,35.22294413,34.23167213,36.75730684,35.99663623,34.16871382,35.19579467,34.61410175
3683.500000000,34.67885330,36.79419222,37.04857549,39.06802295,35.26084574,34.42476223,35.19769318,34.19940578,36.75922330,35.93539023,34.16631555,35.17209421,34.53691816
3712.500000000,34.72842001,36.90167900,37.15796217,39.18863031,35.31968010,34.46980484,35.24836877,34.22860192,36.83666123,35.97377960,34.20344719,35.22344630,34.57113198
3743.500000000,34.79365506,37.06127374,37.32265465,39.37715022,35.43086516,34.54041210,35.35167539,34.28321639,36.97396202,36.08526114,34.25944793,35.32922622,34.66110885
3773.500000000,34.84464038,37.20853336,37.47704201,39.56492611,35.53331654,34.59612034,35.44878943,34.32734874,37.11064563,36.20276689,34.30314300,35.42960163,34.74266957
3804.500000000,34.86319549,37.30065813,37.57696563,39.70619418,35.58202659,34.60996861,35.49425813,34.33902308,37.19869271,36.27312081,34.31368542,35.47747819,34.77232771
3834.500000000,34.83729668,37.29716887,37.57942057,39.74818935,35.54313417,34.56653072,35.45423497,34.30671094,37.19222523,36.25185425,34.28042688,35.43749291,34.72306026
3865.500000000,34.76820738,37.18733542,37.47170898,39.67320848,35.40616408,34.46538277,35.31415011,34.22684388,37.06835673,36.11542124,34.19928874,35.29426469,34.58564148
3896.500000000,34.67271393,36.99358028,37.27535429,39.49386180,35.19925898,34.33070833,35.10196743,34.12022891,36.84706541,35.88713922,34.09216360,35.07641400,34.39100697
3926.500000000,34.57633185,36.76703655,37.04208023,39.25863227,34.97403652,34.19716754,34.86878965,34.01329846,36.58015273,35.61999968,33.98549771,34.83577361,34.18675176
3957.500000000,34.49791546,36.54878475,36.81380478,39.00890178,34.77027770,34.09025247,34.65381574,33.92583122,36.30887853,35.35559351,33.89909650,34.61169327,34.00837968
3987.500000000,34.46074038,36.40316857,36.65767543,38.81609291,34.64515178,34.04095001,34.48114502,33.87993502,34.43607767,34.92343607,33.85578124,34.45304181,33.90131163
4018.500000000,34.47155239,36.35678296,36.60204866,38.71104127,34.61950008,34.05770572,34.39011362,33.88251071,33.91863647,34.63138639,33.86187994,34.38033074,33.87957323
4049.500000000,34.52461478,36.41647953,36.65606959,38.71192585,34.69351539,34.13169013,34.40117746,33.92919819,33.70233428,34.50762219,33.91174484,34.40253667,33.94011219
4077.500000000,34.59952737,36.54868000,36.78695583,38.79823940,34.83012243,34.23402369,34.48868127,34.00006744,33.65779136,34.51346909,33.98455501,34.49370184,34.05088573
4108.500000000,34.68803547,36.73943395,36.98075678,38.95365973,35.01370895,34.35287638,34.62909831,34.08484534,33.71167398,34.60068750,34.06983834,34.63261197,34.19375486
4138.500000000,34.75575796,36.91269544,37.15986964,39.10831751,35.17011130,34.44146815,34.75343459,34.14833367,33.79070673,34.69834515,34.13233095,34.75214410,34.30613529
4169.500000000,34.78703368,37.02676152,37.28078896,39.21533418,35.26050413,34.47885687,34.81886918,34.17344711,33.83093554,34.75010762,34.15528506,34.81016316,34.35434173
4199.500000000,34.77055932,37.04013007,37.29922126,39.22531153,35.25084970,34.45138201,34.79022232,34.14948434,33.77971799,34.70904170,34.12900294,34.77227054,34.31371106
4230.500000000,34.70855652,36.94407407,37.20466717,39.11917670,35.13711024,34.36199418,34.65931550,34.07643626,33.61092174,34.55510680,34.05333365,34.62986992,34.18255962
4261.500000000,34.61874778,36.76142101,37.01881133,38.91155596,34.94768186,34.23611240,34.45283634,33.97474809,33.34217902,34.30888231,33.94981527,34.41010139,33.99075116
4291.500000000,34.52696194,36.54387057,36.79397007,38.65197754,34.73568501,34.10927217,34.22309360,33.87153409,33.02800701,34.02423745,33.84565662,34.16628989,33.78759991
4322.500000000,34.45255803,36.33355836,36.57309508,38.38021772,34.54281980,34.00793979,34.01022078,33.78705250,32.70954637,33.74214699,33.76111041,33.93855353,33.60967334
4352.500000000,34.41865446,36.19459428,36.42315955,38.17053622,34.42794707,33.96354899,33.87508290,33.74665194,32.46797330,33.53697882,33.72141505,33.78986450,33.50788156
4383.500000000,34.45359439,36.19674582,36.41649282,38.09985642,34.45508627,34.01396677,33.88218577,33.78067907,32.38374928,33.48331116,33.75708847,33.78576807,33.53813048
