site,time,value
GAGE-1,3702.5,3650.4030516257353
GAGE-1,3703.5,2441.5052138324795
GAGE-1,3704.5,2990.613015856545
GAGE-1,3705.5,2911.205802283368
GAGE-1,3706.5,2389.8359239636384
GAGE-1,3707.5,2613.7511772619846
GAGE-1,3708.5,3098.5753176921785
GAGE-1,3709.5,2147.050149725978
GAGE-1,3710.5,2611.4665155983625
GAGE-1,3711.5,2194.348723045661
GAGE-1,3712.5,2633.7223523976863
GAGE-1,3713.5,3095.9635489417947
GAGE-1,3714.5,2548.801585181942
GAGE-1,3715.5,2862.873996254007
GAGE-1,3716.5,2789.0596328112524
GAGE-1,3717.5,2740.2865563824266
GAGE-1,3718.5,2566.7046822492966
GAGE-1,3719.5,2522.9561584855965
GAGE-1,3720.5,3171.404120750542
GAGE-1,3721.5,3001.905674059808
GAGE-1,3722.5,2846.7713528560157
GAGE-1,3723.5,2600.4926207011777
GAGE-1,3724.5,2613.0849656062546
GAGE-1,3725.5,2903.840193540599
GAGE-1,3726.5,2617.5160928588684
GAGE-1,3727.5,3439.6419806510403
GAGE-1,3728.5,2682.3491003968516
GAGE-1,3729.5,2660.1635290926984
GAGE-1,3730.5,2922.6791220448767
GAGE-1,3731.5,3017.597186396147
GAGE-1,3732.5,2650.872850157404
GAGE-1,3733.5,2619.1951976597697
GAGE-1,3734.5,2555.740056172404
GAGE-1,3735.5,3421.2835111888426
GAGE-1,3736.5,3054.6992607766456
GAGE-1,3737.5,2562.607948394839
GAGE-1,3738.5,3094.1095777614287
GAGE-1,3739.5,2969.9407034075193
GAGE-1,3740.5,2911.8741676796867
GAGE-1,3741.5,2621.1474732954325
GAGE-1,3742.5,2622.7658440402124
GAGE-1,3743.5,2668.9110663613296
GAGE-1,3744.5,2635.026789554126
GAGE-1,3745.5,3032.464557602521
GAGE-1,3746.5,2751.7328435503464
GAGE-1,3747.5,2908.202590682612
GAGE-1,3748.5,2840.659998957049
GAGE-1,3749.5,2510.1005367823136
GAGE-1,3750.5,2672.895894587894
GAGE-1,3751.5,2952.577623611996
GAGE-1,3752.5,2930.0171894071764
GAGE-1,3753.5,2837.5112579649217
GAGE-1,3754.5,3028.6405299585863
GAGE-1,3755.5,2512.2886417042605
GAGE-1,3756.5,2927.0787700617443
GAGE-1,3757.5,2959.7580066775076
GAGE-1,3758.5,3159.750664794132
GAGE-1,3759.5,2738.51241571145
GAGE-1,3760.5,2757.0348008175506
GAGE-1,3761.5,3347.300930070704
GAGE-1,3762.5,2901.5002079845103
GAGE-1,3763.5,2753.359219076943
GAGE-1,3764.5,3051.252932725003
GAGE-1,3765.5,2983.287570740973
GAGE-1,3766.5,3194.8918081707193
GAGE-1,3767.5,2457.705368094935
GAGE-1,3768.5,2622.292907036354
GAGE-1,3769.5,2712.8392163858025
GAGE-1,3770.5,2693.165931628328
GAGE-1,3771.5,3027.8035446312806
GAGE-1,3772.5,3193.0378795957795
GAGE-1,3773.5,2480.466787541188
GAGE-1,3774.5,2604.1043340667275
GAGE-1,3775.5,3079.977182618426
GAGE-1,3776.5,3168.749608539117
GAGE-1,3777.5,2671.071855468116
GAGE-1,3778.5,3271.6091512499265
GAGE-1,3779.5,2896.4997815252523
GAGE-1,3780.5,2842.9097020189383
GAGE-1,3781.5,3033.2273581270965
GAGE-1,3782.5,3108.0219680279697
GAGE-1,3783.5,3733.4988423414675
GAGE-1,3784.5,2921.326390857069
GAGE-1,3785.5,2845.6517129639296
GAGE-1,3786.5,3204.9226297350065
GAGE-1,3787.5,3123.8261299727446
GAGE-1,3788.5,3021.54835209447
GAGE-1,3789.5,3055.7033692581763
GAGE-1,3790.5,2798.4588441409996
GAGE-1,3791.5,3048.047745960527
GAGE-1,3792.5,2757.612433338206
GAGE-1,3793.5,3513.6220111466055
GAGE-1,3794.5,2877.43565997388
GAGE-1,3795.5,3586.7623888752173
GAGE-1,3796.5,2674.4211245621213
GAGE-1,3797.5,3042.325437954057
GAGE-1,3798.5,3198.672752797245
GAGE-1,3799.5,3254.837434320207
GAGE-1,3800.5,2980.0654237289696
GAGE-1,3801.5,3140.0948584522066
GAGE-1,3802.5,2890.2008304650813
GAGE-1,3803.5,2978.4316533985134
GAGE-1,3804.5,2884.9734547243684
GAGE-1,3805.5,3206.176153889837
GAGE-1,3806.5,2970.847762741866
GAGE-1,3807.5,2798.813326285844
GAGE-1,3808.5,3009.9275096811707
GAGE-1,3809.5,3132.2015636927945
GAGE-1,3810.5,3004.676846890365
GAGE-1,3811.5,2806.069720167888
GAGE-1,3812.5,3242.2557261444986
GAGE-1,3813.5,2785.7659045091855
GAGE-1,3814.5,3148.492381234168
GAGE-1,3815.5,3219.612169631732
GAGE-1,3816.5,3067.9038382243375
GAGE-1,3817.5,3140.2240160482784
GAGE-1,3818.5,3032.7824256575636
GAGE-1,3819.5,2790.13772729577
GAGE-1,3820.5,3013.0334305811357
GAGE-1,3821.5,3195.601149070504
GAGE-1,3822.5,3064.640598137093
GAGE-1,3823.5,3162.3867216247554
GAGE-1,3824.5,3373.166575304258
GAGE-1,3825.5,3337.956608544335
GAGE-1,3826.5,2583.745179832893
GAGE-1,3827.5,2975.9351084934437
GAGE-1,3828.5,3109.9196766238133
GAGE-1,3829.5,2990.6229094705927
GAGE-1,3830.5,2800.5659441634507
GAGE-1,3831.5,2805.8291889660927
GAGE-1,3832.5,2796.193476700202
GAGE-1,3833.5,3382.5872222154353
GAGE-1,3834.5,2710.978825095321
GAGE-1,3835.5,2992.3911523391507
GAGE-1,3836.5,3188.360464772788
GAGE-1,3837.5,3233.2830693506003
GAGE-1,3838.5,3723.0873680458817
GAGE-1,3839.5,2758.6802215651137
GAGE-1,3840.5,2799.2758586702025
GAGE-1,3841.5,2650.421657011838
GAGE-1,3842.5,3105.94287489329
GAGE-1,3843.5,3363.41349672023
GAGE-1,3844.5,3023.45763196081
GAGE-1,3845.5,3237.4856650031293
GAGE-1,3846.5,2490.6813848773895
GAGE-1,3847.5,3001.327669392772
GAGE-1,3848.5,3284.039557351837
GAGE-1,3849.5,3076.591139719953
GAGE-1,3850.5,2752.2862937018213
GAGE-1,3851.5,3209.735583558448
GAGE-1,3852.5,3208.581608354086
GAGE-1,3853.5,2539.29798759435
GAGE-1,3854.5,2707.0248478997187
GAGE-1,3855.5,3281.200095348755
GAGE-1,3856.5,3356.034341093715
GAGE-1,3857.5,3015.2828035117873
GAGE-1,3858.5,2944.4302593752795
GAGE-1,3859.5,3257.1717715242216
GAGE-1,3860.5,3128.6694267693997
GAGE-1,3861.5,2962.4943917314004
GAGE-1,3862.5,3175.633447864253
GAGE-1,3863.5,3078.301228169224
GAGE-1,3864.5,3133.95837787493
GAGE-1,3865.5,3015.6460295548636
GAGE-1,3866.5,2672.090935942456
GAGE-1,3867.5,3295.3503544970854
GAGE-1,3868.5,2739.069946261922
GAGE-1,3869.5,2879.199956064918
GAGE-1,3870.5,2809.5044658078145
GAGE-1,3871.5,2659.4538157387456
GAGE-1,3872.5,2377.0699031445456
GAGE-1,3873.5,2832.986372423203
GAGE-1,3874.5,3028.9999887001086
GAGE-1,3875.5,2620.4537412926925
GAGE-1,3876.5,2830.5670616662333
GAGE-1,3877.5,3084.3927735924317
GAGE-1,3878.5,2690.091159871259
GAGE-1,3879.5,3034.420413691734
GAGE-1,3880.5,2868.4095970492626
GAGE-1,3881.5,2859.9857106437194
GAGE-1,3882.5,2753.0105575780126
GAGE-1,3883.5,3187.957639771802
GAGE-1,3884.5,3339.7999198683365
GAGE-1,3885.5,2961.960842004396
GAGE-1,3886.5,2887.417777395221
GAGE-1,3887.5,2927.1323229433665
GAGE-1,3888.5,3534.845752842198
GAGE-1,3889.5,3218.017117185361
GAGE-1,3890.5,2573.3450722307603
GAGE-1,3891.5,3048.6911185739264
GAGE-1,3892.5,2215.8495316439853
GAGE-1,3893.5,2394.80849200698
GAGE-1,3894.5,3029.863455543254
GAGE-1,3895.5,2861.5542117818454
GAGE-1,3896.5,3263.9738876338597
GAGE-1,3897.5,3371.012742611698
GAGE-1,3898.5,2813.766860795357
GAGE-1,3899.5,3332.8717054838903
GAGE-1,3900.5,3477.4397056820026
GAGE-1,3901.5,2640.018863952315
GAGE-1,3902.5,2586.1378647464417
GAGE-1,3903.5,2567.557735691137
GAGE-1,3904.5,2961.7341018604957
GAGE-1,3905.5,2510.881185562908
GAGE-1,3906.5,2905.221412745366
GAGE-1,3907.5,2859.6355751854867
GAGE-1,3908.5,2945.969596041225
GAGE-1,3909.5,3203.6509369603145
GAGE-1,3910.5,2692.328403691147
GAGE-1,3911.5,2551.5852947259245
GAGE-1,3912.5,2902.8791874109893
GAGE-1,3913.5,2409.822812452138
GAGE-1,3914.5,2710.1088611545583
GAGE-1,3915.5,2552.044928240917
GAGE-1,3916.5,2897.1676068709453
GAGE-1,3917.5,3004.629835069308
GAGE-1,3918.5,3321.1107751856052
GAGE-1,3919.5,2318.0102762133615
GAGE-1,3920.5,2920.6278964683734
GAGE-1,3921.5,2418.294611081416
GAGE-1,3922.5,2828.5698422182822
GAGE-1,3923.5,2579.349734197426
GAGE-1,3924.5,2535.0344233909786
GAGE-1,3925.5,2319.7279914028945
GAGE-1,3926.5,2388.1018821546695
GAGE-1,3927.5,2969.817960550762
GAGE-1,3928.5,2552.1937717002306
GAGE-1,3929.5,2261.19008383216
GAGE-1,3930.5,2898.2757024770526
GAGE-1,3931.5,2666.98309513042
GAGE-1,3932.5,2630.6746968328216
GAGE-1,3933.5,2465.71213216696
GAGE-1,3934.5,2842.496267301142
GAGE-1,3935.5,2158.04275227185
GAGE-1,3936.5,2509.870691368063
GAGE-1,3937.5,2284.6061571456476
GAGE-1,3938.5,2468.9594976490303
GAGE-1,3939.5,2305.9986401972164
GAGE-1,3940.5,2573.042171954472
GAGE-1,3941.5,2432.1534130768177
GAGE-1,3942.5,2538.953256712926
GAGE-1,3943.5,2440.094747368198
GAGE-1,3944.5,2463.081199256475
GAGE-1,3945.5,2604.308998027522
GAGE-1,3946.5,2497.93447054695
GAGE-1,3947.5,2627.073232621228
GAGE-1,3948.5,2840.1005006801565
GAGE-1,3949.5,2464.5256869803416
GAGE-1,3950.5,2553.4077478991453
GAGE-1,3951.5,2542.204555936764
GAGE-1,3952.5,2447.4671413139536
GAGE-1,3953.5,2375.907842700859
GAGE-1,3954.5,2216.031058834862
GAGE-1,3955.5,2599.636088215276
GAGE-1,3956.5,2133.8650033306385
GAGE-1,3957.5,2572.553558000145
GAGE-1,3958.5,2143.4963915951394
GAGE-1,3959.5,2266.567874000851
GAGE-1,3960.5,2285.5434224759742
GAGE-1,3961.5,2250.099366188801
GAGE-1,3962.5,2597.587572903649
GAGE-1,3963.5,2355.8122058427193
GAGE-1,3964.5,2482.525956970782
GAGE-1,3965.5,2579.008405786906
GAGE-1,3966.5,2241.236158797634
GAGE-1,3967.5,2428.171696103969
GAGE-1,3968.5,2615.6239376316817
GAGE-1,3969.5,2029.021107352701
GAGE-1,3970.5,2054.8170819607517
GAGE-1,3971.5,2439.4837953985293
GAGE-1,3972.5,2956.613089006279
GAGE-1,3973.5,2125.730641405832
GAGE-1,3974.5,2306.7989760485607
GAGE-1,3975.5,1870.5886142717254
GAGE-1,3976.5,2035.8939677528424
GAGE-1,3977.5,2051.627736750009
GAGE-1,3978.5,2695.527631521825
GAGE-1,3979.5,2295.599075491745
GAGE-1,3980.5,2392.8941035162516
GAGE-1,3981.5,2154.934649123208
GAGE-1,3982.5,2302.083563420747
GAGE-1,3983.5,1779.0988074652605
GAGE-1,3984.5,1967.7658009627944
GAGE-1,3985.5,2109.265871041653
GAGE-1,3986.5,2314.547370374764
GAGE-1,3987.5,2551.292137764008
GAGE-1,3988.5,1553.527987121833
GAGE-1,3989.5,2200.54801902428
GAGE-1,3990.5,2211.8486395853824
GAGE-1,3991.5,2220.437451364429
GAGE-1,3992.5,2051.146808876284
GAGE-1,3993.5,2398.7162081958963
GAGE-1,3994.5,1934.0675194683254
GAGE-1,3995.5,2554.634373243001
GAGE-1,3996.5,2344.1028526094215
GAGE-1,3997.5,1906.692962586366
GAGE-1,3998.5,1849.2456165317894
GAGE-1,3999.5,2062.9303449277854
GAGE-1,4000.5,2010.4353678024108
GAGE-1,4001.5,2234.1697893258524
GAGE-1,4002.5,2690.334877051969
GAGE-1,4003.5,2172.226292802412
GAGE-1,4004.5,2106.3413969804265
GAGE-1,4005.5,1703.1988844346265
GAGE-1,4006.5,1952.5618263809802
GAGE-1,4007.5,2265.1467442449502
GAGE-1,4008.5,2008.3656445490287
GAGE-1,4009.5,1805.6047831357334
GAGE-1,4010.5,1832.739921512898
GAGE-1,4011.5,2266.3992117540547
GAGE-1,4012.5,1764.8681421276217
GAGE-1,4013.5,2053.171785948011
GAGE-1,4014.5,2203.9604121970438
GAGE-1,4015.5,2054.134295262703
GAGE-1,4016.5,1816.5411097923877
GAGE-1,4017.5,2470.8144418359275
GAGE-1,4018.5,1989.6279303110537
GAGE-1,4019.5,2070.674580665234
GAGE-1,4020.5,1984.3420725938524
GAGE-1,4021.5,1886.0710639026652
GAGE-1,4022.5,2114.5097886186463
GAGE-1,4023.5,1763.3797586718902
GAGE-1,4024.5,1823.2071257645525
GAGE-1,4025.5,1913.6753432113762
GAGE-1,4026.5,2049.3501930708017
GAGE-1,4027.5,2261.8749520079004
GAGE-1,4028.5,1746.5059252128153
GAGE-1,4029.5,1923.7127415107882
GAGE-1,4030.5,2128.8514126946075
GAGE-1,4031.5,1615.5655837801378
GAGE-1,4032.5,1868.1963594227964
GAGE-1,4033.5,1860.4697782705043
GAGE-1,4034.5,1473.0964973855978
GAGE-1,4035.5,2018.5584821375521
GAGE-1,4036.5,2255.3103430434467
GAGE-1,4037.5,1992.5058239036155
GAGE-1,4038.5,1930.1836408131987
GAGE-1,4039.5,1437.6255984854984
GAGE-1,4040.5,2175.0534687727536
GAGE-1,4041.5,2205.1569597675953
GAGE-1,4042.5,2031.9644453189408
GAGE-1,4043.5,1738.175811877463
GAGE-1,4044.5,1969.6371694092682
GAGE-1,4045.5,2008.4964303753172
GAGE-1,4046.5,2338.107579410888
GAGE-1,4047.5,1762.755626865724
GAGE-1,4048.5,2351.4791060825683
GAGE-1,4049.5,2310.6535144695126
GAGE-1,4050.5,2215.249271153391
GAGE-1,4051.5,2002.3883338175644
GAGE-1,4052.5,2216.8781967006666
GAGE-1,4053.5,2012.9635930342222
GAGE-1,4054.5,2089.3941807250703
GAGE-1,4055.5,2239.826341526268
GAGE-1,4056.5,2269.9018245069096
GAGE-1,4057.5,1836.8842553788456
GAGE-1,4058.5,2336.323902798049
GAGE-1,4059.5,2054.5674135727063
GAGE-1,4060.5,2077.707748043506
GAGE-1,4061.5,2088.6887304743295
GAGE-1,4062.5,1924.6234066763159
GAGE-1,4063.5,2077.5148915063546
GAGE-1,4064.5,2106.0256813048527
GAGE-1,4065.5,1833.1921209989382
GAGE-1,4066.5,1666.9836273460683
GAGE-1,4067.5,2431.4527121715555
GAGE-1,4068.5,2094.7930856038097
GAGE-1,4069.5,2019.6522958214657
GAGE-1,4070.5,2287.060121795401
GAGE-1,4071.5,2193.894015792365
GAGE-1,4072.5,2026.2024049777438
GAGE-1,4073.5,2384.098707194573
GAGE-1,4074.5,2149.602142993745
GAGE-1,4075.5,2118.441893490769
GAGE-1,4076.5,2191.9504596649454
GAGE-1,4077.5,1880.7310162746119
GAGE-1,4078.5,2266.1496446923093
GAGE-1,4079.5,2350.2026817410842
GAGE-1,4080.5,2360.7349443451085
GAGE-1,4081.5,1754.9365480742576
GAGE-1,4082.5,1912.9298592141215
GAGE-1,4083.5,2486.712633567819
GAGE-1,4084.5,2112.2984727551197
GAGE-1,4085.5,2066.1171722425297
GAGE-1,4086.5,1638.7476455250144
GAGE-1,4087.5,1783.2509345836297
GAGE-1,4088.5,2303.5687640919136
GAGE-1,4089.5,2625.430172040146
GAGE-1,4090.5,1717.7074571103742
GAGE-1,4091.5,2437.1041231700992
GAGE-1,4092.5,2494.720212810815
GAGE-1,4093.5,2305.4408886822876
GAGE-1,4094.5,2095.126951298028
GAGE-1,4095.5,1732.2214026377787
GAGE-1,4096.5,2231.7971329600373
GAGE-1,4097.5,2117.8028855625967
GAGE-1,4098.5,2594.0729940020387
GAGE-1,4099.5,1651.8029655785708
GAGE-1,4100.5,2324.226968110345
GAGE-1,4101.5,2171.912915828221
GAGE-1,4102.5,2559.53238720604
GAGE-1,4103.5,2067.792640062579
GAGE-1,4104.5,2067.2102911727193
GAGE-1,4105.5,2108.3804304569917
GAGE-1,4106.5,2369.2822725655406
GAGE-1,4107.5,2153.2694124813984
GAGE-1,4108.5,2030.2799774654372
GAGE-1,4109.5,2608.926901285659
GAGE-1,4110.5,1997.3462959950684
GAGE-1,4111.5,2307.9362603955865
GAGE-1,4112.5,2393.66284619344
GAGE-1,4113.5,2407.2128319739923
GAGE-1,4114.5,2086.8015477447907
GAGE-1,4115.5,2740.378041479392
GAGE-1,4116.5,2603.8538847024524
GAGE-1,4117.5,2804.100732344003
GAGE-1,4118.5,2702.8180197248084
GAGE-1,4119.5,2565.985224871918
GAGE-1,4120.5,2118.2097468086295
GAGE-1,4121.5,2827.241183831445
GAGE-1,4122.5,2336.595586303907
GAGE-1,4123.5,2287.3077818257043
GAGE-1,4124.5,2272.3263987007977
GAGE-1,4125.5,1980.5156190311081
GAGE-1,4126.5,2567.843053012458
GAGE-1,4127.5,2268.7324857907624
GAGE-1,4128.5,2377.1131763752655
GAGE-1,4129.5,2396.971266256098
GAGE-1,4130.5,2275.5850242277243
GAGE-1,4131.5,2222.4432515880176
GAGE-1,4132.5,2477.644836056736
GAGE-1,4133.5,2596.818593747258
GAGE-1,4134.5,2602.113701726838
GAGE-1,4135.5,2331.2493534414
GAGE-1,4136.5,2437.688623380593
GAGE-1,4137.5,2407.5466109690974
GAGE-1,4138.5,2618.7545777578976
GAGE-1,4139.5,2521.6674318375285
GAGE-1,4140.5,2568.351423469364
GAGE-1,4141.5,2438.7664988558986
GAGE-1,4142.5,2606.3946526788345
GAGE-1,4143.5,2615.777327685404
GAGE-1,4144.5,2726.238872596253
GAGE-1,4145.5,2415.3456360145624
GAGE-1,4146.5,2837.064532559053
GAGE-1,4147.5,2607.0258336840793
GAGE-1,4148.5,2216.4343728458125
GAGE-1,4149.5,2665.1545307267056
GAGE-1,4150.5,2786.4100867077127
GAGE-1,4151.5,2703.359223103752
GAGE-1,4152.5,2694.8035807473107
GAGE-1,4153.5,2251.3946452973905
GAGE-1,4154.5,2487.4351783121188
GAGE-1,4155.5,2187.690837714211
GAGE-1,4156.5,2445.322197094959
GAGE-1,4157.5,2922.296097573568
GAGE-1,4158.5,2808.81314877133
GAGE-1,4159.5,2689.593016971431
GAGE-1,4160.5,2921.4763437867896
GAGE-1,4161.5,2474.454612147211
GAGE-1,4162.5,2731.9017324187657
GAGE-1,4163.5,2728.479820683346
GAGE-1,4164.5,3178.9263220022785
GAGE-1,4165.5,2302.6822774718735
GAGE-1,4166.5,2311.4569644179637
GAGE-1,4167.5,2825.5302941397904
GAGE-1,4168.5,2592.0183968818055
GAGE-1,4169.5,3100.5458327046067
GAGE-1,4170.5,2458.489144498773
GAGE-1,4171.5,2942.602087468303
GAGE-1,4172.5,3335.7867880384333
GAGE-1,4173.5,2550.5458938246034
GAGE-1,4174.5,2731.041645251778
GAGE-1,4175.5,2478.593639365038
GAGE-1,4176.5,2527.1801781230624
GAGE-1,4177.5,2577.635234062682
GAGE-1,4178.5,2826.8718395471633
GAGE-1,4179.5,2759.5308075209805
GAGE-1,4180.5,2802.1133332585605
GAGE-1,4181.5,2823.2369584766216
GAGE-1,4182.5,2809.7773676967386
GAGE-1,4183.5,2950.4664216636497
GAGE-1,4184.5,2690.1141411651015
GAGE-1,4185.5,2879.2660038983395
GAGE-1,4186.5,2376.491632310225
GAGE-1,4187.5,2792.3649634840986
GAGE-1,4188.5,2584.0877828202692
GAGE-1,4189.5,2494.4103556233285
GAGE-1,4190.5,2518.9761328754985
GAGE-1,4191.5,2398.6476064083436
GAGE-1,4192.5,2362.7172784357995
GAGE-1,4193.5,3161.277374838554
GAGE-1,4194.5,2677.4757957438146
GAGE-1,4195.5,3008.6010497913685
GAGE-1,4196.5,2720.2289316967567
GAGE-1,4197.5,2724.6420274102034
GAGE-1,4198.5,2577.1889900758592
GAGE-1,4199.5,2914.4339901627395
GAGE-1,4200.5,2900.8539072430062
GAGE-1,4201.5,2387.587894594115
GAGE-1,4202.5,2805.2359795395078
GAGE-1,4203.5,3152.267441135184
GAGE-1,4204.5,3003.6849907787273
GAGE-1,4205.5,2522.5569501921623
GAGE-1,4206.5,2651.2716872588726
GAGE-1,4207.5,2846.0172437537026
GAGE-1,4208.5,2752.10105797464
GAGE-1,4209.5,3125.153649926048
GAGE-1,4210.5,2912.867933229278
GAGE-1,4211.5,2537.5619979459043
GAGE-1,4212.5,2529.215000497554
GAGE-1,4213.5,3201.4368295882878
GAGE-1,4214.5,2895.8245438231206
GAGE-1,4215.5,3034.0302572984715
GAGE-1,4216.5,2560.7081400103843
GAGE-1,4217.5,2392.974608525005
GAGE-1,4218.5,3058.2104725508343
GAGE-1,4219.5,2809.0781775387495
GAGE-1,4220.5,2973.0491037456964
GAGE-1,4221.5,2699.3128977355273
GAGE-1,4222.5,2698.7799375700583
GAGE-1,4223.5,2540.2908710799416
GAGE-1,4224.5,2640.675739023385
GAGE-1,4225.5,2759.557062091429
GAGE-1,4226.5,2642.4912248543446
GAGE-1,4227.5,2598.038487097134
GAGE-1,4228.5,3228.029963082677
GAGE-1,4229.5,2861.51751934639
GAGE-1,4230.5,2865.1695935589364
GAGE-1,4231.5,2854.824642431125
GAGE-1,4232.5,2449.747794821686
GAGE-1,4233.5,2501.275599904899
GAGE-1,4234.5,3094.152639600738
GAGE-1,4235.5,2845.3577841242222
GAGE-1,4236.5,2666.9193265592553
GAGE-1,4237.5,2669.35483763854
GAGE-1,4238.5,2762.2254732824895
GAGE-1,4239.5,2923.2629809475334
GAGE-1,4240.5,3095.9697630002174
GAGE-1,4241.5,2524.6764816170667
GAGE-1,4242.5,2652.8318770785595
GAGE-1,4243.5,2797.047502609474
GAGE-1,4244.5,3237.881537125318
GAGE-1,4245.5,2514.91644378402
GAGE-1,4246.5,3022.444868770623
GAGE-1,4247.5,2421.2617075665557
GAGE-1,4248.5,2965.5220073425803
GAGE-1,4249.5,2345.7273375406894
GAGE-1,4250.5,2281.118133810942
GAGE-1,4251.5,2920.394134612434
GAGE-1,4252.5,2553.3717966747495
GAGE-1,4253.5,2638.326850497845
GAGE-1,4254.5,2581.951972602043
GAGE-1,4255.5,3032.6857954259235
GAGE-1,4256.5,2138.458137951796
GAGE-1,4257.5,2876.984748384284
GAGE-1,4258.5,2585.1167142974077
GAGE-1,4259.5,2540.829272941381
GAGE-1,4260.5,2581.5185362080992
GAGE-1,4261.5,2581.2350438868425
GAGE-1,4262.5,2871.979129791824
GAGE-1,4263.5,2735.9795539350007
GAGE-1,4264.5,2055.1061139160247
GAGE-1,4265.5,2105.7617315378443
GAGE-1,4266.5,2418.9228780004037
GAGE-1,4267.5,2185.2885877003673
GAGE-1,4268.5,2822.6782754526193
GAGE-1,4269.5,2332.050638813575
GAGE-1,4270.5,2508.138356278287
GAGE-1,4271.5,2489.8606373396287
GAGE-1,4272.5,2684.911566997351
GAGE-1,4273.5,3168.810452606209
GAGE-1,4274.5,2617.9061207144387
GAGE-1,4275.5,2470.58871247578
GAGE-1,4276.5,2536.3436068240217
GAGE-1,4277.5,2406.6425452890708
GAGE-1,4278.5,2321.3183727726946
GAGE-1,4279.5,2182.106478691131
GAGE-1,4280.5,2330.317635904204
GAGE-1,4281.5,2528.2753309052005
GAGE-1,4282.5,1870.3085538159962
GAGE-1,4283.5,2763.1257981639847
GAGE-1,4284.5,2264.2436217011846
GAGE-1,4285.5,2481.224695821583
GAGE-1,4286.5,2089.127040685752
GAGE-1,4287.5,2016.0830886920378
GAGE-1,4288.5,2385.0978237840986
GAGE-1,4289.5,1953.9432105593726
GAGE-1,4290.5,2296.984127317025
GAGE-1,4291.5,2318.7029870708807
GAGE-1,4292.5,2246.7371470447506
GAGE-1,4293.5,2269.6791134058317
GAGE-1,4294.5,1913.2233742415096
GAGE-1,4295.5,2782.0972807055596
GAGE-1,4296.5,2438.9603912315315
GAGE-1,4297.5,1842.5035529192119
GAGE-1,4298.5,2749.5590314508563
GAGE-1,4299.5,2325.5700942359585
GAGE-1,4300.5,2846.5608993288615
GAGE-1,4301.5,2308.181974914416
GAGE-1,4302.5,2378.0384044312336
GAGE-1,4303.5,2190.2948564713433
GAGE-1,4304.5,2088.528669882042
GAGE-1,4305.5,2076.5434410443067
GAGE-1,4306.5,2016.326276691923
GAGE-1,4307.5,2139.440996895087
GAGE-1,4308.5,2190.8370916609933
GAGE-1,4309.5,2276.11139158846
GAGE-1,4310.5,2176.8468374094946
GAGE-1,4311.5,1905.0296012997962
GAGE-1,4312.5,2094.6773716687267
GAGE-1,4313.5,2355.31827999483
GAGE-1,4314.5,2547.595105340649
GAGE-1,4315.5,2054.186028498355
GAGE-1,4316.5,2233.4606283233434
GAGE-1,4317.5,1823.4298194804635
GAGE-1,4318.5,1589.2343894972264
GAGE-1,4319.5,1762.0841063183987
GAGE-1,4320.5,1819.457413039475
GAGE-1,4321.5,2304.342782475002
GAGE-1,4322.5,2027.9532439637235
GAGE-1,4323.5,2226.7409819053364
GAGE-1,4324.5,2057.4072536428353
GAGE-1,4325.5,2274.5970619769496
GAGE-1,4326.5,1920.4066411554809
GAGE-1,4327.5,1586.1073968778164
GAGE-1,4328.5,1759.8023024840566
GAGE-1,4329.5,1901.1753748721853
GAGE-1,4330.5,2013.6910633695798
