time,HEADWATER,TAILWATER,GAGE-1
3652.500000000,-1291.993140279780,-945.9384155599412,2715.092735719410
3683.500000000,-1172.830988611869,-872.1759284926584,2524.231565220307
3712.500000000,-1246.527920046816,-936.8406412912673,2660.184456481478
3743.500000000,-1386.239880616449,-1045.774273116094,2905.600854724138
3773.500000000,-1502.183911431345,-1132.379099929425,3105.947732387237
3804.500000000,-1539.486635447804,-1152.605469285071,3163.468800414700
3834.500000000,-1540.325103005933,-1153.950168362906,3165.574388368926
3865.500000000,-1280.926602866885,-925.6033564809850,2685.305699801858
3896.500000000,-1028.495468855913,-716.0561451379488,2229.173405792878
3926.500000000,-774.7055537505200,-509.9644978441100,1774.558623867720
3957.500000000,-568.2143256904490,-346.3929343348040,1408.117907042506
3987.500000000,-467.2969725507539,-265.4926214522675,1227.408399579039
4018.500000000,-489.0059467007548,-279.0496282628921,1261.108584705539
4049.500000000,-619.8311712919740,-376.4305010108106,1485.679677299344
4077.500000000,-808.9937943626983,-520.1368926180647,1813.961202678967
4108.500000000,-1033.268460331985,-687.1198026273930,2200.510953124025
4138.500000000,-1205.771782870548,-811.1183534302429,2493.896210622851
4169.500000000,-1283.951093080175,-856.1249052988034,2616.506050272068
4199.500000000,-1285.631300574553,-859.1877380904923,2621.064648325973
4230.500000000,-1075.577445634905,-656.0197706589099,2214.787532931875
4261.500000000,-839.9642505180004,-455.4228233850158,1784.193699526411
4291.500000000,-599.2931641185742,-256.2961323629436,1349.471017893886
4322.500000000,-403.8400259254864,-98.40230563515638,999.5803031109494
4352.500000000,-312.6187069663268,-24.82127686513813,835.8215190789675
4383.500000000,-397.5551868217979,-90.29495491087937,983.4847533886275
