,sidx,idx_strs,pargp4,parval1_4,4
0,"(1, 39, 8)",idx0:1_idx1:39_idx2:8,ghbcond_cn,1.0,1.0
1,"(2, 39, 13)",idx0:2_idx1:39_idx2:13,ghbcond_cn,1.0,1.0
2,"(1, 39, 11)",idx0:1_idx1:39_idx2:11,ghbcond_cn,1.0,1.0
3,"(1, 39, 14)",idx0:1_idx1:39_idx2:14,ghbcond_cn,1.0,1.0
4,"(0, 39, 9)",idx0:0_idx1:39_idx2:9,ghbcond_cn,1.0,1.0
5,"(2, 39, 5)",idx0:2_idx1:39_idx2:5,ghbcond_cn,1.0,1.0
6,"(0, 39, 6)",idx0:0_idx1:39_idx2:6,ghbcond_cn,1.0,1.0
7,"(0, 39, 12)",idx0:0_idx1:39_idx2:12,ghbcond_cn,1.0,1.0
8,"(2, 39, 11)",idx0:2_idx1:39_idx2:11,ghbcond_cn,1.0,1.0
9,"(2, 39, 8)",idx0:2_idx1:39_idx2:8,ghbcond_cn,1.0,1.0
10,"(2, 39, 14)",idx0:2_idx1:39_idx2:14,ghbcond_cn,1.0,1.0
11,"(1, 39, 6)",idx0:1_idx1:39_idx2:6,ghbcond_cn,1.0,1.0
12,"(1, 39, 9)",idx0:1_idx1:39_idx2:9,ghbcond_cn,1.0,1.0
13,"(1, 39, 12)",idx0:1_idx1:39_idx2:12,ghbcond_cn,1.0,1.0
14,"(0, 39, 7)",idx0:0_idx1:39_idx2:7,ghbcond_cn,1.0,1.0
15,"(2, 39, 9)",idx0:2_idx1:39_idx2:9,ghbcond_cn,1.0,1.0
16,"(0, 39, 10)",idx0:0_idx1:39_idx2:10,ghbcond_cn,1.0,1.0
17,"(2, 39, 6)",idx0:2_idx1:39_idx2:6,ghbcond_cn,1.0,1.0
18,"(2, 39, 12)",idx0:2_idx1:39_idx2:12,ghbcond_cn,1.0,1.0
19,"(0, 39, 13)",idx0:0_idx1:39_idx2:13,ghbcond_cn,1.0,1.0
20,"(1, 39, 10)",idx0:1_idx1:39_idx2:10,ghbcond_cn,1.0,1.0
21,"(1, 39, 7)",idx0:1_idx1:39_idx2:7,ghbcond_cn,1.0,1.0
22,"(1, 39, 13)",idx0:1_idx1:39_idx2:13,ghbcond_cn,1.0,1.0
23,"(0, 39, 5)",idx0:0_idx1:39_idx2:5,ghbcond_cn,1.0,1.0
24,"(2, 39, 10)",idx0:2_idx1:39_idx2:10,ghbcond_cn,1.0,1.0
25,"(2, 39, 7)",idx0:2_idx1:39_idx2:7,ghbcond_cn,1.0,1.0
26,"(0, 39, 8)",idx0:0_idx1:39_idx2:8,ghbcond_cn,1.0,1.0
27,"(0, 39, 14)",idx0:0_idx1:39_idx2:14,ghbcond_cn,1.0,1.0
28,"(1, 39, 5)",idx0:1_idx1:39_idx2:5,ghbcond_cn,1.0,1.0
29,"(0, 39, 11)",idx0:0_idx1:39_idx2:11,ghbcond_cn,1.0,1.0
