,sidx,idx_strs,pargp3,parval1_3,3
0,"(1, 39, 8)",idx0:1_idx1:39_idx2:8,ghbhead_cn,0.0,0.0
1,"(2, 39, 13)",idx0:2_idx1:39_idx2:13,ghbhead_cn,0.0,0.0
2,"(1, 39, 11)",idx0:1_idx1:39_idx2:11,ghbhead_cn,0.0,0.0
3,"(1, 39, 14)",idx0:1_idx1:39_idx2:14,ghbhead_cn,0.0,0.0
4,"(0, 39, 9)",idx0:0_idx1:39_idx2:9,ghbhead_cn,0.0,0.0
5,"(2, 39, 5)",idx0:2_idx1:39_idx2:5,ghbhead_cn,0.0,0.0
6,"(0, 39, 6)",idx0:0_idx1:39_idx2:6,ghbhead_cn,0.0,0.0
7,"(0, 39, 12)",idx0:0_idx1:39_idx2:12,ghbhead_cn,0.0,0.0
8,"(2, 39, 11)",idx0:2_idx1:39_idx2:11,ghbhead_cn,0.0,0.0
9,"(2, 39, 8)",idx0:2_idx1:39_idx2:8,ghbhead_cn,0.0,0.0
10,"(2, 39, 14)",idx0:2_idx1:39_idx2:14,ghbhead_cn,0.0,0.0
11,"(1, 39, 6)",idx0:1_idx1:39_idx2:6,ghbhead_cn,0.0,0.0
12,"(1, 39, 9)",idx0:1_idx1:39_idx2:9,ghbhead_cn,0.0,0.0
13,"(1, 39, 12)",idx0:1_idx1:39_idx2:12,ghbhead_cn,0.0,0.0
14,"(0, 39, 7)",idx0:0_idx1:39_idx2:7,ghbhead_cn,0.0,0.0
15,"(2, 39, 9)",idx0:2_idx1:39_idx2:9,ghbhead_cn,0.0,0.0
16,"(0, 39, 10)",idx0:0_idx1:39_idx2:10,ghbhead_cn,0.0,0.0
17,"(2, 39, 6)",idx0:2_idx1:39_idx2:6,ghbhead_cn,0.0,0.0
18,"(2, 39, 12)",idx0:2_idx1:39_idx2:12,ghbhead_cn,0.0,0.0
19,"(0, 39, 13)",idx0:0_idx1:39_idx2:13,ghbhead_cn,0.0,0.0
20,"(1, 39, 10)",idx0:1_idx1:39_idx2:10,ghbhead_cn,0.0,0.0
21,"(1, 39, 7)",idx0:1_idx1:39_idx2:7,ghbhead_cn,0.0,0.0
22,"(1, 39, 13)",idx0:1_idx1:39_idx2:13,ghbhead_cn,0.0,0.0
23,"(0, 39, 5)",idx0:0_idx1:39_idx2:5,ghbhead_cn,0.0,0.0
24,"(2, 39, 10)",idx0:2_idx1:39_idx2:10,ghbhead_cn,0.0,0.0
25,"(2, 39, 7)",idx0:2_idx1:39_idx2:7,ghbhead_cn,0.0,0.0
26,"(0, 39, 8)",idx0:0_idx1:39_idx2:8,ghbhead_cn,0.0,0.0
27,"(0, 39, 14)",idx0:0_idx1:39_idx2:14,ghbhead_cn,0.0,0.0
28,"(1, 39, 5)",idx0:1_idx1:39_idx2:5,ghbhead_cn,0.0,0.0
29,"(0, 39, 11)",idx0:0_idx1:39_idx2:11,ghbhead_cn,0.0,0.0
