,sidx,idx_strs,xy,x,y,pargp9,parval1_9,9
0,"(20, 20, 15)",idx0:20_idx1:20_idx2:15,"(3875.0, 4875.0)",3875.0,4875.0,sfrcondgr,1.0,0.38570699352123261061109360525733791291713714599609375000000000000000000000000
1,"(0, 0, 15)",idx0:0_idx1:0_idx2:15,"(3875.0, 9875.0)",3875.0,9875.0,sfrcondgr,1.0,1.092654769301737660569528998166788369417190551757812500000000000000000000000
2,"(12, 12, 15)",idx0:12_idx1:12_idx2:15,"(3875.0, 6875.0)",3875.0,6875.0,sfrcondgr,1.0,3.25161373428900812854180912836454808712005615234375000000000000000000000000000
3,"(9, 9, 15)",idx0:9_idx1:9_idx2:15,"(3875.0, 7625.0)",3875.0,7625.0,sfrcondgr,1.0,3.405226359681077674679272604407742619514465332031250000000000000000000000000
4,"(13, 13, 15)",idx0:13_idx1:13_idx2:15,"(3875.0, 6625.0)",3875.0,6625.0,sfrcondgr,1.0,3.70706467621821156299688482249621301889419555664062500000000000000000000000000
5,"(35, 35, 15)",idx0:35_idx1:35_idx2:15,"(3875.0, 1125.0)",3875.0,1125.0,sfrcondgr,1.0,0.44608405572369302927171474948409013450145721435546875000000000000000000000000
6,"(16, 16, 15)",idx0:16_idx1:16_idx2:15,"(3875.0, 5875.0)",3875.0,5875.0,sfrcondgr,1.0,2.64167663994665780080595141043886542320251464843750000000000000000000000000000
7,"(39, 39, 15)",idx0:39_idx1:39_idx2:15,"(3875.0, 125.0)",3875.0,125.0,sfrcondgr,1.0,0.88692422887440358625354974719812162220478057861328125000000000000000000000000
8,"(17, 17, 15)",idx0:17_idx1:17_idx2:15,"(3875.0, 5625.0)",3875.0,5625.0,sfrcondgr,1.0,1.26008544182038528802536347939167171716690063476562500000000000000000000000000
9,"(5, 5, 15)",idx0:5_idx1:5_idx2:15,"(3875.0, 8625.0)",3875.0,8625.0,sfrcondgr,1.0,1.428863054265257392927424007211811840534210205078125000000000000000000000000
10,"(3, 3, 15)",idx0:3_idx1:3_idx2:15,"(3875.0, 9125.0)",3875.0,9125.0,sfrcondgr,1.0,2.602327098522409176695191490580327808856964111328125000000000000000000000000
11,"(31, 31, 15)",idx0:31_idx1:31_idx2:15,"(3875.0, 2125.0)",3875.0,2125.0,sfrcondgr,1.0,0.71609082053418604552064152812818065285682678222656250000000000000000000000000
12,"(14, 14, 15)",idx0:14_idx1:14_idx2:15,"(3875.0, 6375.0)",3875.0,6375.0,sfrcondgr,1.0,1.44144443307780201202206171728903427720069885253906250000000000000000000000000
13,"(18, 18, 15)",idx0:18_idx1:18_idx2:15,"(3875.0, 5375.0)",3875.0,5375.0,sfrcondgr,1.0,1.15871430318352564015071948233526200056076049804687500000000000000000000000000
14,"(22, 22, 15)",idx0:22_idx1:22_idx2:15,"(3875.0, 4375.0)",3875.0,4375.0,sfrcondgr,1.0,0.68926066663199014872276393361971713602542877197265625000000000000000000000000
15,"(19, 19, 15)",idx0:19_idx1:19_idx2:15,"(3875.0, 5125.0)",3875.0,5125.0,sfrcondgr,1.0,0.82074603051492267535849123305524699389934539794921875000000000000000000000000
16,"(23, 23, 15)",idx0:23_idx1:23_idx2:15,"(3875.0, 4125.0)",3875.0,4125.0,sfrcondgr,1.0,1.83964175694415654760405232082121074199676513671875000000000000000000000000000
17,"(1, 1, 15)",idx0:1_idx1:1_idx2:15,"(3875.0, 9625.0)",3875.0,9625.0,sfrcondgr,1.0,1.944764573427305354158534100861288607120513916015625000000000000000000000000
18,"(8, 8, 15)",idx0:8_idx1:8_idx2:15,"(3875.0, 7875.0)",3875.0,7875.0,sfrcondgr,1.0,6.296485337223790779148657748010009527206420898437500000000000000000000000000
19,"(27, 27, 15)",idx0:27_idx1:27_idx2:15,"(3875.0, 3125.0)",3875.0,3125.0,sfrcondgr,1.0,1.01633381196732930362713887006975710391998291015625000000000000000000000000000
20,"(10, 10, 15)",idx0:10_idx1:10_idx2:15,"(3875.0, 7375.0)",3875.0,7375.0,sfrcondgr,1.0,2.79570061478495368589847203111276030540466308593750000000000000000000000000000
21,"(36, 36, 15)",idx0:36_idx1:36_idx2:15,"(3875.0, 875.0)",3875.0,875.0,sfrcondgr,1.0,0.19588471672115953525761256059922743588685989379882812500000000000000000000000
22,"(21, 21, 15)",idx0:21_idx1:21_idx2:15,"(3875.0, 4625.0)",3875.0,4625.0,sfrcondgr,1.0,0.59379715454539583330273444516933523118495941162109375000000000000000000000000
23,"(38, 38, 15)",idx0:38_idx1:38_idx2:15,"(3875.0, 375.0)",3875.0,375.0,sfrcondgr,1.0,0.29094470162173996508059303778281901031732559204101562500000000000000000000000
24,"(2, 2, 15)",idx0:2_idx1:2_idx2:15,"(3875.0, 9375.0)",3875.0,9375.0,sfrcondgr,1.0,2.420828599689467175437584955943748354911804199218750000000000000000000000000
