,sidx,idx_strs,xy,x,y,pargp3,parval1_3,3
0,"(1, 39, 8)",idx0:1_idx1:39_idx2:8,"(2125.0, 125.0)",2125.0,125.0,ghbheadgr,0.0,-0.27719431627133417350705713033676147460937500000000000000000000000000000000
1,"(2, 39, 13)",idx0:2_idx1:39_idx2:13,"(3375.0, 125.0)",3375.0,125.0,ghbheadgr,0.0,-0.390183917618333708787758951075375080108642578125000000000000000000000000000
2,"(1, 39, 11)",idx0:1_idx1:39_idx2:11,"(2875.0, 125.0)",2875.0,125.0,ghbheadgr,0.0,-0.512092719237115190367148898076266050338745117187500000000000000000000000000
3,"(1, 39, 14)",idx0:1_idx1:39_idx2:14,"(3625.0, 125.0)",3625.0,125.0,ghbheadgr,0.0,-0.977552516019111195078039600048214197158813476562500000000000000000000000000
4,"(0, 39, 9)",idx0:0_idx1:39_idx2:9,"(2375.0, 125.0)",2375.0,125.0,ghbheadgr,0.0,-0.19930870524216715011789347045123577117919921875000000000000000000000000000
5,"(2, 39, 5)",idx0:2_idx1:39_idx2:5,"(1375.0, 125.0)",1375.0,125.0,ghbheadgr,0.0,-0.07985274947848353122026310302317142486572265625000000000000000000000000000
6,"(0, 39, 6)",idx0:0_idx1:39_idx2:6,"(1625.0, 125.0)",1625.0,125.0,ghbheadgr,0.0,0.041788785717297827204674831591546535491943359375000000000000000000000000000
7,"(0, 39, 12)",idx0:0_idx1:39_idx2:12,"(3125.0, 125.0)",3125.0,125.0,ghbheadgr,0.0,-1.497484466466897146119663375429809093475341796875000000000000000000000000000
8,"(2, 39, 11)",idx0:2_idx1:39_idx2:11,"(2875.0, 125.0)",2875.0,125.0,ghbheadgr,0.0,-0.254466061047088132340832089539617300033569335937500000000000000000000000000
9,"(2, 39, 8)",idx0:2_idx1:39_idx2:8,"(2125.0, 125.0)",2125.0,125.0,ghbheadgr,0.0,0.292306298320951896130281966179609298706054687500000000000000000000000000000
10,"(2, 39, 14)",idx0:2_idx1:39_idx2:14,"(3625.0, 125.0)",3625.0,125.0,ghbheadgr,0.0,0.0319914387844661973758775275200605392456054687500000000000000000000000000000
11,"(1, 39, 6)",idx0:1_idx1:39_idx2:6,"(1625.0, 125.0)",1625.0,125.0,ghbheadgr,0.0,-0.69350182316031272478085156762972474098205566406250000000000000000000000000
12,"(1, 39, 9)",idx0:1_idx1:39_idx2:9,"(2375.0, 125.0)",2375.0,125.0,ghbheadgr,0.0,-0.47727382924185945967110455967485904693603515625000000000000000000000000000
13,"(1, 39, 12)",idx0:1_idx1:39_idx2:12,"(3125.0, 125.0)",3125.0,125.0,ghbheadgr,0.0,-0.509110422752355518127842515241354703903198242187500000000000000000000000000
14,"(0, 39, 7)",idx0:0_idx1:39_idx2:7,"(1875.0, 125.0)",1875.0,125.0,ghbheadgr,0.0,-0.52004738728404120706727553624659776687622070312500000000000000000000000000
15,"(2, 39, 9)",idx0:2_idx1:39_idx2:9,"(2375.0, 125.0)",2375.0,125.0,ghbheadgr,0.0,0.301959941881102977845330315176397562026977539062500000000000000000000000000
16,"(0, 39, 10)",idx0:0_idx1:39_idx2:10,"(2625.0, 125.0)",2625.0,125.0,ghbheadgr,0.0,-0.860534300004113461568522325251251459121704101562500000000000000000000000000
17,"(2, 39, 6)",idx0:2_idx1:39_idx2:6,"(1625.0, 125.0)",1625.0,125.0,ghbheadgr,0.0,-0.09886705350347568810320808552205562591552734375000000000000000000000000000
18,"(2, 39, 12)",idx0:2_idx1:39_idx2:12,"(3125.0, 125.0)",3125.0,125.0,ghbheadgr,0.0,-0.137788926834099711982162261847406625747680664062500000000000000000000000000
19,"(0, 39, 13)",idx0:0_idx1:39_idx2:13,"(3375.0, 125.0)",3375.0,125.0,ghbheadgr,0.0,-1.033574456783057371467293705791234970092773437500000000000000000000000000000
20,"(1, 39, 10)",idx0:1_idx1:39_idx2:10,"(2625.0, 125.0)",2625.0,125.0,ghbheadgr,0.0,-0.608873800296834133405354805290699005126953125000000000000000000000000000000
21,"(1, 39, 7)",idx0:1_idx1:39_idx2:7,"(1875.0, 125.0)",1875.0,125.0,ghbheadgr,0.0,-0.60933461677094946651322970865294337272644042968750000000000000000000000000
22,"(1, 39, 13)",idx0:1_idx1:39_idx2:13,"(3375.0, 125.0)",3375.0,125.0,ghbheadgr,0.0,-0.418355419985909193769657576922327280044555664062500000000000000000000000000
