,sidx,idx_strs,pargp3,parval1_3,3
0,"(1, 39, 8)",idx0:1_idx1:39_idx2:8,ghbheadcn,0.0,-0.5427706574661286254013248253613710403442382812500000
1,"(2, 39, 13)",idx0:2_idx1:39_idx2:13,ghbheadcn,0.0,-0.5427706574661286254013248253613710403442382812500000
2,"(1, 39, 11)",idx0:1_idx1:39_idx2:11,ghbheadcn,0.0,-0.5427706574661286254013248253613710403442382812500000
3,"(1, 39, 14)",idx0:1_idx1:39_idx2:14,ghbheadcn,0.0,-0.5427706574661286254013248253613710403442382812500000
4,"(0, 39, 9)",idx0:0_idx1:39_idx2:9,ghbheadcn,0.0,-0.5427706574661286254013248253613710403442382812500000
5,"(2, 39, 5)",idx0:2_idx1:39_idx2:5,ghbheadcn,0.0,-0.5427706574661286254013248253613710403442382812500000
6,"(0, 39, 6)",idx0:0_idx1:39_idx2:6,ghbheadcn,0.0,-0.5427706574661286254013248253613710403442382812500000
7,"(0, 39, 12)",idx0:0_idx1:39_idx2:12,ghbheadcn,0.0,-0.5427706574661286254013248253613710403442382812500000
8,"(2, 39, 11)",idx0:2_idx1:39_idx2:11,ghbheadcn,0.0,-0.5427706574661286254013248253613710403442382812500000
9,"(2, 39, 8)",idx0:2_idx1:39_idx2:8,ghbheadcn,0.0,-0.5427706574661286254013248253613710403442382812500000
10,"(2, 39, 14)",idx0:2_idx1:39_idx2:14,ghbheadcn,0.0,-0.5427706574661286254013248253613710403442382812500000
11,"(1, 39, 6)",idx0:1_idx1:39_idx2:6,ghbheadcn,0.0,-0.5427706574661286254013248253613710403442382812500000
12,"(1, 39, 9)",idx0:1_idx1:39_idx2:9,ghbheadcn,0.0,-0.5427706574661286254013248253613710403442382812500000
13,"(1, 39, 12)",idx0:1_idx1:39_idx2:12,ghbheadcn,0.0,-0.5427706574661286254013248253613710403442382812500000
14,"(0, 39, 7)",idx0:0_idx1:39_idx2:7,ghbheadcn,0.0,-0.5427706574661286254013248253613710403442382812500000
15,"(2, 39, 9)",idx0:2_idx1:39_idx2:9,ghbheadcn,0.0,-0.5427706574661286254013248253613710403442382812500000
16,"(0, 39, 10)",idx0:0_idx1:39_idx2:10,ghbheadcn,0.0,-0.5427706574661286254013248253613710403442382812500000
17,"(2, 39, 6)",idx0:2_idx1:39_idx2:6,ghbheadcn,0.0,-0.5427706574661286254013248253613710403442382812500000
18,"(2, 39, 12)",idx0:2_idx1:39_idx2:12,ghbheadcn,0.0,-0.5427706574661286254013248253613710403442382812500000
19,"(0, 39, 13)",idx0:0_idx1:39_idx2:13,ghbheadcn,0.0,-0.5427706574661286254013248253613710403442382812500000
20,"(1, 39, 10)",idx0:1_idx1:39_idx2:10,ghbheadcn,0.0,-0.5427706574661286254013248253613710403442382812500000
21,"(1, 39, 7)",idx0:1_idx1:39_idx2:7,ghbheadcn,0.0,-0.5427706574661286254013248253613710403442382812500000
22,"(1, 39, 13)",idx0:1_idx1:39_idx2:13,ghbheadcn,0.0,-0.5427706574661286254013248253613710403442382812500000
23,"(0, 39, 5)",idx0:0_idx1:39_idx2:5,ghbheadcn,0.0,-0.5427706574661286254013248253613710403442382812500000
24,"(2, 39, 10)",idx0:2_idx1:39_idx2:10,ghbheadcn,0.0,-0.5427706574661286254013248253613710403442382812500000
25,"(2, 39, 7)",idx0:2_idx1:39_idx2:7,ghbheadcn,0.0,-0.5427706574661286254013248253613710403442382812500000
26,"(0, 39, 8)",idx0:0_idx1:39_idx2:8,ghbheadcn,0.0,-0.5427706574661286254013248253613710403442382812500000
27,"(0, 39, 14)",idx0:0_idx1:39_idx2:14,ghbheadcn,0.0,-0.5427706574661286254013248253613710403442382812500000
28,"(1, 39, 5)",idx0:1_idx1:39_idx2:5,ghbheadcn,0.0,-0.5427706574661286254013248253613710403442382812500000
29,"(0, 39, 11)",idx0:0_idx1:39_idx2:11,ghbheadcn,0.0,-0.5427706574661286254013248253613710403442382812500000
