time,HEADWATER,TAILWATER,GAGE-1
3652.500000000,-1446.649274942366,-1046.890705076801,2968.675721623144
3683.500000000,-1339.821312616402,-993.3508793626012,2809.666812334159
3712.500000000,-1428.711035424848,-1070.626769909979,2973.022775303572
3743.500000000,-1588.100260853111,-1195.646261823630,3253.745954676539
3773.500000000,-1719.808359940388,-1294.873344665979,3482.156556048844
3804.500000000,-1764.004677969875,-1320.003754867209,3551.428562753571
3834.500000000,-1764.957588473038,-1321.562379395427,3553.849318808008
3865.500000000,-1482.795271025943,-1072.152333158844,3030.559355773249
3896.500000000,-1205.849946146876,-842.3177618207651,2530.226613763411
3926.500000000,-927.2404456464719,-616.1128455031173,2031.223981352008
3957.500000000,-700.7759806214217,-436.9539406139475,1629.583306233096
3987.500000000,-590.7257298675185,-349.4905202213259,1433.260152776492
4018.500000000,-616.0333366041924,-367.0153089890284,1474.304660723571
4049.500000000,-729.4050674382860,-451.7739292606748,1669.128195060792
4077.500000000,-906.5055139207727,-586.0874093064031,1976.177760981543
4108.500000000,-1120.368855349983,-745.2402647938303,2344.645011786739
4138.500000000,-1284.467413149304,-862.8840843202290,2623.400888355608
4169.500000000,-1355.292945580160,-902.4263938674409,2733.302005577508
4199.500000000,-1356.792213629053,-905.1281593098751,2737.341157080860
4230.500000000,-1135.057817509402,-693.6605519787325,2311.238347905639
4261.500000000,-894.3783355862821,-489.3699784320615,1871.964428840785
4291.500000000,-649.3371786689728,-287.0962673490114,1429.794096924635
4322.500000000,-449.9195136977354,-126.4176077469719,1073.215102946369
4352.500000000,-355.3556427428609,-50.71050205201910,904.0227982484880
4383.500000000,-437.3914556174743,-114.6951775962721,1047.297524414696
