name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
hk_i:22_j:12_zone:1.0,0.69897,1,-1.30103,2.69897,0.631728,0.945926,-1.26012,2.52358
hk_i:12_j:12_zone:1.0,0.69897,1,-1.30103,2.69897,0.322442,0.99314,-1.66384,2.30872
hk_i:2_j:12_zone:1.0,0.69897,1,-1.30103,2.69897,0.696207,0.994559,-1.29291,2.68532
hk_i:2_j:2_zone:1.0,0.69897,1,-1.30103,2.69897,0.761788,0.986712,-1.21164,2.73521
hk_i:37_j:7_zone:1.0,0.69897,1,-1.30103,2.69897,-0.095037,0.992214,-2.07947,1.88939
hk_i:17_j:2_zone:1.0,0.69897,1,-1.30103,2.69897,0.509213,0.995332,-1.48145,2.49988
hk_i:7_j:12_zone:1.0,0.69897,1,-1.30103,2.69897,0.61567,0.988178,-1.36069,2.59203
hk_i:32_j:2_zone:1.0,0.69897,1,-1.30103,2.69897,0.453093,0.991521,-1.52995,2.43613
hk_i:7_j:7_zone:1.0,0.69897,1,-1.30103,2.69897,1.23167,9.6529e-15,1.23167,1.23167
hk_i:37_j:12_zone:1.0,0.69897,1,-1.30103,2.69897,-0.0511053,0.991412,-2.03393,1.93172
hk_i:32_j:7_zone:1.0,0.69897,1,-1.30103,2.69897,0.633676,0.984758,-1.33584,2.60319
hk_i:27_j:12_zone:1.0,0.69897,1,-1.30103,2.69897,0.968269,0.85159,-0.73491,2.67145
hk_i:12_j:17_zone:1.0,0.69897,1,-1.30103,2.69897,0.338668,0.99361,-1.64855,2.32589
hk_i:27_j:7_zone:1.0,0.69897,1,-1.30103,2.69897,1.41726,0.877136,-0.337013,3.17153
hk_i:32_j:17_zone:1.0,0.69897,1,-1.30103,2.69897,0.484773,0.995142,-1.50551,2.47506
hk_i:37_j:17_zone:1.0,0.69897,1,-1.30103,2.69897,0.400737,0.998988,-1.59724,2.39871
hk_i:27_j:17_zone:1.0,0.69897,1,-1.30103,2.69897,0.478748,0.996413,-1.51408,2.47157
hk_i:22_j:7_zone:1.0,0.69897,1,-1.30103,2.69897,1.38014,0.970605,-0.56107,3.32135
hk_i:27_j:2_zone:1.0,0.69897,1,-1.30103,2.69897,0.900005,0.995201,-1.0904,2.89041
hk_i:2_j:7_zone:1.0,0.69897,1,-1.30103,2.69897,0.964213,0.997534,-1.03086,2.95928
hk_i:7_j:17_zone:1.0,0.69897,1,-1.30103,2.69897,0.376093,0.995897,-1.6157,2.36789
hk_i:17_j:17_zone:1.0,0.69897,1,-1.30103,2.69897,0.375757,0.998327,-1.6209,2.37241
hk_i:7_j:2_zone:1.0,0.69897,1,-1.30103,2.69897,0.912753,0.969436,-1.02612,2.85163
hk_i:2_j:17_zone:1.0,0.69897,1,-1.30103,2.69897,0.323212,0.998057,-1.6729,2.31933
hk_i:22_j:2_zone:1.0,0.69897,1,-1.30103,2.69897,0.989088,0.978809,-0.96853,2.94671
hk_i:12_j:2_zone:1.0,0.69897,1,-1.30103,2.69897,0.764884,0.999572,-1.23426,2.76403
hk_i:17_j:12_zone:1.0,0.69897,1,-1.30103,2.69897,0.421925,0.992464,-1.563,2.40685
hk_i:22_j:17_zone:1.0,0.69897,1,-1.30103,2.69897,0.436695,0.997783,-1.55887,2.43226
hk_i:32_j:12_zone:1.0,0.69897,1,-1.30103,2.69897,0.681102,0.943865,-1.20663,2.56883
rch_i:32_j:7_zone:1.0,0,0.150515,-0.30103,0.30103,-0.0693745,0.0881647,-0.245704,0.106955
rch_i:7_j:7_zone:1.0,0,0.150515,-0.30103,0.30103,0.284129,0.150454,-0.0167797,0.585038
rch_i:22_j:7_zone:1.0,0,0.150515,-0.30103,0.30103,0.157363,0.100618,-0.0438723,0.358599
rch_i:27_j:7_zone:1.0,0,0.150515,-0.30103,0.30103,0.103862,0.113685,-0.123508,0.331231
rch_i:2_j:7_zone:1.0,0,0.150515,-0.30103,0.30103,0.266289,0.00957965,0.24713,0.285448
