time,TRGW-2-2-15,TRGW-2-2-9,TRGW-2-3-8,TRGW-2-9-1,TRGW-2-13-10,TRGW-2-15-16,TRGW-2-21-10,TRGW-2-22-15,TRGW-2-24-4,TRGW-2-26-6,TRGW-2-29-15,TRGW-2-33-7,TRGW-2-34-10,TRGW-0-2-15,TRGW-0-2-9,TRGW-0-3-8,TRGW-0-9-1,TRGW-0-13-10,TRGW-0-15-16,TRGW-0-21-10,TRGW-0-22-15,TRGW-0-24-4,TRGW-0-26-6,TRGW-0-29-15,TRGW-0-33-7,TRGW-0-34-10
3652.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3683.5,0.09435952999999841,0.11066741999999863,0.11387752000000262,0.14176362000000609,0.099227649999996,0.07241230000000343,0.08394014000000283,0.10003035000000438,0.11779540999999938,0.14420518999999388,0.08349683000000141,0.12016304000000133,0.11522605999999769,0.06943540999999698,0.10863919999999894,0.11520080999999749,0.1433431299999981,0.10112832000000083,0.07280025000000023,0.08217092999999664,0.093964739999997,0.11558761999999945,0.14495801999999713,0.0740183900000062,0.11788987999999989,0.11156727000000188
3712.5,0.19954475999999488,0.24196704999999952,0.2483678700000027,0.30576940000000263,0.20185809000000177,0.14739604000000384,0.18389069999999919,0.1867626900000019,0.2579926599999993,0.28063642999999416,0.16529721999999936,0.2427883599999987,0.21752273999999971,0.1454332100000002,0.2403168700000009,0.25121132999999674,0.3092726699999986,0.2056534199999973,0.148354089999998,0.18166759999999726,0.17575040999999914,0.25566312000000124,0.2813558199999946,0.14679232000000297,0.24257310999999504,0.21604649999999737
3743.5,0.28295468999999684,0.3482117999999943,0.3569270499999959,0.4473946300000051,0.2858382100000014,0.20443285000000344,0.27021023999999727,0.24252972000000028,0.38238513000000296,0.39249176999999946,0.21773713000000328,0.3464708099999996,0.29634815000000003,0.2063381299999989,0.34752711000000147,0.36103635999999995,0.45153087999999997,0.2901456600000003,0.20568025000000034,0.2685709799999998,0.2278113200000007,0.38056738000000223,0.3940500699999987,0.19347256000000357,0.34927053999999913,0.29692794999999705
3773.5,0.2675103499999949,0.33112052999999975,0.33859985000000137,0.44130945000000565,0.2739831899999956,0.19150909000000382,0.2782311500000034,0.2111804000000035,0.3984899100000021,0.39437482999999673,0.18800234999999788,0.35233584000000207,0.2826357200000018,0.19593264999999604,0.331803739999998,0.34293669999999565,0.44405345999999923,0.27692672999999957,0.19259938999999804,0.2784680399999999,0.1973132699999951,0.39788104000000146,0.39848778999999723,0.1668215700000033,0.35685989999999634,0.28604941999999767
3804.5,0.2241785699999994,0.2835113899999939,0.29035504000000145,0.4012769600000041,0.22190617999999773,0.14994908000000606,0.23500366999999756,0.15490939000000026,0.3717814899999965,0.34774457999999697,0.1443969700000025,0.3201109500000001,0.22412444999999792,0.1650173899999956,0.2847762999999972,0.2950798299999988,0.4039515700000038,0.22530433000000016,0.15137394999999998,0.23647546999999491,0.14499130999999466,0.3720208100000022,0.35154809999999515,0.12816856000000598,0.32723743999999755,0.2302945399999956
3834.5,0.16740932999999814,0.2093110799999991,0.21378321999999628,0.2889197800000005,0.17299264999999764,0.11367787000000362,0.18264666000000318,0.10175454000000173,0.28816236000000117,0.24854079999999357,0.09348246999999787,0.2391474200000019,0.17027360000000158,0.12226652999999743,0.2102843099999987,0.21739995000000079,0.29095515000000205,0.1744307199999966,0.11436202999999523,0.18434564999999736,0.09443902999999665,0.28922451000000393,0.24939120999999886,0.08257610000000426,0.24777338999999898,0.174655879999996
3865.5,0.08539638999999966,0.10401253999999938,0.10508953000000076,0.12807962000000117,0.08596344000000045,0.05754934000000134,0.10240293000000378,0.03469211000000172,0.16858127999999795,0.12364459999999866,0.02952674000000144,0.13147768000000326,0.08184741999999545,0.06302673999999797,0.10531175999999931,0.10792767999999597,0.12905982000000193,0.086886039999996,0.058368559999998126,0.10462264999999604,0.03139269999999783,0.17019459000000126,0.1213887999999983,0.025693530000005183,0.1394598899999977,0.0869977599999956
3896.5,-0.02640543000000406,-0.02840469000000212,-0.02998889999999932,-0.03765142999999682,-0.061917300000004616,-0.04190330999999503,-0.03221741000000122,-0.07951100999999738,-0.005511179999999172,-0.0816464400000001,-0.053985529999998505,-0.030397419999999897,-0.07112168000000452,-0.01430874000000415,-0.02618919999999747,-0.026548500000004083,-0.037354770000000315,-0.05967113999999896,-0.04013521000000253,-0.028708310000006065,-0.07409355000000062,-0.0025689399999961893,-0.08297259000000423,-0.047757799999999406,-0.017974590000001456,-0.06168521000000027
3926.5,-0.09697735000000307,-0.11828588000000195,-0.12179754000000287,-0.17200425999999425,-0.11593427000000389,-0.090343009999998,-0.1470286599999966,-0.15738443000000046,-0.15658996999999886,-0.22869175000000297,-0.11672502999999779,-0.1516311699999946,-0.15041292000000084,-0.06606015000000554,-0.11738111000000373,-0.12013709000000006,-0.1725703999999979,-0.11645941000000448,-0.0895043599999994,-0.1440382700000029,-0.14651789000000548,-0.1540387900000013,-0.23140338000000327,-0.1031541799999971,-0.14251760000000502,-0.14582383999999848
