totim,ghb,in-out,percent-discrepancy,rcha,sfr,sto-ss,sto-sy,total,wel
3652.5,-45.63434,0.1863,0.01,2195.6162,-1228.7543,0.9007001,133.93082,0.1862793,-1055.8728
3683.5,-136.54047,11.8482,0.25,4050.6807,-1628.5275,-8.3871,-1774.6241,11.848145,-490.7531
3712.5,-220.01819,7.3229,0.13,4801.0674,-2015.3608,-9.3097,-1995.2793,7.323242,-553.7768
3743.5,-274.39435,6.8538,0.13,4695.036,-2273.6196,-6.9342,-1489.6268,6.8535156,-643.6072
3773.5,-245.64221,-2.917,-0.07,3069.5344,-2150.1663,0.94900006,180.67441,-2.9169922,-858.2664
3804.5,-210.63965,-3.6418,-0.09,2768.3992,-1931.0729,3.6745,720.0107,-3.6420898,-1354.0135
3834.5,-161.73224,-5.1132,-0.14,1933.7675,-1735.941,5.153,1128.9774,-5.113037,-1175.338
3865.5,-98.44446,-8.9335,-0.25,1299.1918,-1442.0789,7.4168,1570.451,-8.93335,-1345.4698
3896.5,-15.970093,-16.9201,-0.41,1124.4213,-963.3888,10.9421,2271.7324,-16.919922,-2444.657
3926.5,40.656494,-8.7713,-0.25,1119.8347,-718.8802,7.535311,1608.6714,-8.77124,-2066.589
3957.5,37.158203,2.685,0.08,2254.2861,-738.8929,0.4473,114.7309,2.6850586,-1665.0446
3987.5,9.917664,5.7324,0.19,2314.8848,-910.7893,-2.4774399,-465.4343,5.732422,-940.3689
4018.5,-125.171936,11.3068,0.19,5126.9634,-1521.018,-13.143,-2778.4214,11.306641,-677.9023
4049.5,-170.34113,9.5202,0.2,4010.6924,-1814.2397,-7.5992,-1587.6447,9.52002,-421.3475
4077.5,-184.98962,2.6792,0.07,3274.1282,-1912.98,-3.734,-775.4202,2.6791992,-394.3252
4108.5,-208.44965,3.5806,0.09,3382.0771,-2014.6337,-3.216,-683.4654,3.5805664,-468.7318
4138.5,-168.65051,-4.1993,-0.12,2062.037,-1845.3025,3.1748,675.0242,-4.1992188,-730.4824
4169.5,-137.46454,-7.5773,-0.21,1979.0929,-1633.8184,4.5533,905.0705,-7.5773926,-1125.0112
4199.5,-71.576904,-8.1327,-0.22,1072.1877,-1258.1259,8.9733,1826.697,-8.1328125,-1586.288
4230.5,-16.874817,-6.1375,-0.17,1055.2426,-948.1067,8.320425,1728.9366,-6.137451,-1833.6556
4261.5,13.688965,-4.9393,-0.16,1402.0767,-822.5784,3.862406,875.701,-4.939453,-1477.6897
4291.5,26.284668,-8.2945,-0.26,2040.264,-767.6937,1.8278822,409.3815,-8.294434,-1718.3588
4322.5,28.187622,-1.1156,-0.04,2148.8423,-752.9698,0.5498,127.9213,-1.1157227,-1553.6467
4352.5,-15.738464,9.0818,0.24,3072.0955,-983.6901,-4.9254,-1039.3962,9.081787,-1019.2632
4383.5,-108.677185,15.6793,0.31,4361.5933,-1436.6934,-10.0853,-2116.7134,15.6796875,-673.7448
