obsnme,obsval,weight,obgnme,oname,otype,usecol,time
oname:hds_otype:lst_usecol:trgw_0_13_10_time:1.0,35.24506812,0.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,1.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:122.0,34.91751227,0.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,122.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:153.0,34.73483466,0.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,153.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:183.0,34.64654382,0.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,183.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:214.0,34.41782915,0.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,214.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:245.0,34.2174845,0.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,245.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:275.0,34.11073857,0.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,275.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:306.0,34.06926317,0.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,306.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:32.0,35.19430497,0.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,32.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:336.0,34.14432498,0.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,336.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:367.0,34.2056689,0.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,367.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:398.0,34.34764561,0.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,398.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:426.0,34.51971356,0.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,426.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:457.0,34.57418678,0.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,457.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:487.0,34.49758853,0.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,487.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:518.0,34.38264811,0.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,518.0
