 pp_0000  625.0 9375.0 1.0  0.87626414325878265731972760477219708263874053955078125000000000000000000000 
 pp_0001  1625.0 9375.0 1.0  1.03726464094771619883772473258432000875473022460937500000000000000000000000 
 pp_0002  2625.0 9375.0 1.0  1.784218461864397697880235682532656937837600708007812500000000000000000000000 
 pp_0003  3625.0 9375.0 1.0  1.341520199670511059863997616048436611890792846679687500000000000000000000000 
 pp_0004  625.0 8375.0 1.0  0.73583389176083946470185992438928224146366119384765625000000000000000000000 
 pp_0005  1625.0 8375.0 1.0  0.49033514436360303712092445493908599019050598144531250000000000000000000000 
 pp_0006  2625.0 8375.0 1.0  0.664543693360626241961597315821563825011253356933593750000000000000000000000 
 pp_0007  3625.0 8375.0 1.0  1.307385495622471083265736524481326341629028320312500000000000000000000000000 
 pp_0008  625.0 7375.0 1.0  0.464888627397167686350343274170882068574428558349609375000000000000000000000 
 pp_0009  2625.0 7375.0 1.0  1.0637462682689620141474051706609316170215606689453125000000000000000000000000 
 pp_0010  3625.0 7375.0 1.0  1.4825075978725141823133526486344635486602783203125000000000000000000000000000 
 pp_0011  625.0 6375.0 1.0  0.586594586808390938692525651276810094714164733886718750000000000000000000000 
 pp_0012  2625.0 6375.0 1.0  3.9068278347016649476586280798073858022689819335937500000000000000000000000000 
 pp_0013  3625.0 6375.0 1.0  1.7055486920945464035526129009667783975601196289062500000000000000000000000000 
 pp_0014  625.0 5375.0 1.0  0.519015954324992923041293124697403982281684875488281250000000000000000000000 
 pp_0015  2625.0 5375.0 1.0  1.6080433696296141388160094720660708844661712646484375000000000000000000000000 
 pp_0016  3625.0 5375.0 1.0  1.3830327305920020464213848754297941923141479492187500000000000000000000000000 
 pp_0017  625.0 4375.0 1.0  0.855765938572047746291104886040557175874710083007812500000000000000000000000 
 pp_0018  1625.0 4375.0 1.0  0.864772392236874298809823358169523999094963073730468750000000000000000000000 
 pp_0019  2625.0 4375.0 1.0  0.8344622496655369481288744282210245728492736816406250000000000000000000000000 
 pp_0020  3625.0 4375.0 1.0  0.8622492244224556623422017764823976904153823852539062500000000000000000000000 
 pp_0021  625.0 3375.0 1.0  1.290408447818918169502921955427154898643493652343750000000000000000000000000 
 pp_0022  1625.0 3375.0 1.0  0.927109484571914665984593284520087763667106628417968750000000000000000000000 
 pp_0023  2625.0 3375.0 1.0  0.6724108001155960634420694077562075108289718627929687500000000000000000000000 
 pp_0024  3625.0 3375.0 1.0  0.6454396512362637894355543721758294850587844848632812500000000000000000000000 
 pp_0025  625.0 2375.0 1.0  0.723364422867855294541072908032219856977462768554687500000000000000000000000 
 pp_0026  1625.0 2375.0 1.0  0.702293445368001423290138518495950847864151000976562500000000000000000000000 
 pp_0027  2625.0 2375.0 1.0  1.3582027869091577443327878427226096391677856445312500000000000000000000000000 
 pp_0028  3625.0 2375.0 1.0  1.0619474310361007862724136430188082158565521240234375000000000000000000000000 
 pp_0029  1625.0 1375.0 1.0  1.253044154865033732448864611797034740447998046875000000000000000000000000000 
 pp_0030  2625.0 1375.0 1.0  0.7432039530755886191926151695952285081148147583007812500000000000000000000000 
 pp_0031  3625.0 1375.0 1.0  0.8937430177653196139431202027481049299240112304687500000000000000000000000000 
