obsnme,obsval,weight,obgnme,oname,otype,usecol,time
oname:hds_otype:lst_usecol:trgw_0_21_10_time:701.0,34.10491368,0.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,trgw,701.0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:732.0,34.09070715,0.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,trgw,732.0
oname:hds_otype:lst_usecol:trgw_0_21_10_time:92.0,34.34411208,0.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,trgw,92.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:1.0,33.89416318,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,1.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:122.0,33.96602187,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,122.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:153.0,33.91868717,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,153.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:183.0,33.86545147,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,183.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:214.0,33.80491623,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,214.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:245.0,33.75873097,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,245.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:275.0,33.76643851,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,275.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:306.0,33.81202877,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,306.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:32.0,34.0050226,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,32.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:336.0,33.85248799,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,336.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:367.0,33.87317567,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,367.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:398.0,33.89917818,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,398.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:426.0,33.92303459,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,426.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:457.0,33.93078732,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,457.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:487.0,33.92896214,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,487.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:518.0,33.86918381,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,518.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:548.0,33.82915692,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,548.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:579.0,33.81115422,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,579.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:61.0,34.01624545,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,61.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:610.0,33.77622369,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,610.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:640.0,33.75687239,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,640.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:671.0,33.80849355,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,671.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:701.0,33.88760251,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,701.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:732.0,33.88498863,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,732.0
oname:hds_otype:lst_usecol:trgw_0_22_15_time:92.0,33.9833058,0.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,trgw,92.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:1.0,34.53394653,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,1.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:122.0,34.87891552,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,122.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:153.0,34.80708131,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,153.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:183.0,34.69955783,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,183.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:214.0,34.54752291,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,214.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:245.0,34.36857255,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,245.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:275.0,34.25681881,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,275.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:306.0,34.37546927,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,306.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:32.0,34.82465027,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,32.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:336.0,34.37392175,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,336.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:367.0,34.43506875,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,367.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:398.0,34.49853566,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,398.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:426.0,34.55460032,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,426.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:457.0,34.59569593,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,457.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:487.0,34.66630729,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,487.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:518.0,34.5609771,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,518.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:548.0,34.4645005,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,548.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:579.0,34.38902219,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,579.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:61.0,34.89831265,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,61.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:610.0,34.26565778,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,610.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:640.0,34.20591913,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,640.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:671.0,34.25593148,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,671.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:701.0,34.41238956,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,701.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:732.0,34.43532627,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,732.0
oname:hds_otype:lst_usecol:trgw_0_24_4_time:92.0,34.87578999,0.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,trgw,92.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:1.0,34.38218685,0.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,1.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:122.0,34.70342678,11.758346136020542,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,122.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:153.0,34.5885871,11.758346136020542,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,153.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:183.0,34.46492485,11.758346136020542,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,183.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:214.0,34.29881582,11.758346136020542,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,214.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:245.0,34.1548463,11.758346136020542,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,245.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:275.0,34.05902628,11.758346136020542,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,275.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:306.0,34.21794158,11.758346136020542,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,306.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:32.0,34.65523104,11.758346136020542,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,32.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:336.0,34.2321596,11.758346136020542,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,336.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:367.0,34.33931377,11.758346136020542,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,367.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:398.0,34.38322259,0.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,398.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:426.0,34.40180858,0.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,426.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:457.0,34.42315976,0.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,457.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:487.0,34.47737707,0.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,487.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:518.0,34.38397187,0.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,518.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:548.0,34.27268063,0.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,548.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:579.0,34.18716863,0.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,579.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:61.0,34.7070153,11.758346136020542,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,61.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:610.0,34.05965116,0.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,610.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:640.0,34.009842,0.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,640.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:671.0,34.08699154,0.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,671.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:701.0,34.28505463,0.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,701.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:732.0,34.28132989,0.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,732.0
oname:hds_otype:lst_usecol:trgw_0_26_6_time:92.0,34.70719616,11.758346136020542,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,trgw,92.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:1.0,33.78263809,0.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,1.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:122.0,33.82087389,0.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,122.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:153.0,33.79204891,0.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,153.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:183.0,33.75961486,0.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,183.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:214.0,33.72196843,0.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,214.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:245.0,33.69501562,0.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,245.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:275.0,33.68957993,0.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,275.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:306.0,33.71799015,0.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,306.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:32.0,33.85346686,0.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,32.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:336.0,33.74855554,0.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,336.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:367.0,33.77774636,0.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,367.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:398.0,33.78006027,0.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,398.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:426.0,33.79942752,0.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,426.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:457.0,33.8046097,0.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,457.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:487.0,33.79759996,0.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,487.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:518.0,33.760863,0.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,518.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:548.0,33.74266594,0.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,548.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:579.0,33.71958342,0.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,579.0
oname:hds_otype:lst_usecol:trgw_0_29_15_time:61.0,33.85077322,0.0,oname:hds_otype:lst_usecol:trgw_0_29_15,hds,lst,trgw,61.0
