time,HEADWATER,TAILWATER,GAGE-1
3652.500000000,-751.1759440461701,-530.0177506859231,1362.956402811573
3683.500000000,-953.8334499675340,-674.9752476235944,1761.276157068389
3712.500000000,-1111.264769447088,-799.2129783033998,2049.386246328259
3743.500000000,-1180.723380079402,-853.9853971871231,2163.434410963456
3773.500000000,-1140.609765408016,-823.2684199033511,2068.666540949650
3804.500000000,-984.6992217606407,-705.4930134783353,1764.514942070406
3834.500000000,-764.5726040969771,-540.8715703636454,1351.429442807747
3865.500000000,-526.3032672702570,-365.8434195348646,920.4361978876588
3896.500000000,-336.1546131315664,-231.3662058645685,593.9151765934243
3926.500000000,-235.0098212692444,-165.3474777163062,441.5425059917997
3957.500000000,-247.0615911540817,-177.6911771879721,493.5526737919041
3987.500000000,-373.8059762277483,-274.0101722109039,748.6097249029333
4018.500000000,-588.4019481288432,-434.3250630438540,1150.270254772056
4049.500000000,-821.5208192972057,-608.8637797390835,1571.723154170558
4077.500000000,-991.2632165751381,-735.9902418660395,1865.755226968215
4108.500000000,-1068.902311411787,-790.8236097782951,1979.390272790280
4138.500000000,-1023.939530823067,-754.6882620519542,1868.904202765252
4169.500000000,-863.1331415809512,-632.6939749579426,1554.881254580256
4199.500000000,-643.2299014794456,-469.4523773029813,1147.486868296583
4230.500000000,-417.5946390071070,-306.2805390293839,748.5423290204975
4261.500000000,-257.4540923011677,-193.2300239618145,482.3067275794711
4291.500000000,-210.9815787249100,-161.7611461998756,426.5061808016036
4322.500000000,-283.4661168913915,-214.9024177701993,583.2124871592489
4352.500000000,-459.7605856064000,-345.3742718397663,920.5688387794994
4383.500000000,-694.2995241404875,-519.1845057880035,1349.982750472966
