   5.210381E-01   4.948200E-01   4.853046E-01   5.025408E-01   5.407282E-01   5.936426E-01   6.663598E-01   7.711371E-01   9.068611E-01   1.039293E+00   1.098075E+00   1.033807E+00   9.003631E-01   7.724017E-01   6.887174E-01   6.563408E-01   6.546725E-01   6.642295E-01   6.759508E-01   6.866497E-01
   4.951657E-01   4.526633E-01   4.291872E-01   4.575096E-01   5.089127E-01   5.600867E-01   6.350484E-01   7.705638E-01   9.766107E-01   1.219681E+00   1.360206E+00   1.200530E+00   9.503749E-01   7.507098E-01   6.329122E-01   6.153077E-01   6.333351E-01   6.541165E-01   6.715915E-01   6.851329E-01
   4.870656E-01   4.318819E-01   3.668994E-01   4.444420E-01   5.120597E-01   5.617053E-01   5.853873E-01   7.883891E-01   1.035369E+00   1.367685E+00   1.877229E+00   1.325869E+00   9.797440E-01   7.357821E-01   5.473066E-01   5.931754E-01   6.289510E-01   6.555881E-01   6.748848E-01   6.886425E-01
   5.053204E-01   4.648900E-01   4.528481E-01   4.986866E-01   5.665420E-01   6.294092E-01   7.115970E-01   8.574593E-01   1.045783E+00   1.268727E+00   1.395195E+00   1.223247E+00   9.705063E-01   7.751516E-01   6.554077E-01   6.356825E-01   6.541875E-01   6.731188E-01   6.876270E-01   6.978913E-01
   5.418430E-01   5.245916E-01   5.361715E-01   5.825081E-01   6.557067E-01   7.467973E-01   8.495427E-01   9.525774E-01   1.049344E+00   1.128894E+00   1.146481E+00   1.070664E+00   9.427577E-01   8.238411E-01   7.410483E-01   7.050569E-01   6.998903E-01   7.037540E-01   7.083452E-01   7.119331E-01
   5.808526E-01   5.814625E-01   6.096083E-01   6.657318E-01   7.558415E-01   8.883153E-01   1.021696E+00   1.057512E+00   1.044906E+00   1.029535E+00   9.952832E-01   9.637181E-01   9.137417E-01   8.575434E-01   8.101671E-01   7.721541E-01   7.516159E-01   7.400205E-01   7.330414E-01   7.283923E-01
   6.062883E-01   6.219043E-01   6.645179E-01   7.163171E-01   8.177426E-01   9.880424E-01   1.272878E+00   1.107960E+00   1.014180E+00   9.467225E-01   8.769456E-01   8.945457E-01   8.932834E-01   8.835268E-01   8.748971E-01   8.340431E-01   8.005368E-01   7.751746E-01   7.570145E-01   7.705422E-01
   6.087993E-01   6.155077E-01   6.503225E-01   7.101648E-01   8.050749E-01   9.376402E-01   1.037623E+00   1.019377E+00   9.501601E-01   8.891037E-01   8.600808E-01   8.590128E-01   8.842855E-01   9.054195E-01   9.128426E-01   8.853536E-01   8.419912E-01   8.044352E-01   7.760103E-01   7.825452E-01
   5.945898E-01   5.899492E-01   6.106553E-01   6.608032E-01   1.000000E+00   1.000000E+00   1.000000E+00   8.968875E-01   8.680821E-01   8.347542E-01   8.216591E-01   8.396487E-01   8.832376E-01   9.333530E-01   9.639901E-01   9.331823E-01   8.738295E-01   8.226751E-01   8.085853E-01   7.873391E-01
   5.765075E-01   5.522321E-01   5.529127E-01   6.014719E-01   1.000000E+00   1.000000E+00   1.000000E+00   1.000000E+00   7.952384E-01   7.694440E-01   7.629384E-01   8.023985E-01   8.748377E-01   9.737460E-01   1.040757E+00   9.788934E-01   8.857726E-01   8.404537E-01   8.039061E-01   7.821030E-01
