,sidx,idx_strs,pargp3,parval1_3,3
0,"(2, 34, 12)",idx0:2_idx1:34_idx2:12,wel_grd,1.0,                                                                1.495885E+00
1,"(2, 26, 10)",idx0:2_idx1:26_idx2:10,wel_grd,1.0,                                                                7.687318E-01
2,"(2, 29, 6)",idx0:2_idx1:29_idx2:6,wel_grd,1.0,                                                               9.208952E-01
3,"(2, 20, 14)",idx0:2_idx1:20_idx2:14,wel_grd,1.0,                                                                8.165490E-01
4,"(2, 9, 16)",idx0:2_idx1:9_idx2:16,wel_grd,1.0,                                                               8.491134E-01
5,"(2, 11, 13)",idx0:2_idx1:11_idx2:13,wel_grd,1.0,                                                                9.816000E-01
