time,HEADWATER,TAILWATER,GAGE_1
1.000000000000,-188.1528114083479,-265.8280761319133,536.1190232256635
32.00000000000,-1194.924328192098,-1551.284130493194,2901.077503359822
61.00000000000,-1056.315154810937,-1486.121381602649,2691.924296100800
92.00000000000,-1597.693238738207,-1603.231173524665,3301.309311100402
122.0000000000,-1735.957049417807,-1935.916885851716,3741.291353133662
153.0000000000,-1051.418880697557,-1059.187110264399,2194.535645405410
183.0000000000,-654.2582283555129,-679.4426085492835,1375.581949635969
214.0000000000,-192.4596651913679,-326.5892466954824,538.3100378183073
245.0000000000,-105.3796881719910,-330.0338283232427,445.5048623541389
275.0000000000,-394.7229673245591,-551.4391090954748,965.1285463049888
306.0000000000,-143.0440610096702,-371.3094619719079,565.5320708251967
336.0000000000,-159.5553061695499,-378.7696058810369,635.3318492136045
367.0000000000,-928.5556209346348,-1011.735584635756,2062.194121533452
398.0000000000,-1250.391623300173,-1807.319620281203,3161.639468726763
426.0000000000,-1056.118843538118,-1625.182821871696,2794.902943592146
457.0000000000,-1427.547403243559,-1420.134727210764,2983.831782015407
487.0000000000,-1365.635891277260,-1578.572573382202,3030.711788413952
518.0000000000,-750.6694295484359,-828.6342148999818,1634.940760229372
548.0000000000,-727.7988845533970,-979.0689070392015,1746.032847171989
579.0000000000,-300.2521324898887,-470.3549915079356,796.0791855081828
610.0000000000,-25.26682835178327,-277.0497768549161,343.0249353242170
640.0000000000,75.19107584296185,-173.7671762674286,160.3086215438233
671.0000000000,-248.7132284237329,-649.7555925186649,968.8921717969897
701.0000000000,-380.1573461037985,-695.7235337369075,1198.320975631772
732.0000000000,-1107.035470469333,-1410.847661990759,2643.873139623965
