name,value,group,weight
oname:hds_otype:lst_usecol:trgw_2_26_6_time:245.0,33.75,oname:hds_otype:lst_usecol:trgw_2_26_6,10
oname:hds_otype:lst_usecol:trgw_2_26_6_time:275.0,33.6391,oname:hds_otype:lst_usecol:trgw_2_26_6,10
oname:hds_otype:lst_usecol:trgw_2_26_6_time:306.0,33.6139,oname:hds_otype:lst_usecol:trgw_2_26_6,10
oname:hds_otype:lst_usecol:trgw_2_26_6_time:32.0,34.3979,oname:hds_otype:lst_usecol:trgw_2_26_6,10
oname:hds_otype:lst_usecol:trgw_2_26_6_time:336.0,33.7294,oname:hds_otype:lst_usecol:trgw_2_26_6,10
oname:hds_otype:lst_usecol:trgw_2_26_6_time:367.0,33.8009,oname:hds_otype:lst_usecol:trgw_2_26_6,10
oname:hds_otype:lst_usecol:trgw_2_26_6_time:398.0,33.995,oname:hds_otype:lst_usecol:trgw_2_26_6,0
oname:hds_otype:lst_usecol:trgw_2_26_6_time:426.0,34.01,oname:hds_otype:lst_usecol:trgw_2_26_6,0
oname:hds_otype:lst_usecol:trgw_2_26_6_time:457.0,34.0096,oname:hds_otype:lst_usecol:trgw_2_26_6,0
oname:hds_otype:lst_usecol:trgw_2_26_6_time:487.0,34.0419,oname:hds_otype:lst_usecol:trgw_2_26_6,0
oname:hds_otype:lst_usecol:trgw_2_26_6_time:518.0,33.9146,oname:hds_otype:lst_usecol:trgw_2_26_6,0
oname:hds_otype:lst_usecol:trgw_2_26_6_time:548.0,33.7813,oname:hds_otype:lst_usecol:trgw_2_26_6,0
oname:hds_otype:lst_usecol:trgw_2_26_6_time:579.0,33.6151,oname:hds_otype:lst_usecol:trgw_2_26_6,0
oname:hds_otype:lst_usecol:trgw_2_26_6_time:61.0,34.4915,oname:hds_otype:lst_usecol:trgw_2_26_6,10
oname:hds_otype:lst_usecol:trgw_2_26_6_time:610.0,33.482,oname:hds_otype:lst_usecol:trgw_2_26_6,0
oname:hds_otype:lst_usecol:trgw_2_26_6_time:640.0,33.4183,oname:hds_otype:lst_usecol:trgw_2_26_6,0
oname:hds_otype:lst_usecol:trgw_2_26_6_time:671.0,33.5072,oname:hds_otype:lst_usecol:trgw_2_26_6,0
oname:hds_otype:lst_usecol:trgw_2_26_6_time:701.0,33.6415,oname:hds_otype:lst_usecol:trgw_2_26_6,0
oname:hds_otype:lst_usecol:trgw_2_26_6_time:732.0,33.6994,oname:hds_otype:lst_usecol:trgw_2_26_6,0
oname:hds_otype:lst_usecol:trgw_2_26_6_time:92.0,34.499,oname:hds_otype:lst_usecol:trgw_2_26_6,10
oname:hds_otype:lst_usecol:trgw_2_29_15_time:1.0,34.1615,oname:hds_otype:lst_usecol:trgw_2_29_15,0
oname:hds_otype:lst_usecol:trgw_2_29_15_time:122.0,34.165,oname:hds_otype:lst_usecol:trgw_2_29_15,0
oname:hds_otype:lst_usecol:trgw_2_29_15_time:153.0,34.0924,oname:hds_otype:lst_usecol:trgw_2_29_15,0
oname:hds_otype:lst_usecol:trgw_2_29_15_time:183.0,33.9505,oname:hds_otype:lst_usecol:trgw_2_29_15,0
oname:hds_otype:lst_usecol:trgw_2_29_15_time:214.0,33.7735,oname:hds_otype:lst_usecol:trgw_2_29_15,0
oname:hds_otype:lst_usecol:trgw_2_29_15_time:245.0,33.6511,oname:hds_otype:lst_usecol:trgw_2_29_15,0
oname:hds_otype:lst_usecol:trgw_2_29_15_time:275.0,33.5701,oname:hds_otype:lst_usecol:trgw_2_29_15,0
oname:hds_otype:lst_usecol:trgw_2_29_15_time:306.0,33.5444,oname:hds_otype:lst_usecol:trgw_2_29_15,0
oname:hds_otype:lst_usecol:trgw_2_29_15_time:32.0,34.2414,oname:hds_otype:lst_usecol:trgw_2_29_15,0
oname:hds_otype:lst_usecol:trgw_2_29_15_time:336.0,33.6604,oname:hds_otype:lst_usecol:trgw_2_29_15,0
oname:hds_otype:lst_usecol:trgw_2_29_15_time:367.0,33.7222,oname:hds_otype:lst_usecol:trgw_2_29_15,0
oname:hds_otype:lst_usecol:trgw_2_29_15_time:398.0,33.8819,oname:hds_otype:lst_usecol:trgw_2_29_15,0
oname:hds_otype:lst_usecol:trgw_2_29_15_time:426.0,33.8807,oname:hds_otype:lst_usecol:trgw_2_29_15,0
oname:hds_otype:lst_usecol:trgw_2_29_15_time:457.0,33.8985,oname:hds_otype:lst_usecol:trgw_2_29_15,0
oname:hds_otype:lst_usecol:trgw_2_29_15_time:487.0,33.9556,oname:hds_otype:lst_usecol:trgw_2_29_15,0
oname:hds_otype:lst_usecol:trgw_2_29_15_time:518.0,33.8175,oname:hds_otype:lst_usecol:trgw_2_29_15,0
oname:hds_otype:lst_usecol:trgw_2_29_15_time:548.0,33.6994,oname:hds_otype:lst_usecol:trgw_2_29_15,0
oname:hds_otype:lst_usecol:trgw_2_29_15_time:579.0,33.5649,oname:hds_otype:lst_usecol:trgw_2_29_15,0
oname:hds_otype:lst_usecol:trgw_2_29_15_time:61.0,34.3055,oname:hds_otype:lst_usecol:trgw_2_29_15,0
oname:hds_otype:lst_usecol:trgw_2_29_15_time:610.0,33.4507,oname:hds_otype:lst_usecol:trgw_2_29_15,0
oname:hds_otype:lst_usecol:trgw_2_29_15_time:640.0,33.3687,oname:hds_otype:lst_usecol:trgw_2_29_15,0
oname:hds_otype:lst_usecol:trgw_2_29_15_time:671.0,33.4322,oname:hds_otype:lst_usecol:trgw_2_29_15,0
oname:hds_otype:lst_usecol:trgw_2_29_15_time:701.0,33.6226,oname:hds_otype:lst_usecol:trgw_2_29_15,0
oname:hds_otype:lst_usecol:trgw_2_29_15_time:732.0,33.6473,oname:hds_otype:lst_usecol:trgw_2_29_15,0
oname:hds_otype:lst_usecol:trgw_2_29_15_time:92.0,34.2408,oname:hds_otype:lst_usecol:trgw_2_29_15,0
oname:hds_otype:lst_usecol:trgw_2_2_15_time:1.0,35.3904,oname:hds_otype:lst_usecol:trgw_2_2_15,0
oname:hds_otype:lst_usecol:trgw_2_2_15_time:122.0,35.0218,oname:hds_otype:lst_usecol:trgw_2_2_15,0
oname:hds_otype:lst_usecol:trgw_2_2_15_time:153.0,34.8854,oname:hds_otype:lst_usecol:trgw_2_2_15,0
oname:hds_otype:lst_usecol:trgw_2_2_15_time:183.0,34.8376,oname:hds_otype:lst_usecol:trgw_2_2_15,0
oname:hds_otype:lst_usecol:trgw_2_2_15_time:214.0,34.6167,oname:hds_otype:lst_usecol:trgw_2_2_15,0
oname:hds_otype:lst_usecol:trgw_2_2_15_time:245.0,34.4157,oname:hds_otype:lst_usecol:trgw_2_2_15,0
oname:hds_otype:lst_usecol:trgw_2_2_15_time:275.0,34.3381,oname:hds_otype:lst_usecol:trgw_2_2_15,0
oname:hds_otype:lst_usecol:trgw_2_2_15_time:306.0,34.2367,oname:hds_otype:lst_usecol:trgw_2_2_15,0
oname:hds_otype:lst_usecol:trgw_2_2_15_time:32.0,35.2942,oname:hds_otype:lst_usecol:trgw_2_2_15,0
oname:hds_otype:lst_usecol:trgw_2_2_15_time:336.0,34.2715,oname:hds_otype:lst_usecol:trgw_2_2_15,0
oname:hds_otype:lst_usecol:trgw_2_2_15_time:367.0,34.4008,oname:hds_otype:lst_usecol:trgw_2_2_15,0
oname:hds_otype:lst_usecol:trgw_2_2_15_time:398.0,34.4385,oname:hds_otype:lst_usecol:trgw_2_2_15,0
oname:hds_otype:lst_usecol:trgw_2_2_15_time:426.0,34.5544,oname:hds_otype:lst_usecol:trgw_2_2_15,0
oname:hds_otype:lst_usecol:trgw_2_2_15_time:457.0,34.5854,oname:hds_otype:lst_usecol:trgw_2_2_15,0
oname:hds_otype:lst_usecol:trgw_2_2_15_time:487.0,34.5721,oname:hds_otype:lst_usecol:trgw_2_2_15,0
oname:hds_otype:lst_usecol:trgw_2_2_15_time:518.0,34.4954,oname:hds_otype:lst_usecol:trgw_2_2_15,0
oname:hds_otype:lst_usecol:trgw_2_2_15_time:548.0,34.3931,oname:hds_otype:lst_usecol:trgw_2_2_15,0
oname:hds_otype:lst_usecol:trgw_2_2_15_time:579.0,34.2663,oname:hds_otype:lst_usecol:trgw_2_2_15,0
oname:hds_otype:lst_usecol:trgw_2_2_15_time:61.0,35.1873,oname:hds_otype:lst_usecol:trgw_2_2_15,0
oname:hds_otype:lst_usecol:trgw_2_2_15_time:610.0,34.1083,oname:hds_otype:lst_usecol:trgw_2_2_15,0
oname:hds_otype:lst_usecol:trgw_2_2_15_time:640.0,34.0641,oname:hds_otype:lst_usecol:trgw_2_2_15,0
oname:hds_otype:lst_usecol:trgw_2_2_15_time:671.0,34.1229,oname:hds_otype:lst_usecol:trgw_2_2_15,0
oname:hds_otype:lst_usecol:trgw_2_2_15_time:701.0,34.202,oname:hds_otype:lst_usecol:trgw_2_2_15,0
oname:hds_otype:lst_usecol:trgw_2_2_15_time:732.0,34.3817,oname:hds_otype:lst_usecol:trgw_2_2_15,0
oname:hds_otype:lst_usecol:trgw_2_2_15_time:92.0,35.1149,oname:hds_otype:lst_usecol:trgw_2_2_15,0
oname:hds_otype:lst_usecol:trgw_2_2_9_time:1.0,35.583,oname:hds_otype:lst_usecol:trgw_2_2_9,0
oname:hds_otype:lst_usecol:trgw_2_2_9_time:122.0,35.1697,oname:hds_otype:lst_usecol:trgw_2_2_9,0
oname:hds_otype:lst_usecol:trgw_2_2_9_time:153.0,35.0411,oname:hds_otype:lst_usecol:trgw_2_2_9,0
oname:hds_otype:lst_usecol:trgw_2_2_9_time:183.0,34.9918,oname:hds_otype:lst_usecol:trgw_2_2_9,0
oname:hds_otype:lst_usecol:trgw_2_2_9_time:214.0,34.7588,oname:hds_otype:lst_usecol:trgw_2_2_9,0
oname:hds_otype:lst_usecol:trgw_2_2_9_time:245.0,34.539,oname:hds_otype:lst_usecol:trgw_2_2_9,0
oname:hds_otype:lst_usecol:trgw_2_2_9_time:275.0,34.425,oname:hds_otype:lst_usecol:trgw_2_2_9,0
oname:hds_otype:lst_usecol:trgw_2_2_9_time:306.0,34.3069,oname:hds_otype:lst_usecol:trgw_2_2_9,0
oname:hds_otype:lst_usecol:trgw_2_2_9_time:32.0,35.4616,oname:hds_otype:lst_usecol:trgw_2_2_9,0
oname:hds_otype:lst_usecol:trgw_2_2_9_time:336.0,34.3393,oname:hds_otype:lst_usecol:trgw_2_2_9,0
oname:hds_otype:lst_usecol:trgw_2_2_9_time:367.0,34.4421,oname:hds_otype:lst_usecol:trgw_2_2_9,0
oname:hds_otype:lst_usecol:trgw_2_2_9_time:398.0,34.4851,oname:hds_otype:lst_usecol:trgw_2_2_9,0
oname:hds_otype:lst_usecol:trgw_2_2_9_time:426.0,34.6546,oname:hds_otype:lst_usecol:trgw_2_2_9,0
oname:hds_otype:lst_usecol:trgw_2_2_9_time:457.0,34.664,oname:hds_otype:lst_usecol:trgw_2_2_9,0
oname:hds_otype:lst_usecol:trgw_2_2_9_time:487.0,34.6687,oname:hds_otype:lst_usecol:trgw_2_2_9,0
oname:hds_otype:lst_usecol:trgw_2_2_9_time:518.0,34.6025,oname:hds_otype:lst_usecol:trgw_2_2_9,0
oname:hds_otype:lst_usecol:trgw_2_2_9_time:548.0,34.5111,oname:hds_otype:lst_usecol:trgw_2_2_9,0
oname:hds_otype:lst_usecol:trgw_2_2_9_time:579.0,34.3472,oname:hds_otype:lst_usecol:trgw_2_2_9,0
oname:hds_otype:lst_usecol:trgw_2_2_9_time:61.0,35.3618,oname:hds_otype:lst_usecol:trgw_2_2_9,0
oname:hds_otype:lst_usecol:trgw_2_2_9_time:610.0,34.1888,oname:hds_otype:lst_usecol:trgw_2_2_9,0
oname:hds_otype:lst_usecol:trgw_2_2_9_time:640.0,34.1079,oname:hds_otype:lst_usecol:trgw_2_2_9,0
oname:hds_otype:lst_usecol:trgw_2_2_9_time:671.0,34.1522,oname:hds_otype:lst_usecol:trgw_2_2_9,0
oname:hds_otype:lst_usecol:trgw_2_2_9_time:701.0,34.2505,oname:hds_otype:lst_usecol:trgw_2_2_9,0
oname:hds_otype:lst_usecol:trgw_2_2_9_time:732.0,34.4358,oname:hds_otype:lst_usecol:trgw_2_2_9,0
oname:hds_otype:lst_usecol:trgw_2_2_9_time:92.0,35.2967,oname:hds_otype:lst_usecol:trgw_2_2_9,0
oname:hds_otype:lst_usecol:trgw_2_33_7_time:1.0,33.9042,oname:hds_otype:lst_usecol:trgw_2_33_7,0
oname:hds_otype:lst_usecol:trgw_2_33_7_time:122.0,34.0575,oname:hds_otype:lst_usecol:trgw_2_33_7,0
oname:hds_otype:lst_usecol:trgw_2_33_7_time:153.0,33.919,oname:hds_otype:lst_usecol:trgw_2_33_7,0
oname:hds_otype:lst_usecol:trgw_2_33_7_time:183.0,33.767,oname:hds_otype:lst_usecol:trgw_2_33_7,0
oname:hds_otype:lst_usecol:trgw_2_33_7_time:214.0,33.5937,oname:hds_otype:lst_usecol:trgw_2_33_7,0
oname:hds_otype:lst_usecol:trgw_2_33_7_time:245.0,33.479,oname:hds_otype:lst_usecol:trgw_2_33_7,0
oname:hds_otype:lst_usecol:trgw_2_33_7_time:275.0,33.3903,oname:hds_otype:lst_usecol:trgw_2_33_7,0
oname:hds_otype:lst_usecol:trgw_2_33_7_time:306.0,33.37,oname:hds_otype:lst_usecol:trgw_2_33_7,0
oname:hds_otype:lst_usecol:trgw_2_33_7_time:32.0,33.992,oname:hds_otype:lst_usecol:trgw_2_33_7,0
oname:hds_otype:lst_usecol:trgw_2_33_7_time:336.0,33.4511,oname:hds_otype:lst_usecol:trgw_2_33_7,0
oname:hds_otype:lst_usecol:trgw_2_33_7_time:367.0,33.5526,oname:hds_otype:lst_usecol:trgw_2_33_7,0
oname:hds_otype:lst_usecol:trgw_2_33_7_time:398.0,33.684,oname:hds_otype:lst_usecol:trgw_2_33_7,0
oname:hds_otype:lst_usecol:trgw_2_33_7_time:426.0,33.7101,oname:hds_otype:lst_usecol:trgw_2_33_7,0
oname:hds_otype:lst_usecol:trgw_2_33_7_time:457.0,33.6979,oname:hds_otype:lst_usecol:trgw_2_33_7,0
oname:hds_otype:lst_usecol:trgw_2_33_7_time:487.0,33.7725,oname:hds_otype:lst_usecol:trgw_2_33_7,0
oname:hds_otype:lst_usecol:trgw_2_33_7_time:518.0,33.6333,oname:hds_otype:lst_usecol:trgw_2_33_7,0
oname:hds_otype:lst_usecol:trgw_2_33_7_time:548.0,33.518,oname:hds_otype:lst_usecol:trgw_2_33_7,0
oname:hds_otype:lst_usecol:trgw_2_33_7_time:579.0,33.3815,oname:hds_otype:lst_usecol:trgw_2_33_7,0
oname:hds_otype:lst_usecol:trgw_2_33_7_time:61.0,34.077,oname:hds_otype:lst_usecol:trgw_2_33_7,0
oname:hds_otype:lst_usecol:trgw_2_33_7_time:610.0,33.2788,oname:hds_otype:lst_usecol:trgw_2_33_7,0
oname:hds_otype:lst_usecol:trgw_2_33_7_time:640.0,33.2137,oname:hds_otype:lst_usecol:trgw_2_33_7,0
oname:hds_otype:lst_usecol:trgw_2_33_7_time:671.0,33.2676,oname:hds_otype:lst_usecol:trgw_2_33_7,0
oname:hds_otype:lst_usecol:trgw_2_33_7_time:701.0,33.4328,oname:hds_otype:lst_usecol:trgw_2_33_7,0
oname:hds_otype:lst_usecol:trgw_2_33_7_time:732.0,33.4534,oname:hds_otype:lst_usecol:trgw_2_33_7,0
oname:hds_otype:lst_usecol:trgw_2_33_7_time:92.0,34.0844,oname:hds_otype:lst_usecol:trgw_2_33_7,0
oname:hds_otype:lst_usecol:trgw_2_34_10_time:1.0,33.7695,oname:hds_otype:lst_usecol:trgw_2_34_10,0
oname:hds_otype:lst_usecol:trgw_2_34_10_time:122.0,33.8987,oname:hds_otype:lst_usecol:trgw_2_34_10,0
oname:hds_otype:lst_usecol:trgw_2_34_10_time:153.0,33.7787,oname:hds_otype:lst_usecol:trgw_2_34_10,0
oname:hds_otype:lst_usecol:trgw_2_34_10_time:183.0,33.6412,oname:hds_otype:lst_usecol:trgw_2_34_10,0
oname:hds_otype:lst_usecol:trgw_2_34_10_time:214.0,33.4895,oname:hds_otype:lst_usecol:trgw_2_34_10,0
oname:hds_otype:lst_usecol:trgw_2_34_10_time:245.0,33.3803,oname:hds_otype:lst_usecol:trgw_2_34_10,0
oname:hds_otype:lst_usecol:trgw_2_34_10_time:275.0,33.3098,oname:hds_otype:lst_usecol:trgw_2_34_10,0
oname:hds_otype:lst_usecol:trgw_2_34_10_time:306.0,33.2937,oname:hds_otype:lst_usecol:trgw_2_34_10,0
oname:hds_otype:lst_usecol:trgw_2_34_10_time:32.0,33.871,oname:hds_otype:lst_usecol:trgw_2_34_10,0
oname:hds_otype:lst_usecol:trgw_2_34_10_time:336.0,33.3752,oname:hds_otype:lst_usecol:trgw_2_34_10,0
oname:hds_otype:lst_usecol:trgw_2_34_10_time:367.0,33.4722,oname:hds_otype:lst_usecol:trgw_2_34_10,0
oname:hds_otype:lst_usecol:trgw_2_34_10_time:398.0,33.5854,oname:hds_otype:lst_usecol:trgw_2_34_10,0
oname:hds_otype:lst_usecol:trgw_2_34_10_time:426.0,33.6103,oname:hds_otype:lst_usecol:trgw_2_34_10,0
oname:hds_otype:lst_usecol:trgw_2_34_10_time:457.0,33.6039,oname:hds_otype:lst_usecol:trgw_2_34_10,0
oname:hds_otype:lst_usecol:trgw_2_34_10_time:487.0,33.6899,oname:hds_otype:lst_usecol:trgw_2_34_10,0
oname:hds_otype:lst_usecol:trgw_2_34_10_time:518.0,33.5365,oname:hds_otype:lst_usecol:trgw_2_34_10,0
oname:hds_otype:lst_usecol:trgw_2_34_10_time:548.0,33.4251,oname:hds_otype:lst_usecol:trgw_2_34_10,0
oname:hds_otype:lst_usecol:trgw_2_34_10_time:579.0,33.3078,oname:hds_otype:lst_usecol:trgw_2_34_10,0
oname:hds_otype:lst_usecol:trgw_2_34_10_time:61.0,33.9482,oname:hds_otype:lst_usecol:trgw_2_34_10,0
oname:hds_otype:lst_usecol:trgw_2_34_10_time:610.0,33.2102,oname:hds_otype:lst_usecol:trgw_2_34_10,0
oname:hds_otype:lst_usecol:trgw_2_34_10_time:640.0,33.1432,oname:hds_otype:lst_usecol:trgw_2_34_10,0
oname:hds_otype:lst_usecol:trgw_2_34_10_time:671.0,33.1898,oname:hds_otype:lst_usecol:trgw_2_34_10,0
oname:hds_otype:lst_usecol:trgw_2_34_10_time:701.0,33.3638,oname:hds_otype:lst_usecol:trgw_2_34_10,0
oname:hds_otype:lst_usecol:trgw_2_34_10_time:732.0,33.3909,oname:hds_otype:lst_usecol:trgw_2_34_10,0
oname:hds_otype:lst_usecol:trgw_2_34_10_time:92.0,33.9229,oname:hds_otype:lst_usecol:trgw_2_34_10,0
oname:hds_otype:lst_usecol:trgw_2_3_8_time:1.0,35.5972,oname:hds_otype:lst_usecol:trgw_2_3_8,0
oname:hds_otype:lst_usecol:trgw_2_3_8_time:122.0,35.1853,oname:hds_otype:lst_usecol:trgw_2_3_8,10
oname:hds_otype:lst_usecol:trgw_2_3_8_time:153.0,35.054,oname:hds_otype:lst_usecol:trgw_2_3_8,10
oname:hds_otype:lst_usecol:trgw_2_3_8_time:183.0,35.0042,oname:hds_otype:lst_usecol:trgw_2_3_8,10
oname:hds_otype:lst_usecol:trgw_2_3_8_time:214.0,34.7686,oname:hds_otype:lst_usecol:trgw_2_3_8,10
oname:hds_otype:lst_usecol:trgw_2_3_8_time:245.0,34.5497,oname:hds_otype:lst_usecol:trgw_2_3_8,10
oname:hds_otype:lst_usecol:trgw_2_3_8_time:275.0,34.431,oname:hds_otype:lst_usecol:trgw_2_3_8,10
oname:hds_otype:lst_usecol:trgw_2_3_8_time:306.0,34.3116,oname:hds_otype:lst_usecol:trgw_2_3_8,10
oname:hds_otype:lst_usecol:trgw_2_3_8_time:32.0,35.4742,oname:hds_otype:lst_usecol:trgw_2_3_8,10
oname:hds_otype:lst_usecol:trgw_2_3_8_time:336.0,34.345,oname:hds_otype:lst_usecol:trgw_2_3_8,10
oname:hds_otype:lst_usecol:trgw_2_3_8_time:367.0,34.441,oname:hds_otype:lst_usecol:trgw_2_3_8,10
oname:hds_otype:lst_usecol:trgw_2_3_8_time:398.0,34.4882,oname:hds_otype:lst_usecol:trgw_2_3_8,0
oname:hds_otype:lst_usecol:trgw_2_3_8_time:426.0,34.657,oname:hds_otype:lst_usecol:trgw_2_3_8,0
oname:hds_otype:lst_usecol:trgw_2_3_8_time:457.0,34.6686,oname:hds_otype:lst_usecol:trgw_2_3_8,0
oname:hds_otype:lst_usecol:trgw_2_3_8_time:487.0,34.6778,oname:hds_otype:lst_usecol:trgw_2_3_8,0
oname:hds_otype:lst_usecol:trgw_2_3_8_time:518.0,34.61,oname:hds_otype:lst_usecol:trgw_2_3_8,0
oname:hds_otype:lst_usecol:trgw_2_3_8_time:548.0,34.5204,oname:hds_otype:lst_usecol:trgw_2_3_8,0
oname:hds_otype:lst_usecol:trgw_2_3_8_time:579.0,34.3528,oname:hds_otype:lst_usecol:trgw_2_3_8,0
oname:hds_otype:lst_usecol:trgw_2_3_8_time:61.0,35.3772,oname:hds_otype:lst_usecol:trgw_2_3_8,10
oname:hds_otype:lst_usecol:trgw_2_3_8_time:610.0,34.1949,oname:hds_otype:lst_usecol:trgw_2_3_8,0
oname:hds_otype:lst_usecol:trgw_2_3_8_time:640.0,34.1075,oname:hds_otype:lst_usecol:trgw_2_3_8,0
oname:hds_otype:lst_usecol:trgw_2_3_8_time:671.0,34.1497,oname:hds_otype:lst_usecol:trgw_2_3_8,0
oname:hds_otype:lst_usecol:trgw_2_3_8_time:701.0,34.2557,oname:hds_otype:lst_usecol:trgw_2_3_8,0
oname:hds_otype:lst_usecol:trgw_2_3_8_time:732.0,34.433,oname:hds_otype:lst_usecol:trgw_2_3_8,0
oname:hds_otype:lst_usecol:trgw_2_3_8_time:92.0,35.3176,oname:hds_otype:lst_usecol:trgw_2_3_8,10
oname:hds_otype:lst_usecol:trgw_2_9_1_time:1.0,35.4781,oname:hds_otype:lst_usecol:trgw_2_9_1,0
oname:hds_otype:lst_usecol:trgw_2_9_1_time:122.0,35.2194,oname:hds_otype:lst_usecol:trgw_2_9_1,0
oname:hds_otype:lst_usecol:trgw_2_9_1_time:153.0,35.0772,oname:hds_otype:lst_usecol:trgw_2_9_1,0
oname:hds_otype:lst_usecol:trgw_2_9_1_time:183.0,34.9915,oname:hds_otype:lst_usecol:trgw_2_9_1,0
oname:hds_otype:lst_usecol:trgw_2_9_1_time:214.0,34.7514,oname:hds_otype:lst_usecol:trgw_2_9_1,0
oname:hds_otype:lst_usecol:trgw_2_9_1_time:245.0,34.5583,oname:hds_otype:lst_usecol:trgw_2_9_1,0
oname:hds_otype:lst_usecol:trgw_2_9_1_time:275.0,34.4032,oname:hds_otype:lst_usecol:trgw_2_9_1,0
oname:hds_otype:lst_usecol:trgw_2_9_1_time:306.0,34.2877,oname:hds_otype:lst_usecol:trgw_2_9_1,0
oname:hds_otype:lst_usecol:trgw_2_9_1_time:32.0,35.4142,oname:hds_otype:lst_usecol:trgw_2_9_1,0
oname:hds_otype:lst_usecol:trgw_2_9_1_time:336.0,34.3089,oname:hds_otype:lst_usecol:trgw_2_9_1,0
oname:hds_otype:lst_usecol:trgw_2_9_1_time:367.0,34.3849,oname:hds_otype:lst_usecol:trgw_2_9_1,0
oname:hds_otype:lst_usecol:trgw_2_9_1_time:398.0,34.4651,oname:hds_otype:lst_usecol:trgw_2_9_1,0
oname:hds_otype:lst_usecol:trgw_2_9_1_time:426.0,34.5778,oname:hds_otype:lst_usecol:trgw_2_9_1,0
oname:hds_otype:lst_usecol:trgw_2_9_1_time:457.0,34.5933,oname:hds_otype:lst_usecol:trgw_2_9_1,0
oname:hds_otype:lst_usecol:trgw_2_9_1_time:487.0,34.6419,oname:hds_otype:lst_usecol:trgw_2_9_1,0
oname:hds_otype:lst_usecol:trgw_2_9_1_time:518.0,34.5635,oname:hds_otype:lst_usecol:trgw_2_9_1,0
oname:hds_otype:lst_usecol:trgw_2_9_1_time:548.0,34.4964,oname:hds_otype:lst_usecol:trgw_2_9_1,0
oname:hds_otype:lst_usecol:trgw_2_9_1_time:579.0,34.3266,oname:hds_otype:lst_usecol:trgw_2_9_1,0
oname:hds_otype:lst_usecol:trgw_2_9_1_time:61.0,35.3483,oname:hds_otype:lst_usecol:trgw_2_9_1,0
oname:hds_otype:lst_usecol:trgw_2_9_1_time:610.0,34.1675,oname:hds_otype:lst_usecol:trgw_2_9_1,0
oname:hds_otype:lst_usecol:trgw_2_9_1_time:640.0,34.0632,oname:hds_otype:lst_usecol:trgw_2_9_1,0
oname:hds_otype:lst_usecol:trgw_2_9_1_time:671.0,34.0893,oname:hds_otype:lst_usecol:trgw_2_9_1,0
oname:hds_otype:lst_usecol:trgw_2_9_1_time:701.0,34.2172,oname:hds_otype:lst_usecol:trgw_2_9_1,0
oname:hds_otype:lst_usecol:trgw_2_9_1_time:732.0,34.3174,oname:hds_otype:lst_usecol:trgw_2_9_1,0
oname:hds_otype:lst_usecol:trgw_2_9_1_time:92.0,35.3337,oname:hds_otype:lst_usecol:trgw_2_9_1,0
oname:sfr_otype:lst_usecol:gage_1_time:1.0,1874.4,oname:sfr_otype:lst_usecol:gage_1,0
oname:sfr_otype:lst_usecol:gage_1_time:122.0,1573.7,oname:sfr_otype:lst_usecol:gage_1,0.00635445
oname:sfr_otype:lst_usecol:gage_1_time:153.0,1298.9,oname:sfr_otype:lst_usecol:gage_1,0.00769882
oname:sfr_otype:lst_usecol:gage_1_time:183.0,1035.5,oname:sfr_otype:lst_usecol:gage_1,0.00965717
oname:sfr_otype:lst_usecol:gage_1_time:214.0,620.62,oname:sfr_otype:lst_usecol:gage_1,0.0161129
oname:sfr_otype:lst_usecol:gage_1_time:245.0,308.49,oname:sfr_otype:lst_usecol:gage_1,0.032416
oname:sfr_otype:lst_usecol:gage_1_time:275.0,173.92,oname:sfr_otype:lst_usecol:gage_1,0.0574977
oname:sfr_otype:lst_usecol:gage_1_time:306.0,110.64,oname:sfr_otype:lst_usecol:gage_1,0.0903832
oname:sfr_otype:lst_usecol:gage_1_time:32.0,1985.6,oname:sfr_otype:lst_usecol:gage_1,0.00503626
oname:sfr_otype:lst_usecol:gage_1_time:336.0,348.03,oname:sfr_otype:lst_usecol:gage_1,0.0287332
oname:sfr_otype:lst_usecol:gage_1_time:367.0,536.4,oname:sfr_otype:lst_usecol:gage_1,0.0186428
oname:sfr_otype:lst_usecol:gage_1_time:398.0,806.68,oname:sfr_otype:lst_usecol:gage_1,0
oname:sfr_otype:lst_usecol:gage_1_time:426.0,906.06,oname:sfr_otype:lst_usecol:gage_1,0
oname:sfr_otype:lst_usecol:gage_1_time:457.0,943.63,oname:sfr_otype:lst_usecol:gage_1,0
oname:sfr_otype:lst_usecol:gage_1_time:487.0,945.37,oname:sfr_otype:lst_usecol:gage_1,0
oname:sfr_otype:lst_usecol:gage_1_time:518.0,659.48,oname:sfr_otype:lst_usecol:gage_1,0
oname:sfr_otype:lst_usecol:gage_1_time:548.0,370.88,oname:sfr_otype:lst_usecol:gage_1,0
oname:sfr_otype:lst_usecol:gage_1_time:579.0,87.066,oname:sfr_otype:lst_usecol:gage_1,0
oname:sfr_otype:lst_usecol:gage_1_time:61.0,1967.1,oname:sfr_otype:lst_usecol:gage_1,0.00508363
oname:sfr_otype:lst_usecol:gage_1_time:610.0,0,oname:sfr_otype:lst_usecol:gage_1,0
oname:sfr_otype:lst_usecol:gage_1_time:640.0,0,oname:sfr_otype:lst_usecol:gage_1,0
oname:sfr_otype:lst_usecol:gage_1_time:671.0,0,oname:sfr_otype:lst_usecol:gage_1,0
oname:sfr_otype:lst_usecol:gage_1_time:701.0,234.2,oname:sfr_otype:lst_usecol:gage_1,0
