 pp_0000  625.0 9375.0 1.0                                                                         1.911981E+00
 pp_0001  1625.0 9375.0 1.0                                                                         2.180267E+00
 pp_0002  2625.0 9375.0 1.0                                                                          1.854530E+00
 pp_0003  3625.0 9375.0 1.0                                                                          8.845496E-01
 pp_0004  625.0 8375.0 1.0                                                                         1.689521E+00
 pp_0005  1625.0 8375.0 1.0                                                                         1.416863E+00
 pp_0006  2625.0 8375.0 1.0                                                                          1.377913E+00
 pp_0007  3625.0 8375.0 1.0                                                                          1.330260E+00
 pp_0008  625.0 7375.0 1.0                                                                          5.843862E-01
 pp_0009  2625.0 7375.0 1.0                                                                           8.849370E-01
 pp_0010  3625.0 7375.0 1.0                                                                           1.922969E+00
 pp_0011  625.0 6375.0 1.0                                                                          6.129340E-01
 pp_0012  2625.0 6375.0 1.0                                                                           1.249844E+00
 pp_0013  3625.0 6375.0 1.0                                                                           1.012295E+00
 pp_0014  625.0 5375.0 1.0                                                                          8.073835E-01
 pp_0015  2625.0 5375.0 1.0                                                                           3.389385E+00
 pp_0016  3625.0 5375.0 1.0                                                                           2.935170E+00
 pp_0017  625.0 4375.0 1.0                                                                          5.900166E-01
 pp_0018  1625.0 4375.0 1.0                                                                          8.079711E-01
 pp_0019  2625.0 4375.0 1.0                                                                           1.442100E+00
 pp_0020  3625.0 4375.0 1.0                                                                           3.111104E+00
 pp_0021  625.0 3375.0 1.0                                                                          1.105128E+00
 pp_0022  1625.0 3375.0 1.0                                                                          1.749021E+00
 pp_0023  2625.0 3375.0 1.0                                                                           1.686504E+00
 pp_0024  3625.0 3375.0 1.0                                                                           6.968852E-01
 pp_0025  625.0 2375.0 1.0                                                                          7.284595E-01
 pp_0026  1625.0 2375.0 1.0                                                                          1.160903E+00
 pp_0027  2625.0 2375.0 1.0                                                                           1.171778E+00
 pp_0028  3625.0 2375.0 1.0                                                                           8.953155E-01
 pp_0029  1625.0 1375.0 1.0                                                                          8.608285E-01
 pp_0030  2625.0 1375.0 1.0                                                                           5.210486E-01
 pp_0031  3625.0 1375.0 1.0                                                                           6.065553E-01
