time,TRGW_0_13_10,TRGW_0_15_16,TRGW_0_21_10,TRGW_0_22_15,TRGW_0_24_4,TRGW_0_26_6,TRGW_0_29_15,TRGW_0_2_15,TRGW_0_2_9,TRGW_0_33_7,TRGW_0_34_10,TRGW_0_3_8,TRGW_0_9_1
1.0,0.03946793999999443,0.0018763599999971348,0.012418939999996326,-0.09849867999999873,0.003971190000001457,0.0017454299999997147,-0.06925231999999681,-0.05541303999999769,0.0037960200000028976,0.0007274499999994077,0.0031163199999966196,0.006550159999996197,0.004364429999995423
32.0,0.014252990000002796,0.002182059999995545,0.009570850000002906,-0.10370195000000137,0.007255899999996984,0.0035206399999978544,-0.0875447199999968,-0.05563337000000246,0.0027335299999933227,0.0010174000000020555,0.003951770000000465,0.003444479999998862,0.005751589999995588
61.0,0.030457359999999767,0.0029786999999998898,0.012111499999996056,-0.11483544000000023,0.0047968299999965325,0.004551390000003153,-0.08541198999999722,-0.05837431999999865,0.00570523000000378,0.004341150000001903,0.006336310000001788,0.0054906099999953994,0.005317559999994614
92.0,0.015991460000002178,0.005300890000000891,0.01072303999999491,-0.10765006000000454,0.014925290000000757,0.006738779999999167,-0.07235887000000218,-0.046236790000001804,0.0035509200000021224,0.0023214100000004123,0.003745809999998073,0.005759130000001278,0.006383379999995498
122.0,0.018014950000001306,0.003955659999995476,0.010184090000002755,-0.09616462000000325,0.0120451399999979,0.00776812999999521,-0.07218158999999957,-0.043745680000000675,0.0028291500000037217,0.0031988600000047995,0.00779931000000289,0.002571949999996548,0.0045977599999957874
153.0,0.022995399999999222,0.0035196899999974107,0.017522650000003637,-0.07273533000000043,0.009567420000003324,0.005344839999999351,-0.05206070999999923,-0.038632219999996664,0.004048760000003426,0.0032205000000047335,0.004483059999998318,0.007399839999997937,0.004897620000001268
183.0,0.012308269999998345,0.0034174299999989444,0.01518013000000451,-0.055634550000000615,0.007182849999999519,0.0066775900000024535,-0.04678162000000441,-0.03376434000000472,0.0028191500000005476,0.0029722199999966392,0.0030599700000024654,0.00539969999999812,0.007339690000002008
214.0,0.015536390000001177,0.003534500000000662,0.016031809999994096,-0.0368970799999957,0.007385310000003642,0.005504250000001321,-0.03379469999999429,-0.027359140000001503,0.002434809999996901,0.002631399999998507,0.003348859999995568,0.003879230000002565,0.005853719999997509
245.0,0.011682360000001779,0.0032079600000045616,0.019038440000002765,-0.020566949999995643,0.008449809999994784,0.005233549999999809,-0.020181380000003912,-0.021554779999995333,0.002208050000000128,0.002754359999997291,0.003220949999999334,0.0035252900000060094,0.005378970000002425
275.0,0.008890129999997498,0.0028674600000044848,0.011916579999997623,-0.013825269999998113,0.007303980000003207,0.0037999800000037,-0.014240709999995715,-0.01757420999999937,0.0019091200000005415,0.0025406000000032236,0.0025798200000011207,0.0029482600000036996,0.00457754999999338
