 pp_0000  625.0 9375.0 1.0                                                                          1.700546E+00
 pp_0001  1625.0 9375.0 1.0                                                                          2.617594E+00
 pp_0002  2625.0 9375.0 1.0                                                                           2.207692E+00
 pp_0003  3625.0 9375.0 1.0                                                                           1.746567E+00
 pp_0004  625.0 8375.0 1.0                                                                          1.957080E+00
 pp_0005  1625.0 8375.0 1.0                                                                          3.032358E+00
 pp_0006  2625.0 8375.0 1.0                                                                           1.546947E+00
 pp_0007  3625.0 8375.0 1.0                                                                           9.523583E-01
 pp_0008  625.0 7375.0 1.0                                                                           1.860411E+00
 pp_0009  2625.0 7375.0 1.0                                                                            4.257840E-01
 pp_0010  3625.0 7375.0 1.0                                                                            4.164772E-01
 pp_0011  625.0 6375.0 1.0                                                                           7.605295E-01
 pp_0012  2625.0 6375.0 1.0                                                                            1.181383E+00
 pp_0013  3625.0 6375.0 1.0                                                                            5.068692E-01
 pp_0014  625.0 5375.0 1.0                                                                           5.975041E-01
 pp_0015  2625.0 5375.0 1.0                                                                            1.087574E+00
 pp_0016  3625.0 5375.0 1.0                                                                            6.881969E-01
 pp_0017  625.0 4375.0 1.0                                                                           1.023870E+00
 pp_0018  1625.0 4375.0 1.0                                                                           1.289653E+00
 pp_0019  2625.0 4375.0 1.0                                                                            1.385472E+00
 pp_0020  3625.0 4375.0 1.0                                                                            6.628877E-01
 pp_0021  625.0 3375.0 1.0                                                                           1.067659E+00
 pp_0022  1625.0 3375.0 1.0                                                                           1.807383E+00
 pp_0023  2625.0 3375.0 1.0                                                                            7.197404E-01
 pp_0024  3625.0 3375.0 1.0                                                                            1.426423E+00
 pp_0025  625.0 2375.0 1.0                                                                           1.099095E+00
 pp_0026  1625.0 2375.0 1.0                                                                           1.123180E+00
 pp_0027  2625.0 2375.0 1.0                                                                            1.524488E+00
 pp_0028  3625.0 2375.0 1.0                                                                            1.303801E+00
 pp_0029  1625.0 1375.0 1.0                                                                           1.290954E+00
 pp_0030  2625.0 1375.0 1.0                                                                            6.553577E-01
 pp_0031  3625.0 1375.0 1.0                                                                            2.910473E+00
