time,HEADWATER,TAILWATER,GAGE_1
1.0,0.0,0.0,0.0
32.0,-108.44368082617689,-232.02856417739804,396.73016494186686
61.0,-301.3851121467071,-216.48913492555994,584.9961517120287
92.0,151.88893332606403,-25.668224345939052,-69.6602680395381
122.0,309.3818113923769,7.263893510052867,-268.6453107949719
153.0,575.6863088499931,328.9599085209637,-893.1273887537541
183.0,806.092391556769,430.2058367361767,-1281.8688164259581
214.0,1103.5872244515635,637.2444204157338,-1805.276591388
245.0,1421.7626835467083,831.5390172021673,-2329.3681663824214
275.0,1529.2733518024493,911.0021180613447,-2504.0431005594755
306.0,1127.7010780775959,489.39043439270426,-1669.8701800080792
336.0,1051.1430345467143,525.224636439154,-1607.661588260277
367.0,1153.6242416971336,642.8788939917695,-1781.264746682234
398.0,869.6967748088076,220.14290069688195,-1060.0876550412572
426.0,738.2484747494029,97.77182675991799,-806.9938479194411
457.0,267.13748851438595,-322.63454742635804,55.23958218617872
487.0,608.0027896727149,140.703645373369,-742.6120632954653
518.0,79.17804944148406,-182.862735542285,60.32666491261398
548.0,704.8810748191561,407.5942361248709,-1181.966956158408
579.0,1126.4703092517266,689.2610105215589,-1894.390727624044
610.0,1288.2213565050806,823.0464869935306,-2176.243701756588
640.0,1449.7677571131917,933.174654693652,-2434.8839105566267
671.0,1208.881154340358,924.9859845847236,-2165.0383203486626
701.0,1078.027827255617,613.7993749124064,-1702.144228721838
732.0,881.4160180696626,619.904576642759,-1479.877811324266
