time,TRGW_2_2_15,TRGW_2_2_9,TRGW_2_3_8,TRGW_2_9_1,TRGW_2_13_10,TRGW_2_15_16,TRGW_2_21_10,TRGW_2_22_15,TRGW_2_24_4,TRGW_2_26_6,TRGW_2_29_15,TRGW_2_33_7,TRGW_2_34_10,TRGW_0_2_15,TRGW_0_2_9,TRGW_0_3_8,TRGW_0_9_1,TRGW_0_13_10,TRGW_0_15_16,TRGW_0_21_10,TRGW_0_22_15,TRGW_0_24_4,TRGW_0_26_6,TRGW_0_29_15,TRGW_0_33_7,TRGW_0_34_10
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,0.007997850000002416,-0.10650144999999611,-0.11307914000000352,-0.06103281000000038,-0.05387182000000479,0.006645089999999243,0.021191739999999015,0.0155914199999998,0.11519515999999896,0.14361218999999892,0.04085732000000064,0.11935387999999847,0.10357463999999794,0.007777519999997651,-0.10756394000000569,-0.11618482000000085,-0.05964565000000022,-0.07908676999999642,0.006950789999997653,0.018343650000005596,0.010388149999997154,0.11847986999999449,0.14538739999999706,0.022564920000000654,0.11964383000000112,0.10441009000000179
61.0,0.044351689999999167,0.010969969999997886,0.008539349999999502,0.08362175999999977,0.04971708999999436,0.08410489999999982,0.07838332000000037,0.05343719999999763,0.11436293999999947,0.17286470999999892,0.038754459999999824,0.18966298000000137,0.14453884999999644,0.04139040999999821,0.012879179999998769,0.007479799999998704,0.08457488999999896,0.040706509999999696,0.08520724000000257,0.0780758800000001,0.037100439999996127,0.11518857999999454,0.17567067000000236,0.02259478999999942,0.19327668000000386,0.1477588400000016
92.0,-0.07288189999999872,-0.1931857000000008,-0.19705347000000017,-0.15046382999999963,-0.07498610000000383,0.017383959999996534,0.03721379000000269,0.02242462000000245,0.1689876299999966,0.17664114000000097,0.0015485300000008806,0.1285116200000047,0.08149906999999956,-0.06370565000000283,-0.19343080000000157,-0.1978444999999951,-0.14844487999999956,-0.09846257999999608,0.02080849000000029,0.03551789000000127,0.013273239999996633,0.17994172999999591,0.18163449000000043,-0.0015580200000044897,0.13010558000000572,0.08212856000000102
122.0,-0.0859551699999983,-0.23981284999999986,-0.24669892000000004,-0.20060727999999983,-0.13868938000000242,-0.04131415999999888,0.013903409999997507,-0.01324930999999907,0.10801225000000159,0.1509753300000014,-0.003899269999998012,0.1428743499999996,0.10086162999999715,-0.07428781000000129,-0.24077971999999903,-0.2506771299999997,-0.20037394999999947,-0.16014236999999554,-0.03923486000000054,0.011668560000003936,-0.010915250000003596,0.11608619999999803,0.1569980299999969,-0.006828540000000771,0.145345760000005,0.10554462000000342
153.0,-0.13303558999999865,-0.3034290800000008,-0.3203380200000012,-0.35441228000000535,-0.20440830000000432,-0.09782958000000264,-0.07757062000000303,-0.08359581999999932,-0.07124267000000373,-0.03033184000000233,-0.050835689999999545,-0.001800840000001358,-0.04328688999999741,-0.11625476999999762,-0.30317634000000027,-0.3194883399999995,-0.3538790899999995,-0.22088083999999952,-0.09618625000000236,-0.07246690999999572,-0.057832470000001024,-0.06564644000000186,-0.026732430000002694,-0.033644080000001964,0.0006922100000039677,-0.041920149999995715
183.0,-0.18225471999999598,-0.43110512999999884,-0.44837657000000064,-0.4328539400000011,-0.30556912000000125,-0.16125208000000413,-0.16932038000000205,-0.1359755800000002,-0.15957121000000285,-0.09681898000000189,-0.06969863999999859,-0.05485636999999599,-0.07678583999999944,-0.160606020000003,-0.4320820000000012,-0.4495270299999987,-0.4298786799999945,-0.33272878999999733,-0.15971101000000232,-0.16655918999999386,-0.0931114500000021,-0.1563595500000048,-0.09188681999999915,-0.047227940000006186,-0.05261159999999876,-0.0768421899999936
214.0,-0.23421566999999754,-0.5775033999999977,-0.6028683800000039,-0.6395869500000018,-0.39914729000000193,-0.2362999400000021,-0.25957146999999736,-0.19516653000000161,-0.3075023700000017,-0.24722710000000347,-0.10673735000000306,-0.16829421999999994,-0.1716067699999968,-0.20616177000000135,-0.5788646100000037,-0.6055393099999975,-0.6380976599999997,-0.4230788399999952,-0.23464179999999857,-0.2559585999999996,-0.13356492999999858,-0.3040882499999995,-0.24346828000000187,-0.07127973000000054,-0.16639027000000084,-0.17137422999999785
245.0,-0.28143989000000147,-0.7046266099999983,-0.7384815700000047,-0.8251105200000026,-0.5027430300000049,-0.3119235700000047,-0.38452634000000074,-0.25253000000000014,-0.48653415999999794,-0.42593191000000274,-0.14763117999999764,-0.28983018999999643,-0.25937654999999893,-0.2475816299999991,-0.706214580000001,-0.7415064399999949,-0.8240959799999956,-0.5305286099999975,-0.3105919699999973,-0.3779068399999943,-0.17459826999999706,-0.4820555400000046,-0.42244379000000265,-0.09856024000000474,-0.28780327999999855,-0.2592719199999962
275.0,-0.313178299999997,-0.7982953200000011,-0.8380573300000052,-0.9685050699999991,-0.5658024600000005,-0.34779783000000464,-0.4604275599999994,-0.2710558799999987,-0.5679570400000031,-0.4977358200000026,-0.1635743000000005,-0.3433102099999985,-0.2995966699999997,-0.2753394699999987,-0.8001822200000035,-0.8416592299999976,-0.9682919500000011,-0.5963802699999974,-0.3468067299999973,-0.4609299199999981,-0.18638246999999808,-0.5646242500000014,-0.4956812699999986,-0.1085626899999994,-0.3414970599999947,-0.3001331699999952
306.0,-0.2837679299999962,-0.6989681599999997,-0.7154983699999988,-0.8808948000000001,-0.45339243000000096,-0.23134330999999975,-0.3477105300000005,-0.16340231000000216,-0.514848200000003,-0.40287593000000044,-0.10190355000000295,-0.21444128999999634,-0.1505023300000019,-0.24905881000000107,-0.7019571400000046,-0.7175016499999955,-0.8802952799999986,-0.4906114799999983,-0.22978714999999994,-0.3535313399999964,-0.11411597000000029,-0.5151134800000037,-0.4042584600000012,-0.06788324000000046,-0.21424525999999844,-0.15000166999999465
336.0,-0.23164658999999688,-0.717331889999997,-0.7580884899999987,-0.9396507300000039,-0.44701965000000143,-0.2502153800000002,-0.3623291999999978,-0.18355688999999842,-0.515625650000004,-0.383395280000002,-0.09217630999999926,-0.20918769000000026,-0.15638778000000286,-0.20109639000000357,-0.7199134100000038,-0.7627117500000011,-0.938170239999998,-0.47887383999999855,-0.25024804999999617,-0.36644590999999593,-0.12581045000000302,-0.515495130000005,-0.3834513400000006,-0.06245326000000517,-0.20826530999999449,-0.15673138999999736
367.0,-0.24084467000000132,-0.7355695799999964,-0.7886159000000035,-1.009013809999999,-0.47320475000000073,-0.2707488100000006,-0.39212295000000097,-0.19886834999999792,-0.5202376599999994,-0.3951668400000017,-0.11121203999999807,-0.22759244999999595,-0.17196511000000214,-0.2100070000000045,-0.7363873800000036,-0.7906297299999991,-1.0098055599999967,-0.4984746999999956,-0.2710893900000002,-0.3985204999999965,-0.13611810999999818,-0.5200085800000025,-0.39586649000000307,-0.07246596000000238,-0.22728319999999513,-0.172815209999996
398.0,-0.1613333899999958,-0.49705276000000254,-0.5489916000000008,-0.73307097,-0.38891729000000197,-0.2182089400000038,-0.29748644000000013,-0.13389351000000005,-0.33826437999999825,-0.2019551400000026,-0.049229580000002215,-0.01699053000000106,0.010593769999999836,-0.14075619999999844,-0.49641542000000527,-0.5488974800000008,-0.7300489599999977,-0.4148718199999948,-0.21952655999999848,-0.30766341999999725,-0.09202554000000163,-0.3383023800000018,-0.20162488999999795,-0.03690519999999964,-0.014204989999996087,0.0155218300000044
426.0,-0.18287155999999527,-0.523956290000001,-0.5578903700000026,-0.6230797800000047,-0.3057018900000017,-0.16057379000000083,-0.22620927999999907,-0.09265094999999945,-0.2999433900000028,-0.16084348999999776,-0.028000079999998206,-0.039469939999996484,-0.01631731999999886,-0.15914511999999803,-0.5254636700000006,-0.5619643699999983,-0.6197379400000003,-0.32093014999999525,-0.1591027099999991,-0.2377435899999938,-0.06576584999999824,-0.30196094000000073,-0.15708533000000102,-0.024237880000001155,-0.035699109999995926,-0.016594959999999048
457.0,-0.07593679000000009,-0.2715957400000022,-0.2914513600000035,-0.32662477000000223,-0.14297934000000367,-0.022596840000005614,-0.09676506000000273,-0.0018335799999960045,-0.054050400000001275,0.018758069999996962,0.03207104999999899,0.11596341999999993,0.1296062799999973,-0.06262749999999784,-0.2711282600000047,-0.2917748799999984,-0.32397287999999946,-0.15483401999999558,-0.020962849999996536,-0.11057108999999343,-0.00042596000000116874,-0.04999061000000182,0.01971978000000263,0.011922839999996881,0.11811739000000188,0.13650747000000507
487.0,-0.1586320299999997,-0.4311935699999978,-0.45159027000000407,-0.5017696900000033,-0.24590186000000358,-0.1027793800000012,-0.14559135000000367,-0.06842601999999687,-0.16507211999999782,-0.07917473999999913,-0.033369010000001254,-0.0007087099999978363,0.0029414899999977706,-0.13867077999999822,-0.43223977000000247,-0.4539085500000013,-0.5005652799999964,-0.2691106099999985,-0.1005549799999983,-0.15075032000000022,-0.045916120000001115,-0.15996999000000045,-0.07539775000000049,-0.02606112000000138,0.0016909700000056205,0.004199620000001403
518.0,-0.04965587999999599,-0.2386338999999964,-0.26318475000000063,-0.3466454100000007,-0.08999354000000181,0.012079379999995865,-0.0341521300000025,0.024530269999999632,-0.0946283500000007,-0.0010127700000026607,0.0166583299999985,0.10730106000000461,0.10373813999999726,-0.040077789999998004,-0.23748493000000082,-0.26745157999999947,-0.34789580999999714,-0.10256400999999471,0.015735870000000318,-0.0417251999999948,0.017053439999997977,-0.09133133000000271,0.000695479999997417,0.007058340000000385,0.10743513999999976,0.11106593000000231
548.0,-0.15092927999999972,-0.4290062500000005,-0.45321948000000134,-0.5299223100000034,-0.2746347300000025,-0.13234651000000497,-0.17153375000000182,-0.11031040999999675,-0.24038860000000284,-0.17564283000000103,-0.06913064999999818,-0.07912641000000065,-0.10664340999999666,-0.13189749000000006,-0.4297637800000018,-0.45521267000000165,-0.5279514499999962,-0.2955572999999987,-0.12878998000000053,-0.1681633999999974,-0.07623250000000326,-0.2359645100000023,-0.17217174000000313,-0.045383759999999995,-0.07595548999999835,-0.10366395999999867
579.0,-0.22309665000000223,-0.5896901899999989,-0.6205908400000055,-0.7171006900000023,-0.4164059000000009,-0.23942399999999964,-0.30222229999999684,-0.18964156999999915,-0.3953136499999985,-0.3216834999999989,-0.11632437000000095,-0.20916624999999556,-0.2197952100000009,-0.1960641900000013,-0.5908836300000004,-0.623046709999997,-0.7160377899999943,-0.4414325799999972,-0.2371109899999979,-0.2988638599999973,-0.13111722000000015,-0.39150258000000093,-0.31828213000000005,-0.07610097000000593,-0.20653745999999984,-0.21910922
610.0,-0.2443596799999952,-0.687568259999999,-0.7273769399999992,-0.8586718600000012,-0.509717270000003,-0.28619072000000045,-0.38861812999999756,-0.22041192999999737,-0.5153795499999987,-0.438455679999997,-0.14260240000000124,-0.29834563000000003,-0.2654064500000004,-0.21343840000000114,-0.6890887500000034,-0.7294978699999959,-0.8580701200000007,-0.5382581299999956,-0.2843397899999971,-0.38324692999999854,-0.150973350000001,-0.5110520799999989,-0.43342033999999785,-0.09194262000000464,-0.2968393700000007,-0.2656435999999971
640.0,-0.277578290000001,-0.7818363800000014,-0.8267811400000014,-0.9949823700000024,-0.5433546800000002,-0.3251048800000049,-0.4749313000000015,-0.2591566400000005,-0.6240641600000032,-0.5503370300000014,-0.1622920900000011,-0.37651284999999746,-0.33231984999999753,-0.2439511500000009,-0.7837689900000058,-0.8303661300000016,-0.9946291799999969,-0.5699065499999989,-0.32375548999999637,-0.4746211699999989,-0.17756959999999822,-0.6219209400000025,-0.5483631299999985,-0.10498121000000538,-0.3751461599999999,-0.33197213999999775
671.0,-0.22098828000000026,-0.6675756899999996,-0.7297853300000057,-1.0141248800000042,-0.5007635400000012,-0.2886823600000028,-0.43037007000000216,-0.2378855299999998,-0.596606229999999,-0.4825549800000033,-0.15089402000000263,-0.3185304599999981,-0.2806796300000016,-0.19102121000000238,-0.6676982000000038,-0.7286578199999951,-1.0136483199999944,-0.528536729999999,-0.28874471999999685,-0.4291483499999984,-0.1608395499999986,-0.5937517099999994,-0.48092309999999827,-0.09420058000000608,-0.3173948700000011,-0.2832043399999975
701.0,-0.2145119799999975,-0.6503607900000006,-0.7145433900000029,-0.9709268900000012,-0.46226624000000527,-0.2611329799999993,-0.37066346000000294,-0.19013935999999632,-0.5130111100000008,-0.39937075000000277,-0.10480648000000059,-0.234495349999996,-0.18673543999999964,-0.18639094000000256,-0.6479665700000012,-0.7154182099999957,-0.9722798499999996,-0.49815758999999815,-0.2623935599999996,-0.37019374999999854,-0.12866552999999925,-0.5128043600000041,-0.40183953999999744,-0.06825915000000293,-0.23420949999999863,-0.1793843799999948
732.0,-0.19949283999999778,-0.6550281800000022,-0.7175207500000056,-0.9731228300000012,-0.40266463000000385,-0.19174553000000572,-0.35679363999999936,-0.1702051799999964,-0.5177074699999977,-0.3701560000000015,-0.09718459999999851,-0.20901032999999813,-0.17048171999999795,-0.17289928000000288,-0.654493819999999,-0.7196563899999973,-0.9749950900000002,-0.43493156999999627,-0.19033823000000183,-0.36356308999999953,-0.11502773000000133,-0.51859228,-0.3685811000000001,-0.06075893000000576,-0.20835724999999883,-0.17149452999999681
