 pp_0000  625.0 9375.0 1.0                                                                        1.268664E+00
 pp_0001  1625.0 9375.0 1.0                                                                        1.963263E+00
 pp_0002  2625.0 9375.0 1.0                                                                         2.387352E+00
 pp_0003  3625.0 9375.0 1.0                                                                         9.743432E-01
 pp_0004  625.0 8375.0 1.0                                                                        8.998984E-01
 pp_0005  1625.0 8375.0 1.0                                                                        3.676194E+00
 pp_0006  2625.0 8375.0 1.0                                                                         2.819443E+00
 pp_0007  3625.0 8375.0 1.0                                                                         1.322319E+00
 pp_0008  625.0 7375.0 1.0                                                                         8.437899E-01
 pp_0009  2625.0 7375.0 1.0                                                                          4.947865E+00
 pp_0010  3625.0 7375.0 1.0                                                                          1.046548E+00
 pp_0011  625.0 6375.0 1.0                                                                         1.107713E+00
 pp_0012  2625.0 6375.0 1.0                                                                          2.851026E+00
 pp_0013  3625.0 6375.0 1.0                                                                          7.569251E-01
 pp_0014  625.0 5375.0 1.0                                                                         1.074419E+00
 pp_0015  2625.0 5375.0 1.0                                                                          1.066608E+00
 pp_0016  3625.0 5375.0 1.0                                                                          8.734829E-01
 pp_0017  625.0 4375.0 1.0                                                                         4.326764E-01
 pp_0018  1625.0 4375.0 1.0                                                                         8.394412E-01
 pp_0019  2625.0 4375.0 1.0                                                                          5.714655E-01
 pp_0020  3625.0 4375.0 1.0                                                                          5.233887E-01
 pp_0021  625.0 3375.0 1.0                                                                         1.521548E+00
 pp_0022  1625.0 3375.0 1.0                                                                         8.118849E-01
 pp_0023  2625.0 3375.0 1.0                                                                          7.801709E-01
 pp_0024  3625.0 3375.0 1.0                                                                          1.261016E+00
 pp_0025  625.0 2375.0 1.0                                                                         1.232379E+00
 pp_0026  1625.0 2375.0 1.0                                                                         2.065780E+00
 pp_0027  2625.0 2375.0 1.0                                                                          2.404503E+00
 pp_0028  3625.0 2375.0 1.0                                                                          2.964537E+00
 pp_0029  1625.0 1375.0 1.0                                                                         1.045149E+00
 pp_0030  2625.0 1375.0 1.0                                                                          2.485752E+00
 pp_0031  3625.0 1375.0 1.0                                                                          1.195780E+00
