 pp_0000  625.0 9375.0 1.0                                                                         1.255578E+00
 pp_0001  1625.0 9375.0 1.0                                                                         6.053061E-01
 pp_0002  2625.0 9375.0 1.0                                                                          1.071487E+00
 pp_0003  3625.0 9375.0 1.0                                                                          1.269267E+00
 pp_0004  625.0 8375.0 1.0                                                                         2.281225E+00
 pp_0005  1625.0 8375.0 1.0                                                                         7.520776E-01
 pp_0006  2625.0 8375.0 1.0                                                                          1.718576E+00
 pp_0007  3625.0 8375.0 1.0                                                                          1.722429E+00
 pp_0008  625.0 7375.0 1.0                                                                          1.673002E+00
 pp_0009  2625.0 7375.0 1.0                                                                           1.295840E+00
 pp_0010  3625.0 7375.0 1.0                                                                           1.582272E+00
 pp_0011  625.0 6375.0 1.0                                                                          1.396028E+00
 pp_0012  2625.0 6375.0 1.0                                                                           1.733860E+00
 pp_0013  3625.0 6375.0 1.0                                                                           1.120611E+00
 pp_0014  625.0 5375.0 1.0                                                                          1.234853E+00
 pp_0015  2625.0 5375.0 1.0                                                                           1.021693E+00
 pp_0016  3625.0 5375.0 1.0                                                                           1.380752E+00
 pp_0017  625.0 4375.0 1.0                                                                          2.365082E+00
 pp_0018  1625.0 4375.0 1.0                                                                          1.572593E+00
 pp_0019  2625.0 4375.0 1.0                                                                           1.516486E+00
 pp_0020  3625.0 4375.0 1.0                                                                           1.153294E+00
 pp_0021  625.0 3375.0 1.0                                                                          1.918034E+00
 pp_0022  1625.0 3375.0 1.0                                                                          2.159483E+00
 pp_0023  2625.0 3375.0 1.0                                                                           2.425550E+00
 pp_0024  3625.0 3375.0 1.0                                                                           1.454526E+00
 pp_0025  625.0 2375.0 1.0                                                                          8.483455E-01
 pp_0026  1625.0 2375.0 1.0                                                                          4.405095E-01
 pp_0027  2625.0 2375.0 1.0                                                                           1.584831E+00
 pp_0028  3625.0 2375.0 1.0                                                                           8.330224E-01
 pp_0029  1625.0 1375.0 1.0                                                                          5.719285E-01
 pp_0030  2625.0 1375.0 1.0                                                                           9.407673E-01
 pp_0031  3625.0 1375.0 1.0                                                                           1.938941E+00
