 pp_0000  625.0 9375.0 1.0                                                                       7.240401E-01
 pp_0001  1625.0 9375.0 1.0                                                                       5.121416E-01
 pp_0002  2625.0 9375.0 1.0                                                                        1.226106E+00
 pp_0003  3625.0 9375.0 1.0                                                                        8.838900E-01
 pp_0004  625.0 8375.0 1.0                                                                       1.223950E+00
 pp_0005  1625.0 8375.0 1.0                                                                       8.101609E-01
 pp_0006  2625.0 8375.0 1.0                                                                        1.078502E+00
 pp_0007  3625.0 8375.0 1.0                                                                        4.577379E-01
 pp_0008  625.0 7375.0 1.0                                                                        7.387915E-01
 pp_0009  2625.0 7375.0 1.0                                                                         1.613123E+00
 pp_0010  3625.0 7375.0 1.0                                                                         4.737769E-01
 pp_0011  625.0 6375.0 1.0                                                                        5.609011E-01
 pp_0012  2625.0 6375.0 1.0                                                                         5.695669E-01
 pp_0013  3625.0 6375.0 1.0                                                                         6.432537E-01
 pp_0014  625.0 5375.0 1.0                                                                        6.387401E-01
 pp_0015  2625.0 5375.0 1.0                                                                         3.669689E-01
 pp_0016  3625.0 5375.0 1.0                                                                         5.414865E-01
 pp_0017  625.0 4375.0 1.0                                                                        7.300167E-01
 pp_0018  1625.0 4375.0 1.0                                                                        7.278713E-01
 pp_0019  2625.0 4375.0 1.0                                                                         2.696261E-01
 pp_0020  3625.0 4375.0 1.0                                                                         9.841937E-01
 pp_0021  625.0 3375.0 1.0                                                                        2.263458E+00
 pp_0022  1625.0 3375.0 1.0                                                                        1.643901E+00
 pp_0023  2625.0 3375.0 1.0                                                                         5.106498E-01
 pp_0024  3625.0 3375.0 1.0                                                                         5.572755E-01
 pp_0025  625.0 2375.0 1.0                                                                        1.640670E+00
 pp_0026  1625.0 2375.0 1.0                                                                        1.297747E+00
 pp_0027  2625.0 2375.0 1.0                                                                         1.148565E+00
 pp_0028  3625.0 2375.0 1.0                                                                         7.961042E-01
 pp_0029  1625.0 1375.0 1.0                                                                        9.657847E-01
 pp_0030  2625.0 1375.0 1.0                                                                         2.008160E+00
 pp_0031  3625.0 1375.0 1.0                                                                         1.071723E+00
