 pp_0000  625.0 9375.0 1.0                                                                        4.472621E-01
 pp_0001  1625.0 9375.0 1.0                                                                        8.191101E-01
 pp_0002  2625.0 9375.0 1.0                                                                         9.341044E-01
 pp_0003  3625.0 9375.0 1.0                                                                         6.070805E-01
 pp_0004  625.0 8375.0 1.0                                                                        1.096193E+00
 pp_0005  1625.0 8375.0 1.0                                                                        1.243745E+00
 pp_0006  2625.0 8375.0 1.0                                                                         1.371868E+00
 pp_0007  3625.0 8375.0 1.0                                                                         5.999993E-01
 pp_0008  625.0 7375.0 1.0                                                                         6.665097E-01
 pp_0009  2625.0 7375.0 1.0                                                                          5.361028E-01
 pp_0010  3625.0 7375.0 1.0                                                                          8.719280E-01
 pp_0011  625.0 6375.0 1.0                                                                         2.038792E+00
 pp_0012  2625.0 6375.0 1.0                                                                          1.652182E+00
 pp_0013  3625.0 6375.0 1.0                                                                          1.158033E+00
 pp_0014  625.0 5375.0 1.0                                                                         1.470951E+00
 pp_0015  2625.0 5375.0 1.0                                                                          6.552683E-01
 pp_0016  3625.0 5375.0 1.0                                                                          7.994110E-01
 pp_0017  625.0 4375.0 1.0                                                                         1.413817E+00
 pp_0018  1625.0 4375.0 1.0                                                                         1.060902E+00
 pp_0019  2625.0 4375.0 1.0                                                                          1.739032E+00
 pp_0020  3625.0 4375.0 1.0                                                                          1.073874E+00
 pp_0021  625.0 3375.0 1.0                                                                         2.119306E+00
 pp_0022  1625.0 3375.0 1.0                                                                         7.718856E-01
 pp_0023  2625.0 3375.0 1.0                                                                          9.110732E-01
 pp_0024  3625.0 3375.0 1.0                                                                          8.999498E-01
 pp_0025  625.0 2375.0 1.0                                                                         8.502219E-01
 pp_0026  1625.0 2375.0 1.0                                                                         9.575705E-01
 pp_0027  2625.0 2375.0 1.0                                                                          7.591820E-01
 pp_0028  3625.0 2375.0 1.0                                                                          1.065042E+00
 pp_0029  1625.0 1375.0 1.0                                                                         1.081226E+00
 pp_0030  2625.0 1375.0 1.0                                                                          1.537058E+00
 pp_0031  3625.0 1375.0 1.0                                                                          1.006899E+00
