obsnme,obsval,weight,obgnme,oname,otype,usecol,time
oname:hds_otype:lst_usecol:trgw_0_13_10_time:1.0,34.40618139,20.97900618365469,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,1.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:122.0,34.45066104,20.97900618365469,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,122.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:153.0,34.44179875,20.97900618365469,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,153.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:183.0,34.3756215,20.97900618365469,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,183.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:214.0,34.32305633,20.97900618365469,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,214.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:245.0,34.27110113,20.97900618365469,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,245.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:275.0,34.23140377,20.97900618365469,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,275.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:306.0,34.23561117,20.97900618365469,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,306.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:32.0,34.38271526,20.97900618365469,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,32.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:336.0,34.23458703,20.97900618365469,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,336.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:367.0,34.29414332,20.97900618365469,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,367.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:398.0,34.29865086,0.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,398.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:426.0,34.40494225,0.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,426.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:457.0,34.39548218,0.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,457.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:487.0,34.37325118,0.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,487.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:518.0,34.32772036,0.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,518.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:548.0,34.28260751,0.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,548.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:579.0,34.24124846,0.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,579.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:61.0,34.46434062,20.97900618365469,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,61.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:610.0,34.20495872,0.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,610.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:640.0,34.1641131,0.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,640.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:671.0,34.13834007,0.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,671.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:701.0,34.13438765,0.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,701.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:732.0,34.13698761,0.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,732.0
oname:hds_otype:lst_usecol:trgw_0_13_10_time:92.0,34.49495239,20.97900618365469,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,trgw,92.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:1.0,34.20626553,32.95307880880603,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,1.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:122.0,34.21529078,32.95307880880603,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,122.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:153.0,34.20385163,32.95307880880603,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,153.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:183.0,34.11738868,32.95307880880603,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,183.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:214.0,34.08237161,32.95307880880603,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,214.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:245.0,34.04334844,32.95307880880603,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,245.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:275.0,34.0254324,32.95307880880603,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,275.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:306.0,34.05860142,32.95307880880603,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,306.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:32.0,34.18332024,32.95307880880603,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,32.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:336.0,34.076446,32.95307880880603,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,336.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:367.0,34.18977267,32.95307880880603,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,367.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:398.0,34.15009248,0.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,398.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:426.0,34.29334597,0.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,426.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:457.0,34.23798892,0.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,457.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:487.0,34.18103991,0.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,487.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:518.0,34.12028884,0.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,518.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:548.0,34.06896868,0.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,548.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:579.0,34.04138348,0.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,579.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:61.0,34.33198285,32.95307880880603,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,61.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:610.0,34.00878251,0.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,610.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:640.0,33.97222221,0.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,640.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:671.0,33.97481299,0.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,671.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:701.0,33.98257903,0.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,701.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:732.0,34.0041186,0.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,732.0
oname:hds_otype:lst_usecol:trgw_0_15_16_time:92.0,34.3291538,32.95307880880603,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,trgw,92.0
