   1.299107E+00   1.369733E+00   1.379158E+00   1.289815E+00   1.149798E+00   1.019935E+00   9.238576E-01   8.625887E-01   8.249701E-01   7.876940E-01   8.059213E-01   8.694884E-01   9.701950E-01   1.081210E+00   1.170128E+00   1.215791E+00   1.221157E+00   1.203062E+00   1.173934E+00   1.141234E+00
   1.320747E+00   1.467603E+00   1.549270E+00   1.386541E+00   1.167167E+00   9.842125E-01   8.673151E-01   8.131455E-01   7.915999E-01   7.377129E-01   7.426736E-01   8.409678E-01   1.013666E+00   1.180551E+00   1.309126E+00   1.350560E+00   1.331844E+00   1.289934E+00   1.240261E+00   1.190933E+00
   1.257810E+00   1.452471E+00   1.819605E+00   1.408406E+00   1.161583E+00   9.737757E-01   7.924024E-01   8.549214E-01   8.560109E-01   7.822280E-01   6.530740E-01   9.083055E-01   1.151977E+00   1.367456E+00   1.548368E+00   1.526447E+00   1.468304E+00   1.392778E+00   1.315493E+00   1.245084E+00
   1.087133E+00   1.174116E+00   1.257932E+00   1.196153E+00   1.111108E+00   1.047420E+00   1.015543E+00   1.050521E+00   1.075335E+00   1.047500E+00   1.054222E+00   1.215639E+00   1.436677E+00   1.634623E+00   1.750865E+00   1.722323E+00   1.624629E+00   1.507272E+00   1.395058E+00   1.299815E+00
   8.833331E-01   8.636926E-01   8.836073E-01   9.469191E-01   1.046187E+00   1.167465E+00   1.285590E+00   1.382257E+00   1.458837E+00   1.536668E+00   1.642793E+00   1.767177E+00   1.905473E+00   2.038467E+00   2.092400E+00   1.983465E+00   1.801845E+00   1.623344E+00   1.470634E+00   1.349125E+00
   7.204312E-01   6.274314E-01   6.007733E-01   7.359412E-01   9.838232E-01   1.309323E+00   1.649090E+00   1.812628E+00   1.938536E+00   2.223988E+00   2.534345E+00   2.537270E+00   2.464494E+00   2.557220E+00   2.603638E+00   2.306022E+00   1.976707E+00   1.717867E+00   1.527390E+00   1.385140E+00
   6.306395E-01   5.111683E-01   3.746359E-01   6.091814E-01   9.274875E-01   1.396931E+00   2.207965E+00   2.074639E+00   2.211392E+00   2.710033E+00   3.989382E+00   3.020272E+00   2.739224E+00   2.853900E+00   3.340408E+00   2.527438E+00   2.057739E+00   1.755802E+00   1.548462E+00   1.464597E+00
   6.133724E-01   5.196207E-01   4.961426E-01   6.247126E-01   8.785120E-01   1.246091E+00   1.642998E+00   1.860540E+00   2.025132E+00   2.323606E+00   2.606719E+00   2.560102E+00   2.467091E+00   2.540718E+00   2.584046E+00   2.291193E+00   1.970789E+00   1.715967E+00   1.528530E+00   1.453904E+00
   6.400217E-01   5.874519E-01   5.929377E-01   6.828174E-01   1.000000E+00   1.000000E+00   1.000000E+00   1.443738E+00   1.552793E+00   1.651436E+00   1.741328E+00   1.829000E+00   1.932101E+00   2.028009E+00   2.053883E+00   1.948343E+00   1.780868E+00   1.616838E+00   1.532304E+00   1.423344E+00
   6.801928E-01   6.474981E-01   6.588650E-01   7.166414E-01   1.000000E+00   1.000000E+00   1.000000E+00   1.000000E+00   1.143495E+00   1.135223E+00   1.153557E+00   1.288118E+00   1.456107E+00   1.610952E+00   1.691169E+00   1.673618E+00   1.593520E+00   1.547166E+00   1.464560E+00   1.382077E+00
   6.973471E-01   6.907065E-01   6.952185E-01   7.196342E-01   1.000000E+00   1.000000E+00   1.000000E+00   1.000000E+00   8.688417E-01   8.154841E-01   7.390143E-01   9.301938E-01   1.123375E+00   1.305831E+00   1.457041E+00   1.477122E+00   1.483814E+00   1.445679E+00   1.334595E+00   1.269210E+00
   7.117897E-01   6.910467E-01   6.817121E-01   6.940139E-01   1.000000E+00   1.000000E+00   1.000000E+00   1.000000E+00   6.906143E-01   6.408570E-01   6.498127E-01   7.449366E-01   9.170038E-01   1.105760E+00   1.275760E+00   1.371161E+00   1.374025E+00   1.348027E+00   1.279630E+00   1.232729E+00
   7.264058E-01   6.754492E-01   6.538275E-01   6.540277E-01   1.000000E+00   1.000000E+00   1.000000E+00   1.000000E+00   5.659885E-01   5.210215E-01   5.364667E-01   6.250186E-01   7.919738E-01   1.003355E+00   1.186266E+00   1.297130E+00   1.314672E+00   1.271780E+00   1.299366E+00   1.272378E+00
