time,TRGW-0-2-15,TRGW-0-2-9,TRGW-0-3-8,TRGW-0-9-1,TRGW-0-13-10,TRGW-0-15-16,TRGW-0-21-10,TRGW-0-22-15,TRGW-0-24-4,TRGW-0-26-6,TRGW-0-29-15,TRGW-0-33-7,TRGW-0-34-10
3652.500000000,34.68370473,37.60317143,37.85799819,40.65255976,36.23222840,34.42859400,36.22774581,34.18169223,37.71890102,36.88165264,34.17596481,35.76719150,35.00285352
3683.500000000,34.69251905,37.63298351,37.89047604,40.73492448,36.21770371,34.43786770,36.26409893,34.20307991,37.76911142,36.90569544,34.17001550,35.74886235,34.74614872
3712.500000000,34.72126462,37.73047400,37.99773261,40.98332933,36.27198349,34.47733746,36.38053370,34.23746027,37.93616461,37.02617957,34.18444434,35.78762998,34.66341285
3743.500000000,34.76079081,37.88676073,38.16840717,41.34636390,36.38323656,34.53230319,36.54962235,34.27811498,38.18172060,37.21630936,34.21260212,35.87873714,34.68027345
3773.500000000,34.79596491,38.04717132,38.34191089,41.68678746,36.49830271,34.57860666,36.70473474,34.31191754,38.40992844,37.39922471,34.23966262,35.97746414,34.72977318
3804.500000000,34.81768054,38.17583683,38.47987155,42.11351185,36.57673265,34.60131911,36.80814488,34.33078906,38.61309561,37.54148149,34.25421722,36.04669997,34.76350632
3834.500000000,34.81705335,38.22386141,38.52836522,42.09249579,36.57899395,34.58885550,36.81100052,34.32654952,38.61874007,37.55826512,34.24633097,36.04570614,34.74516484
3865.500000000,34.79220866,38.16954967,38.46397931,41.74784262,36.49096768,34.54023849,36.69725579,34.29763918,38.42750672,37.42591261,34.21313899,35.95608276,34.65910330
3896.500000000,34.74873788,38.02148594,38.29866734,41.36727283,36.32755468,34.46687768,36.49353608,34.25070567,38.13601071,37.18838597,34.16113753,35.79088445,34.51682868
3926.500000000,34.69850345,37.82073274,38.07849423,40.92265480,36.13061221,34.38831733,36.25370640,34.19825401,37.79838511,36.90491694,34.10334798,35.59055158,34.35158527
3957.500000000,34.65111305,37.60341522,37.84321137,40.48738195,35.93464161,34.31961418,36.02020311,34.15011058,37.46911697,36.62260792,34.05005339,35.38772118,34.19006059
3987.500000000,34.62073475,37.43399809,37.66249852,40.18721446,35.79378544,34.28107060,35.79800087,34.11694856,36.20290028,36.19781468,34.01326733,35.21934779,34.06899288
4018.500000000,34.64527566,37.38628704,37.60043032,39.93575248,35.77336462,34.33349209,35.61041594,34.08265491,35.76629417,35.85901248,34.03188839,35.14375403,34.21642661
4049.500000000,34.68955813,37.41869835,37.62288312,39.79339364,35.82919191,34.42111233,35.51292268,34.08568933,35.52979785,35.67892360,34.07137881,35.14752091,34.35269778
4077.500000000,34.75083350,37.52340914,37.72225883,39.76361717,35.94901723,34.53546115,35.52058555,34.12138986,35.44747014,35.63763491,34.12936933,35.22358232,34.49794305
4108.500000000,34.82293497,37.68416356,37.88093215,39.80426355,36.11981361,34.66939744,35.59610348,34.17274452,35.45163554,35.67605872,34.19799815,35.34798913,34.66284130
4138.500000000,34.87827497,37.83037803,38.02754236,39.85899518,36.27028571,34.77412387,35.67552940,34.21266600,35.48135323,35.73021330,34.24916110,35.45540584,34.78916421
4169.500000000,34.90386161,37.91858566,38.11699617,39.87316515,36.35786018,34.82793233,35.70677662,34.22660897,35.47335983,35.74150646,34.26870811,35.50105996,34.84398329
4199.500000000,34.88967901,37.90776892,38.10649770,39.80199475,36.34271731,34.81307490,35.64914004,34.20509279,35.38041545,35.66525399,34.24662904,35.44863960,34.79945601
4230.500000000,34.83698245,37.78573961,37.98241527,39.62033996,36.21406746,34.73168815,35.48567784,34.14855633,35.17501965,35.47843007,34.18383571,35.28605227,34.65131529
4261.500000000,34.75964418,37.57454310,37.76612181,39.34470792,35.99638219,34.60669596,35.23902744,34.07013950,34.87588029,35.20137792,34.09529319,35.03966297,34.42954469
4291.500000000,34.67896997,37.32613529,37.51010619,39.02562437,35.74389793,34.47430606,34.96158587,33.98984285,34.53679978,34.88748994,34.00384230,34.76375481,34.18740107
4322.500000000,34.61074678,37.08065246,37.25493373,38.69832148,35.49835302,34.36231073,34.69163304,33.92222398,34.19504794,34.57458969,33.92609532,34.49758755,33.96353373
4352.500000000,34.57505971,36.90572329,37.07036856,38.43972391,35.32813358,34.30575561,34.49809174,33.88634979,33.93074633,34.33842460,33.88402491,34.30958871,33.81813012
4383.500000000,34.59624819,36.87128664,37.02799254,38.32280590,35.30365575,34.34653489,34.44954516,33.90524782,33.81945078,34.25156590,33.90356565,34.26767629,33.81329104
