iteration,_is_super,_lambda,_scale_factor,ne1,strinf,wel5,wel2,wel3,wel1,wel4,wel0,hk_i:27_j:12_zone:1.0,hk_i:17_j:2_zone:1.0,hk_i:27_j:2_zone:1.0,hk_i:7_j:17_zone:1.0,hk_i:27_j:17_zone:1.0,hk_i:37_j:7_zone:1.0,hk_i:7_j:7_zone:1.0,hk_i:32_j:12_zone:1.0,hk_i:2_j:2_zone:1.0,hk_i:22_j:7_zone:1.0,hk_i:37_j:12_zone:1.0,hk_i:2_j:7_zone:1.0,hk_i:12_j:2_zone:1.0,hk_i:22_j:12_zone:1.0,hk_i:17_j:17_zone:1.0,hk_i:12_j:12_zone:1.0,hk_i:22_j:2_zone:1.0,hk_i:27_j:7_zone:1.0,hk_i:17_j:12_zone:1.0,hk_i:2_j:12_zone:1.0,hk_i:32_j:2_zone:1.0,hk_i:32_j:17_zone:1.0,hk_i:2_j:17_zone:1.0,hk_i:7_j:2_zone:1.0,hk_i:7_j:12_zone:1.0,hk_i:22_j:17_zone:1.0,hk_i:12_j:17_zone:1.0,hk_i:37_j:17_zone:1.0,hk_i:32_j:7_zone:1.0,rch_i:17_j:2_zone:1.0,rch_i:27_j:17_zone:1.0,rch_i:27_j:12_zone:1.0,rch_i:7_j:12_zone:1.0,rch_i:27_j:2_zone:1.0,rch_i:37_j:17_zone:1.0,rch_i:22_j:7_zone:1.0,rch_i:12_j:17_zone:1.0,rch_i:32_j:7_zone:1.0,rch_i:7_j:2_zone:1.0,rch_i:32_j:12_zone:1.0,rch_i:17_j:17_zone:1.0,rch_i:7_j:7_zone:1.0,rch_i:37_j:7_zone:1.0,rch_i:17_j:12_zone:1.0,rch_i:22_j:2_zone:1.0,rch_i:2_j:2_zone:1.0,rch_i:2_j:7_zone:1.0,rch_i:22_j:17_zone:1.0,rch_i:32_j:17_zone:1.0,rch_i:2_j:17_zone:1.0,rch_i:22_j:12_zone:1.0,rch_i:7_j:17_zone:1.0,rch_i:12_j:12_zone:1.0,rch_i:32_j:2_zone:1.0,rch_i:12_j:2_zone:1.0,rch_i:37_j:12_zone:1.0,rch_i:27_j:7_zone:1.0,rch_i:2_j:12_zone:1.0
3,0,0.1,0.75,0.01,991.804,564.124,69.974,521.887,555.148,83.8316,179.805,20.0816,9.29112,7.33599,0.948885,0.778787,1.28749,8.17945,5.51781,4.0308,11.7337,1.26458,9.08153,5.02616,5.61025,0.65763,3.04542,16.5654,7.44948,2.2545,3.9844,3.52071,0.926934,0.93728,2.90694,4.05952,0.698906,0.906081,1.54978,4.10168,1.29493,0.5,0.5,0.5,1.12855,0.5,1.53463,0.5,1.86625,1.64294,0.5,0.5,1.69707,1.60544,0.5,1.00315,1.85825,0.557603,0.5,0.5,0.5,0.5,0.5,0.5,1.76567,1.40837,0.297737,0.986808,0.5
3,1,1,1,0.01,1171.29,-289.645,-173.766,-216.065,-215.056,-149.75,-216.151,4.07572,5.73274,5.45116,2.32665,2.20373,3.49819,5.85144,3.22048,4.78887,5.64522,3.17722,5.74738,5.01686,3.14702,2.13879,2.89562,6.68033,5.35142,2.67863,3.56362,4.54075,2.31749,2.38369,4.53741,3.34001,2.15172,2.2664,3.27347,4.63405,1.2409,0.5,0.5,0.5,1.38302,0.5,0.93156,0.5,0.945325,1.47575,0.5,0.5,0.87257,0.900443,0.5,1.30738,1.46667,0.688124,0.5,0.5,0.5,0.5,0.5,0.5,1.26406,1.30105,0.5,1.04778,0.5
3,0,1,0.75,0.01,1184.22,269.669,182.244,205.514,211.427,153.154,215.21,4.20633,5.68709,5.48941,2.69272,2.5556,3.50957,5.65824,3.51537,4.81126,5.41539,3.37228,5.64721,4.99717,3.2626,2.46782,3.14216,6.56002,4.79218,2.86507,3.28443,4.48948,2.74425,2.65972,4.50737,3.39071,2.48171,2.66547,3.58562,4.35735,1.21538,0.5,0.5,0.5,1.3605,0.5,0.954795,0.5,1.02612,1.39983,0.5,0.5,0.888415,0.898155,0.5,1.2955,1.43666,0.738735,0.5,0.5,0.5,0.5,0.5,0.5,1.28002,1.23747,0.447836,1.02464,0.5
3,1,10,1,0.01,1147.12,-234.99,-204.755,-170.847,-198.379,-155.028,-225.233,3.5871,5.26147,5.11455,3.34161,3.28245,3.97988,4.97825,3.46064,4.9681,4.70441,3.98463,5.03895,4.98159,3.29329,3.25924,3.35975,5.74214,4.42137,3.2697,3.44969,4.54605,3.39829,3.32754,4.86671,3.44476,3.24792,3.32534,4.12519,4.38478,1.30053,0.5,0.5,0.5,1.28756,0.5,0.929429,0.5,0.957774,1.36193,0.5,0.5,0.896159,0.890445,0.5,1.30552,1.30372,0.85019,0.5,0.5,0.5,0.5,0.5,0.5,1.17814,1.32338,0.502936,1.01224,0.5
3,0,10,0.75,0.01,1142.42,234.294,205.32,171.927,199.52,157.249,225.364,3.6188,5.2461,5.10493,3.39957,3.34529,3.9958,4.95165,3.50437,4.97642,4.69603,4.01876,5.02289,4.98103,3.33997,3.32396,3.4067,5.71186,4.41368,3.3258,3.47365,4.54875,3.45807,3.38275,4.87965,3.47557,3.31218,3.38585,4.15997,4.38828,1.30624,0.5,0.5,0.5,1.28861,0.5,0.942357,0.5,0.969039,1.36065,0.5,0.5,0.909695,0.897577,0.5,1.30805,1.30349,0.865691,0.5,0.5,0.5,0.5,0.5,0.5,1.18099,1.32729,0.521047,1.02005,0.5
3,1,100,1,0.01,1115.01,-232.236,-206.865,-174.153,-202.213,-162.612,-225.737,3.69443,5.20826,5.08088,3.55113,3.5093,4.04031,4.8831,3.61394,4.99648,4.6697,4.10864,4.9797,4.97941,3.45611,3.49352,3.52706,5.63686,4.3883,3.46942,3.53207,4.55606,3.61415,3.52651,4.91086,3.55314,3.4802,3.54433,4.25084,4.39543,1.31793,0.5,0.5,0.5,1.28818,0.5,0.972796,0.5,0.995741,1.35439,0.5,0.5,0.942146,0.914548,0.5,1.31166,1.29969,0.903994,0.5,0.5,0.5,0.5,0.5,0.5,1.18604,1.33426,0.569145,1.03714,0.5
3,0,100,0.75,0.01,1118.34,232.232,206.905,174.416,202.404,162.984,225.742,3.69971,5.20626,5.07971,3.55821,3.51722,4.04122,4.88049,3.62016,4.99773,4.67002,4.1122,4.97853,4.9794,3.46306,3.5016,3.53316,5.63313,4.38889,3.47702,3.53568,4.55626,3.62153,3.53335,4.91281,3.55726,3.4883,3.55174,4.25464,4.39628,1.31932,0.5,0.5,0.5,1.28907,0.5,0.975146,0.5,0.997709,1.355,0.5,0.5,0.944487,0.915738,0.5,1.31266,1.30047,0.906464,0.5,0.5,0.5,0.5,0.5,0.5,1.18693,1.33547,0.571689,1.03881,0.5
3,1,1000,1,0.01,1115.55,-232.382,-207.269,-175.191,-203.122,-164.007,-226.043,3.71352,5.20157,5.07704,3.57665,3.53751,4.0463,4.87263,3.6365,5.00029,4.66982,4.12236,4.97433,4.97927,3.48089,3.52246,3.54948,5.62367,4.38911,3.4969,3.54436,4.55764,3.64054,3.55094,4.91676,3.56798,3.50911,3.57116,4.26476,4.39876,1.32098,0.5,0.5,0.5,1.28981,0.5,0.98012,0.5,1.00195,1.35458,0.5,0.5,0.949477,0.918318,0.5,1.31356,1.30062,0.911833,0.5,0.5,0.5,0.5,0.5,0.5,1.18825,1.3365,0.577957,1.04191,0.5
3,0,1000,0.75,0.01,1118.75,232.341,207.208,175.195,203.086,164.032,225.97,3.71404,5.20125,5.07683,3.57738,3.53841,4.04571,4.87264,3.6371,5.00059,4.67012,4.1225,4.9745,4.9793,3.48166,3.52333,3.54999,5.62324,4.3895,3.49765,3.5449,4.55744,3.64135,3.55169,4.91724,3.5684,3.51001,3.57188,4.26509,4.39877,1.32161,0.5,0.5,0.5,1.2903,0.5,0.980647,0.5,1.00237,1.35514,0.5,0.5,0.949993,0.918568,0.5,1.31408,1.30116,0.912352,0.5,0.5,0.5,0.5,0.5,0.5,1.18859,1.33715,0.578314,1.0424,0.5
4,0,0.1,1,,1087.32,531.529,148.598,233.912,318.603,143.688,198.513,6.59003,6.58532,6.29495,1.93645,1.81018,3.16646,8.15059,3.40519,4.78535,13.2286,2.7045,7.06932,4.84691,3.08879,1.74491,2.65691,10.2297,8.88775,2.36406,4.09886,4.12091,1.90556,1.97187,4.29086,3.69113,2.23339,1.88353,2.72345,4.61605,2,0.5,0.5,0.5,1.29273,0.5,1.58047,0.5,0.973401,1.78947,0.5,0.5,1.03963,0.907253,0.5,1.39344,1.46682,0.594847,0.5,0.5,0.5,0.5,0.5,0.5,1.1803,1.94157,0.5,0.954256,0.5
4,0,0.1,0.75,0.01,1107.73,456.68,154.526,229.317,288.785,145.18,202.783,5.84409,6.36096,6.07249,2.02739,1.90143,3.24632,7.50253,3.35804,4.78623,10.6919,2.81564,6.71276,4.88885,3.10325,1.83599,2.71468,9.19595,7.82909,2.43905,3.95795,4.22208,2.00111,2.06763,4.35122,3.60003,2.21269,1.97271,2.85162,4.62054,1.77503,0.5,0.5,0.5,1.31474,0.5,1.38482,0.5,0.966305,1.70528,0.5,0.5,0.995086,0.905546,0.5,1.37141,1.46678,0.616909,0.5,0.5,0.5,0.5,0.5,0.5,1.2007,1.75666,0.5,0.976823,0.5
4,0,1,1,,1112.62,379.47,140.325,231.174,251.659,147.915,193.721,4.36886,6.23751,6.00287,1.75242,1.56064,3.31985,7.16884,3.05225,4.79053,7.52101,2.58425,6.59694,4.92836,2.84537,1.49101,2.55912,8.17146,6.47622,2.22045,3.88436,4.20091,1.65091,1.7806,4.35009,3.47661,1.53376,1.6763,2.49895,4.63788,1.44882,0.5,0.5,0.5,1.32119,0.5,1.06802,0.5,0.874185,1.64573,0.5,0.5,0.909883,0.832605,0.5,1.36872,1.50869,0.58502,0.5,0.5,0.5,0.5,0.5,0.5,1.13622,1.48197,0.5,0.928215,0.5
4,0,1,0.75,0.01,1127.01,354.69,148.027,227.301,241.962,148.372,199.1,4.29366,6.1073,5.85992,1.8811,1.70125,3.36356,6.814,3.09347,4.79011,7.00047,2.72121,6.37345,4.95034,2.91796,1.63175,2.63939,7.77006,6.1746,2.32706,3.80157,4.28341,1.79699,1.91531,4.39618,3.44195,1.66922,1.80759,2.67344,4.63692,1.39378,0.5,0.5,0.5,1.33638,0.5,1.03213,0.5,0.891451,1.60148,0.5,0.5,0.900408,0.84907,0.5,1.35312,1.49807,0.609249,0.5,0.5,0.5,0.5,0.5,0.5,1.16692,1.43451,0.5,0.956762,0.5
4,0,10,1,,1152.51,296.728,170.038,213.469,216.797,147.933,213.889,4.00717,5.78801,5.5285,2.24024,2.10571,3.50358,5.99118,3.15515,4.78192,5.80742,3.10059,5.8255,5.00929,3.0556,2.03926,2.82653,6.86078,5.43507,2.59121,3.57404,4.51135,2.21791,2.29564,4.51312,3.32553,2.05594,2.1753,3.16982,4.63879,1.25145,0.5,0.5,0.5,1.35022,0.5,0.927174,0.5,0.916085,1.48265,0.5,0.5,0.861153,0.878936,0.5,1.30108,1.45449,0.667988,0.5,0.5,0.5,0.5,0.5,0.5,1.22411,1.30913,0.5,1.01151,0.5
4,0,10,0.75,0.01,1157.18,294.941,170.962,214.115,216.36,148.385,214.452,4.0242,5.77415,5.50906,2.26154,2.1298,3.50223,5.95594,3.17136,4.78366,5.76644,3.11957,5.80587,5.01118,3.0782,2.0637,2.84364,6.81522,5.41404,2.61279,3.57143,4.51868,2.2424,2.31735,4.51918,3.32915,2.07948,2.19773,3.19542,4.63761,1.2488,0.5,0.5,0.5,1.35834,0.5,0.928268,0.5,0.923309,1.48093,0.5,0.5,0.863993,0.884264,0.5,1.30265,1.45753,0.672966,0.5,0.5,0.5,0.5,0.5,0.5,1.23397,1.3071,0.5,1.02046,0.5
4,0,100,1,,1146.2,290.772,173.655,216.006,215.464,149.709,216.33,4.07137,5.73706,5.46091,2.31749,2.19322,3.50815,5.87152,3.21502,4.78778,5.66963,3.17149,5.75835,5.01653,3.13892,2.12788,2.88862,6.69688,5.37273,2.66938,3.56875,4.54418,2.3067,2.37466,4.53546,3.34087,2.14135,2.25642,3.26285,4.64492,1.23568,0.5,0.5,0.5,1.36868,0.5,0.926684,0.5,0.938123,1.46901,0.5,0.5,0.868313,0.896062,0.5,1.29853,1.45721,0.683985,0.5,0.5,0.5,0.5,0.5,0.5,1.25296,1.29571,0.5,1.0375,0.5
4,0,100,0.75,0.01,1152.42,290.49,173.683,216.021,215.362,149.719,216.285,4.07246,5.73598,5.45847,2.31978,2.19585,3.50566,5.86649,3.21639,4.78805,5.66351,3.17292,5.7556,5.01661,3.14094,2.1306,2.89037,6.69274,5.3674,2.67169,3.56747,4.54332,2.30939,2.37691,4.53595,3.34065,2.14394,2.25891,3.26551,4.6422,1.23698,0.5,0.5,0.5,1.37225,0.5,0.9279,0.5,0.939919,1.47069,0.5,0.5,0.869375,0.897155,0.5,1.30074,1.45957,0.685017,0.5,0.5,0.5,0.5,0.5,0.5,1.25573,1.29704,0.5,1.04006,0.5
4,0,1000,1,,1149.48,290.275,174.038,216.353,215.477,149.856,216.627,4.07554,5.73313,5.45259,2.32583,2.20266,3.50291,5.85403,3.22011,4.78835,5.64829,3.17753,5.74854,5.01689,3.14634,2.1377,2.89508,6.68158,5.35556,2.67768,3.56507,4.54328,2.31639,2.38292,4.53683,3.34069,2.15069,2.26546,3.27267,4.63775,1.23748,0.5,0.5,0.5,1.37754,0.5,0.929258,0.5,0.943026,1.47096,0.5,0.5,0.870544,0.899179,0.5,1.3032,1.46113,0.686651,0.5,0.5,0.5,0.5,0.5,0.5,1.26039,1.29738,0.5,1.04434,0.5
4,0,1000,0.75,0.01,1154.89,290.117,173.97,216.281,215.372,149.829,216.508,4.07559,5.73303,5.45223,2.32604,2.20293,3.50173,5.85338,3.2202,4.78848,5.64753,3.17746,5.74825,5.01688,3.14651,2.13797,2.89521,6.68127,5.35453,2.67792,3.56471,4.54265,2.31667,2.38311,4.53698,3.34052,2.15094,2.2657,3.27287,4.63682,1.23833,0.5,0.5,0.5,1.37891,0.5,0.929833,0.5,0.943601,1.47215,0.5,0.5,0.87105,0.899495,0.5,1.30424,1.46252,0.687019,0.5,0.5,0.5,0.5,0.5,0.5,1.26131,1.2983,0.5,1.0452,0.5
5,1,0.1,1,0.01,641.876,-900,-28.4651,-339.777,-377.162,-148.571,-80.5973,8.94382,9.0244,20.5148,0.438415,0.33563,1.82921,13.1288,2.54211,3.70152,71.9126,0.819945,11.1207,5.11888,2.26383,0.292212,1.42961,42.1184,41.8668,1.05258,8.32981,4.30601,0.333159,0.472499,3.51562,3.75275,0.336657,0.402839,0.643634,7.53391,2,0.5,0.5,0.5,0.586052,0.5,2,0.5,1.35023,2,0.5,0.5,1.56271,1.30424,0.5,2,0.933716,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.737295,2,0.5,0.5,0.5
5,0,0.1,0.75,0.01,726.822,759.603,43.6644,295.175,361.179,153.729,93.6065,7.22077,8.19691,13.6066,0.643907,0.4999,2.08286,13.1873,2.47758,4.23301,35.9751,1.14447,10.6886,4.91261,2.27987,0.438825,1.58559,25.2425,29.2727,1.18625,6.4626,4.82076,0.516581,0.680352,3.71283,3.83222,0.493091,0.579896,0.974206,7.20979,2.40238,0.5,0.5,0.5,0.769305,0.5,1.87802,0.5,1.06637,1.74473,0.5,0.5,1.31585,1.08955,0.5,1.26021,1.02987,0.536457,0.5,0.5,0.5,0.5,0.5,0.5,0.908688,2.36143,0.5,0.618766,0.5
5,1,1,1,0.01,995.155,-443.631,-98.2758,-278.349,-258.768,-157.795,-148.56,4.6133,6.85897,6.6268,1.42632,1.22403,2.93668,8.3345,2.76563,4.59345,9.91539,2.12328,7.43641,4.99368,2.6751,1.15452,2.35206,10.3055,8.15838,1.94822,4.68456,4.06108,1.27782,1.48059,4.11527,3.69307,1.20702,1.33727,2.02811,4.64562,1.83779,0.5,0.5,0.5,1.17867,0.5,1.17563,0.5,0.89325,1.81851,0.5,0.5,0.977794,0.8745,0.5,1.4791,1.47188,0.53784,0.5,0.5,0.5,0.5,0.5,0.5,1.06583,1.82778,0.5,0.728006,0.5
5,0,1,0.75,0.01,1023.3,426.639,107.428,265.722,256.972,155.265,158.752,4.55094,6.69803,6.46499,1.50166,1.30068,3.02811,8.02642,2.83465,4.64194,9.2534,2.23017,7.21703,4.97727,2.71669,1.23076,2.4022,9.72472,7.70076,2.01298,4.47025,4.0956,1.36233,1.55048,4.17276,3.63772,1.28152,1.41499,2.13677,4.64368,1.73171,0.5,0.5,0.5,1.21279,0.5,1.14775,0.5,0.888445,1.77368,0.5,0.5,0.960355,0.863832,0.5,1.4507,1.481,0.549266,0.5,0.5,0.5,0.5,0.5,0.5,1.08301,1.73441,0.5,0.773594,0.5
5,1,10,1,0.01,1090.36,-378.895,-132.483,-237.514,-251.044,-147.647,-185.087,4.42593,6.34676,5.94335,1.71327,1.51864,3.2407,7.32507,2.99821,4.767,7.7076,2.51825,6.71135,4.93936,2.84118,1.44822,2.53795,8.33135,6.66084,2.18906,3.99027,4.14943,1.60261,1.74672,4.30873,3.51625,1.49314,1.63329,2.4403,4.57387,1.48935,0.5,0.5,0.5,1.28897,0.5,1.04477,0.5,0.869332,1.68387,0.5,0.5,0.918828,0.837729,0.5,1.36806,1.52905,0.581354,0.5,0.5,0.5,0.5,0.5,0.5,1.13165,1.52757,0.5,0.861971,0.5
5,0,10,0.75,0.01,1095.89,379.039,134.402,235.913,251.198,147.714,187.208,4.41159,6.31927,5.95817,1.72298,1.52903,3.26031,7.2857,3.01163,4.77287,7.66052,2.53459,6.68256,4.93661,2.84223,1.4588,2.54323,8.29109,6.6142,2.19687,3.96353,4.16224,1.61455,1.75513,4.31903,3.5063,1.50319,1.64394,2.45483,4.58979,1.47911,0.5,0.5,0.5,1.29695,0.5,1.05053,0.5,0.870542,1.67425,0.5,0.5,0.916584,0.836445,0.5,1.36823,1.52394,0.582268,0.5,0.5,0.5,0.5,0.5,0.5,1.1328,1.51604,0.5,0.878075,0.5
5,1,100,1,0.01,1108.54,-379.534,-139.372,-232.604,-251.499,-148.086,-192.633,4.39071,6.24231,5.98224,1.74677,1.55681,3.31501,7.16152,3.05011,4.79185,7.55041,2.57832,6.59849,4.92878,2.85202,1.48657,2.55337,8.16212,6.51885,2.21807,3.87039,4.19745,1.64611,1.77467,4.35125,3.46443,1.52997,1.67138,2.49307,4.63694,1.45058,0.5,0.5,0.5,1.30915,0.5,1.05966,0.5,0.870882,1.6585,0.5,0.5,0.913117,0.832183,0.5,1.36176,1.52254,0.586312,0.5,0.5,0.5,0.5,0.5,0.5,1.13218,1.48878,0.5,0.913679,0.5
5,0,100,0.75,0.01,1109.56,379.518,139.61,232.246,251.539,148.043,192.904,4.38524,6.24111,5.98739,1.74818,1.55777,3.31622,7.16335,3.05065,4.79152,7.54305,2.5798,6.5981,4.92867,2.85036,1.48768,2.55481,8.16446,6.50817,2.21867,3.87388,4.19831,1.64731,1.77615,4.35096,3.46747,1.53092,1.67261,2.49454,4.63717,1.45014,0.5,0.5,0.5,1.31215,0.5,1.06174,0.5,0.871707,1.6553,0.5,0.5,0.912307,0.832288,0.5,1.36349,1.51906,0.585989,0.5,0.5,0.5,0.5,0.5,0.5,1.13319,1.48707,0.5,0.917292,0.5
5,1,1000,1,0.01,1110.62,-379.627,-140.238,-231.469,-251.692,-147.972,-193.638,4.37273,6.23673,5.99903,1.75152,1.56031,3.31997,7.16271,3.05239,4.79125,7.52474,2.58378,6.59449,4.92822,2.84675,1.49056,2.55772,8.16667,6.48284,2.22021,3.8777,4.20086,1.65045,1.7795,4.35113,3.47188,1.53343,1.67572,2.4984,4.63845,1.44874,0.5,0.5,0.5,1.31883,0.5,1.06642,0.5,0.873461,1.64853,0.5,0.5,0.910592,0.832411,0.5,1.36714,1.51204,0.585439,0.5,0.5,0.5,0.5,0.5,0.5,1.13531,1.48309,0.5,0.925809,0.5
5,0,1000,0.75,0.01,1111.12,379.588,140.26,231.395,251.684,147.958,193.658,4.37176,6.23692,5.99999,1.75175,1.5604,3.31994,7.16424,3.05236,4.79107,7.52381,2.5839,6.5951,4.92825,2.84641,1.49067,2.55807,8.16787,6.48119,2.22027,3.87936,4.20087,1.65057,1.77977,4.35087,3.47306,1.53351,1.67587,2.49854,4.63831,1.44876,0.5,0.5,0.5,1.31942,0.5,1.06682,0.5,0.873642,1.64783,0.5,0.5,0.910415,0.832459,0.5,1.36754,1.5112,0.585334,0.5,0.5,0.5,0.5,0.5,0.5,1.13554,1.48281,0.5,0.92641,0.5
6,1,0.1,1,0.01,574.092,-900,-26.6184,-207.119,-554.386,-124.803,-73.7771,16.5223,9.54935,7.89818,0.42288,0.300595,3.90861,16.5912,4.56099,4.37402,52.5011,1.05575,12.154,4.49916,3.55602,0.264226,1.74459,19.7968,23.4068,1.27724,7.67405,2.70395,0.303958,0.406353,3.49455,4.96895,0.312641,0.385364,0.573371,7.14354,2,0.5,0.5,0.5,0.645124,0.5,2,0.5,0.521407,2,0.5,0.5,1.45097,0.5,0.5,2,1.20439,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,0.633362,0.5
6,0,0.1,0.75,0.01,655.893,758.888,38.6869,231.213,466.101,125.655,83.0103,11.6934,8.41001,7.51232,0.600516,0.436314,3.22198,15.6501,3.65226,4.79267,31.3129,1.28955,11.8596,4.47373,3.1413,0.385703,1.79827,15.2835,20.6974,1.31697,6.22592,3.16708,0.457196,0.581771,3.66561,4.63948,0.444159,0.542518,0.857632,6.06652,2.3109,0.5,0.5,0.5,0.868776,0.5,2.10258,0.5,0.575899,1.84503,0.5,0.5,1.44102,0.552793,0.5,1.39288,1.25321,0.47685,0.5,0.5,0.5,0.5,0.5,0.5,0.547614,1.98987,0.5,0.630295,0.5
6,1,1,1,0.01,930.047,-533.118,-76.2493,-242.254,-332.992,-143.025,-131.971,5.36226,6.64832,6.38686,1.19709,1.02007,3.81248,9.39983,3.14754,4.67038,12.2185,2.02416,8.34341,4.93285,2.85594,0.947978,2.27179,9.30302,8.87738,1.89632,5.02751,4.23163,1.04913,1.23683,4.24642,3.82278,1.01189,1.11795,1.69894,5.7293,2,0.5,0.5,0.5,0.997199,0.5,1.84307,0.5,0.773194,1.89332,0.5,0.5,1.10029,0.755876,0.5,2,1.41348,0.504348,0.5,0.5,0.5,0.5,0.5,0.5,0.628312,2,0.5,0.797005,0.5
6,0,1,0.75,0.01,944.778,510.096,81.4852,251.222,313.071,146.43,135.336,5.19109,6.69947,6.46661,1.25411,1.06723,3.58457,9.22401,3.05498,4.68579,11.5313,2.05731,8.14989,4.93624,2.80551,0.9951,2.29404,9.56062,8.74262,1.90267,4.90036,4.23331,1.10467,1.29339,4.22278,3.80514,1.05712,1.17193,1.78373,5.48591,2.14597,0.5,0.5,0.5,1.04093,0.5,1.59808,0.5,0.795109,1.85091,0.5,0.5,1.05625,0.778482,0.5,1.79728,1.44362,0.514162,0.5,0.5,0.5,0.5,0.5,0.5,0.722824,1.90031,0.5,0.79608,0.5
6,1,10,1,0.01,1007.66,-462.22,-96.0214,-274.264,-273.992,-155.401,-148.849,4.68578,6.77077,6.5589,1.39371,1.19975,3.08318,8.373,2.82023,4.6184,10.1231,2.12074,7.50842,4.98082,2.69805,1.12886,2.33002,9.98685,8.19715,1.94282,4.62369,4.11314,1.25011,1.44388,4.15725,3.64999,1.18359,1.30859,1.98872,4.81359,1.90027,0.5,0.5,0.5,1.13885,0.5,1.24472,0.5,0.86799,1.83488,0.5,0.5,0.997982,0.852481,0.5,1.54297,1.48155,0.541726,0.5,0.5,0.5,0.5,0.5,0.5,0.975516,1.84466,0.5,0.735105,0.5
6,0,10,0.75,0.01,1004.52,457.501,96.5801,275.28,270.104,155.996,148.777,4.66755,6.79271,6.57581,1.40179,1.20577,3.04589,8.36336,2.80648,4.61215,10.0708,2.12137,7.49035,4.98403,2.69229,1.13522,2.33551,10.0656,8.18744,1.94417,4.63883,4.10006,1.25698,1.45297,4.14671,3.66071,1.18941,1.3157,1.99849,4.77104,1.88445,0.5,0.5,0.5,1.14867,0.5,1.22708,0.5,0.874237,1.83077,0.5,0.5,0.992897,0.857933,0.5,1.52675,1.47913,0.540752,0.5,0.5,0.5,0.5,0.5,0.5,0.99735,1.84043,0.5,0.733324,0.5
6,1,100,1,0.01,1003.95,-447.357,-98.1526,-279.116,-260.77,-157.963,-148.796,4.63462,6.83632,6.61323,1.42117,1.22195,2.95713,8.29573,2.77646,4.60105,9.9497,2.12442,7.42361,4.99048,2.68263,1.15193,2.34493,10.2387,8.18199,1.94819,4.6336,4.06974,1.27531,1.47375,4.12727,3.66312,1.20497,1.33398,2.02426,4.67214,1.84335,0.5,0.5,0.5,1.16981,0.5,1.18067,0.5,0.888642,1.83334,0.5,0.5,0.983732,0.871022,0.5,1.48137,1.48764,0.540432,0.5,0.5,0.5,0.5,0.5,0.5,1.05294,1.83413,0.5,0.727009,0.5
6,0,100,0.75,0.01,1001.74,446.423,98.1834,278.924,260.268,157.921,148.737,4.62928,6.84197,6.61662,1.42246,1.22247,2.95201,8.30541,2.77375,4.59915,9.94111,2.12414,7.42681,4.99128,2.68075,1.15258,2.34671,10.2554,8.17608,1.9482,4.64629,4.06758,1.27594,1.47545,4.12426,3.67059,1.20548,1.3348,2.02522,4.6655,1.84196,0.5,0.5,0.5,1.17202,0.5,1.17941,0.5,0.889792,1.82962,0.5,0.5,0.982244,0.87189,0.5,1.4808,1.48369,0.539783,0.5,0.5,0.5,0.5,0.5,0.5,1.05615,1.83254,0.5,0.727258,0.5
6,1,1000,1,0.01,999.973,-443.821,-98.2456,-278.389,-258.826,-157.83,-148.531,4.61661,6.85545,6.62464,1.42558,1.22387,2.9384,8.32526,2.76719,4.59477,9.9204,2.12339,7.43259,4.99318,2.67632,1.15427,2.35074,10.296,8.16237,1.94828,4.67404,4.06167,1.2776,1.47954,4.11736,3.68694,1.20685,1.33687,2.02768,4.64858,1.83978,0.5,0.5,0.5,1.178,0.5,1.17658,0.5,0.892956,1.82307,0.5,0.5,0.979314,0.874261,0.5,1.47997,1.4764,0.538498,0.5,0.5,0.5,0.5,0.5,0.5,1.06466,1.83047,0.5,0.727989,0.5
6,0,1000,0.75,0.01,998.766,443.773,98.2531,278.379,258.812,157.821,148.538,4.61578,6.85633,6.62518,1.42576,1.22391,2.93797,8.32757,2.7668,4.59444,9.91915,2.12336,7.43355,4.9933,2.67601,1.15433,2.35107,10.2983,8.16137,1.94826,4.67667,4.06152,1.27766,1.4798,4.11684,3.68847,1.20689,1.33697,2.02779,4.64784,1.83929,0.5,0.5,0.5,1.17817,0.5,1.17634,0.5,0.89303,1.82193,0.5,0.5,0.978934,0.87432,0.5,1.47975,1.47527,0.538334,0.5,0.5,0.5,0.5,0.5,0.5,1.06495,1.8298,0.5,0.727993,0.5
7,1,0.1,1,0.01,594.871,-900,-31.8167,-295.587,-312.999,-48.098,-104.174,14.2695,10.9067,5.9372,0.392978,0.317501,1.48644,18.7633,2.16306,4.06428,53.7659,0.693038,11.1175,5.54974,3.786,0.25948,1.52444,15.501,49.0492,1.20192,7.43678,3.34359,0.297013,0.412336,4.19622,3.98516,0.317467,0.353015,0.596391,4.2526,2,0.5,0.5,0.5,2,0.5,2,0.5,1.81581,2,0.5,0.5,0.5,1.71663,0.5,2,1.77362,0.504348,0.5,0.5,0.5,0.5,0.5,0.5,2,2,0.5,0.5,0.5
