 pp_0000  625.0 9375.0 1.0                            1.487509E+00
 pp_0001  1875.0 9375.0 1.0                            5.043482E-01
 pp_0002  3125.0 9375.0 1.0                             5.000000E-01
 pp_0003  4375.0 9375.0 1.0                             5.000000E-01
 pp_0004  625.0 8125.0 1.0                            1.954113E+00
 pp_0005  1875.0 8125.0 1.0                            1.019436E+00
 pp_0006  3125.0 8125.0 1.0                             5.000000E-01
 pp_0007  4375.0 8125.0 1.0                             5.000000E-01
 pp_0008  625.0 6875.0 1.0                             2.000000E+00
 pp_0009  3125.0 6875.0 1.0                              5.000000E-01
 pp_0010  4375.0 6875.0 1.0                              5.000000E-01
 pp_0011  625.0 5625.0 1.0                             2.000000E+00
 pp_0012  3125.0 5625.0 1.0                              5.000000E-01
 pp_0013  4375.0 5625.0 1.0                              5.000000E-01
 pp_0014  625.0 4375.0 1.0                             2.000000E+00
 pp_0015  1875.0 4375.0 1.0                             1.791629E+00
 pp_0016  3125.0 4375.0 1.0                              5.000000E-01
 pp_0017  4375.0 4375.0 1.0                              5.000000E-01
 pp_0018  625.0 3125.0 1.0                             9.737075E-01
 pp_0019  1875.0 3125.0 1.0                             7.969647E-01
 pp_0020  3125.0 3125.0 1.0                              5.000000E-01
 pp_0021  4375.0 3125.0 1.0                              5.000000E-01
 pp_0022  625.0 1875.0 1.0                             6.438846E-01
 pp_0023  1875.0 1875.0 1.0                             7.759599E-01
 pp_0024  3125.0 1875.0 1.0                              5.000000E-01
 pp_0025  4375.0 1875.0 1.0                              5.000000E-01
 pp_0026  1875.0 625.0 1.0                             7.577610E-01
 pp_0027  3125.0 625.0 1.0                              5.000000E-01
 pp_0028  4375.0 625.0 1.0                              5.000000E-01
