name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
strinf,2.69897,0.5,1.69897,3.69897,3.04635,0.192069,2.66221,3.43049
wel5,2.47712,0.488561,1.5,3.45424,2.57918,0.431109,1.71696,3.4414
wel2,2.47712,0.488561,1.5,3.45424,2.14713,0.472176,1.20278,3.09149
wel3,2.47712,0.488561,1.5,3.45424,2.36394,0.435945,1.49205,3.23583
wel1,2.47712,0.488561,1.5,3.45424,2.40081,0.431563,1.53769,3.26394
wel4,2.47712,0.488561,1.5,3.45424,2.17001,0.472892,1.22423,3.1158
wel0,2.47712,0.488561,1.5,3.45424,2.28718,0.449523,1.38813,3.18622
hk_i:27_j:12_zone:1.0,0.69897,1,-1.30103,2.69897,0.640368,0.877605,-1.11484,2.39558
hk_i:17_j:2_zone:1.0,0.69897,1,-1.30103,2.69897,0.795012,0.991644,-1.18828,2.7783
hk_i:27_j:2_zone:1.0,0.69897,1,-1.30103,2.69897,0.778359,0.949865,-1.12137,2.67809
hk_i:7_j:17_zone:1.0,0.69897,1,-1.30103,2.69897,0.243638,0.990407,-1.73718,2.22445
hk_i:27_j:17_zone:1.0,0.69897,1,-1.30103,2.69897,0.193303,0.990423,-1.78754,2.17415
hk_i:37_j:7_zone:1.0,0.69897,1,-1.30103,2.69897,0.521118,0.964884,-1.40865,2.45089
hk_i:7_j:7_zone:1.0,0.69897,1,-1.30103,2.69897,0.855449,0.00958419,0.83628,0.874617
hk_i:32_j:12_zone:1.0,0.69897,1,-1.30103,2.69897,0.48462,0.960185,-1.43575,2.40499
hk_i:2_j:2_zone:1.0,0.69897,1,-1.30103,2.69897,0.680383,0.995521,-1.31066,2.67143
hk_i:22_j:7_zone:1.0,0.69897,1,-1.30103,2.69897,0.876276,0.964369,-1.05246,2.80501
hk_i:37_j:12_zone:1.0,0.69897,1,-1.30103,2.69897,0.412334,0.992112,-1.57189,2.39656
hk_i:2_j:7_zone:1.0,0.69897,1,-1.30103,2.69897,0.819342,0.996787,-1.17423,2.81292
hk_i:12_j:2_zone:1.0,0.69897,1,-1.30103,2.69897,0.692702,0.999862,-1.30702,2.69243
hk_i:22_j:12_zone:1.0,0.69897,1,-1.30103,2.69897,0.454139,0.934163,-1.41419,2.32246
hk_i:17_j:17_zone:1.0,0.69897,1,-1.30103,2.69897,0.173481,0.988813,-1.80415,2.15111
hk_i:12_j:12_zone:1.0,0.69897,1,-1.30103,2.69897,0.408091,0.983542,-1.55899,2.37517
hk_i:22_j:2_zone:1.0,0.69897,1,-1.30103,2.69897,0.9123,0.970136,-1.02797,2.85257
hk_i:27_j:7_zone:1.0,0.69897,1,-1.30103,2.69897,0.811322,0.910211,-1.0091,2.63174
hk_i:17_j:12_zone:1.0,0.69897,1,-1.30103,2.69897,0.34644,0.979365,-1.61229,2.30517
hk_i:2_j:12_zone:1.0,0.69897,1,-1.30103,2.69897,0.58932,0.967388,-1.34546,2.5241
hk_i:32_j:2_zone:1.0,0.69897,1,-1.30103,2.69897,0.623344,0.981859,-1.34037,2.58706
hk_i:32_j:17_zone:1.0,0.69897,1,-1.30103,2.69897,0.217723,0.991967,-1.76621,2.20166
hk_i:2_j:17_zone:1.0,0.69897,1,-1.30103,2.69897,0.250567,0.991038,-1.73151,2.23264
hk_i:7_j:2_zone:1.0,0.69897,1,-1.30103,2.69897,0.638498,0.992916,-1.34733,2.62433
hk_i:7_j:12_zone:1.0,0.69897,1,-1.30103,2.69897,0.541156,0.979376,-1.4176,2.49991
hk_i:22_j:17_zone:1.0,0.69897,1,-1.30103,2.69897,0.185757,0.988965,-1.79217,2.16369
hk_i:12_j:17_zone:1.0,0.69897,1,-1.30103,2.69897,0.224353,0.989222,-1.75409,2.2028
hk_i:37_j:17_zone:1.0,0.69897,1,-1.30103,2.69897,0.397757,0.997523,-1.59729,2.3928
hk_i:32_j:7_zone:1.0,0.69897,1,-1.30103,2.69897,0.66632,0.935144,-1.20397,2.53661
rch_i:17_j:2_zone:1.0,0,0.150515,-0.30103,0.30103,0.161013,0.123926,-0.0868379,0.408865
rch_i:27_j:2_zone:1.0,0,0.150515,-0.30103,0.30103,0.120964,0.149542,-0.17812,0.420048
rch_i:22_j:7_zone:1.0,0,0.150515,-0.30103,0.30103,0.0285774,0.128578,-0.228579,0.285734
rch_i:32_j:7_zone:1.0,0,0.150515,-0.30103,0.30103,-0.0583969,0.146537,-0.35147,0.234676
rch_i:7_j:2_zone:1.0,0,0.150515,-0.30103,0.30103,0.216358,0.149981,-0.0836038,0.516321
rch_i:7_j:7_zone:1.0,0,0.150515,-0.30103,0.30103,-0.0410144,0.15009,-0.341194,0.259165
rch_i:37_j:7_zone:1.0,0,0.150515,-0.30103,0.30103,-0.079561,0.149518,-0.378597,0.219475
rch_i:22_j:2_zone:1.0,0,0.150515,-0.30103,0.30103,0.136314,0.15007,-0.163825,0.436453
rch_i:2_j:2_zone:1.0,0,0.150515,-0.30103,0.30103,0.1786,0.149291,-0.119982,0.477182
rch_i:2_j:7_zone:1.0,0,0.150515,-0.30103,0.30103,-0.232829,0.148667,-0.530164,0.064506
rch_i:32_j:2_zone:1.0,0,0.150515,-0.30103,0.30103,0.0554638,0.150043,-0.244622,0.35555
rch_i:12_j:2_zone:1.0,0,0.150515,-0.30103,0.30103,0.17084,0.123004,-0.0751672,0.416848
rch_i:27_j:7_zone:1.0,0,0.150515,-0.30103,0.30103,-0.0323513,0.122196,-0.276744,0.212041
