,sidx,idx_strs,pargp3,parval1_3,3
0,"(2, 11, 13)",idx0:2_idx1:11_idx2:13,wel_cst,1.0,1.222846784528254682200554270821157842874526977539063
1,"(2, 29, 6)",idx0:2_idx1:29_idx2:6,wel_cst,1.0,1.222846784528254682200554270821157842874526977539063
2,"(2, 26, 10)",idx0:2_idx1:26_idx2:10,wel_cst,1.0,1.222846784528254682200554270821157842874526977539063
3,"(2, 34, 12)",idx0:2_idx1:34_idx2:12,wel_cst,1.0,1.222846784528254682200554270821157842874526977539063
4,"(2, 20, 14)",idx0:2_idx1:20_idx2:14,wel_cst,1.0,1.222846784528254682200554270821157842874526977539063
5,"(2, 9, 16)",idx0:2_idx1:9_idx2:16,wel_cst,1.0,1.222846784528254682200554270821157842874526977539063
